dataset,model,cal_size,test_size,n_classes,SMS_brier,SMS_logloss,SMS_ece-15,SMS_accuracy,SMS_time
volcanoes-a4,LightGBM,1363,152,5,0.12916603447192612,0.2926895600127109,0.05096098780632019,0.9144737124443054,0.06893022637814283
volcanoes-a4,LinearModel,1363,152,5,0.13040743481259262,0.3005161413637862,0.03869251534342766,0.9013158082962036,0.05764745827764273
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.12982357160552932,0.29812608376667254,0.046720732003450394,0.9078947305679321,0.05596223007887602
volcanoes-a4,NeuralNetTorch,1363,152,5,0.1298178446195312,0.2926710260882921,0.0360812209546566,0.9078947305679321,0.05733629688620567
volcanoes-a4,RandomForest,1363,152,5,0.13456295705342045,0.30914901449837257,0.04749609902501106,0.9144737124443054,0.057340470142662525
volcanoes-a4,XGBoost,1363,152,5,0.13274145415562608,0.31178285085262686,0.04834069311618805,0.9144737124443054,0.06844706181436777
volcanoes-b1,CatBoost,9158,1018,5,0.053867254120775226,0.13792053694610573,0.007668640464544296,0.968565821647644,0.18551370594650507
volcanoes-b1,ExtraTrees,9158,1018,5,0.05430590140909697,0.1410931535613171,0.008154633454978466,0.968565821647644,0.25862108264118433
volcanoes-b1,LightGBM,9158,1018,5,0.05565072917390856,0.14552480419627542,0.009886418469250202,0.9656188488006592,0.1584681235253811
volcanoes-b1,LinearModel,9158,1018,5,0.05432028449045961,0.14151088531962935,0.007801946252584457,0.968565821647644,0.19336738530546427
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054355004198114995,0.14126405345181745,0.006339896470308304,0.968565821647644,0.1945886854082346
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05490964142396831,0.1425511582017577,0.010500198230147362,0.9675834774971008,0.19242720305919647
volcanoes-b1,RandomForest,9158,1018,5,0.0548259955184882,0.14239685331906804,0.007520067039877176,0.9675834774971008,0.2357408944517374
volcanoes-b1,XGBoost,9158,1018,5,0.05395381023221281,0.13994558980494068,0.01121779065579176,0.968565821647644,0.1975084152072668
volcanoes-b2,CatBoost,9601,1067,5,0.05045304088544224,0.1332390499393691,0.009504775516688824,0.9681349396705627,0.19060732703655958
volcanoes-b2,ExtraTrees,9601,1067,5,0.050724839079603595,0.13366386053173931,0.010206968523561954,0.9700093865394592,0.22646643314510584
volcanoes-b2,LightGBM,9601,1067,5,0.05252158267869687,0.13974888882713363,0.01109995972365141,0.966260552406311,0.24684390425682068
volcanoes-b2,LinearModel,9601,1067,5,0.05111343884359217,0.13515652945114906,0.009111406281590462,0.9700093865394592,0.1604796890169382
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.050680236449155584,0.13397328750215334,0.008244441822171211,0.9700093865394592,0.1737221945077181
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.050651346989309315,0.13282565804611404,0.007452371064573526,0.9700093865394592,0.17391463182866573
volcanoes-b2,RandomForest,9601,1067,5,0.05109259791214614,0.1348059351064898,0.007673113606870174,0.966260552406311,0.20763397682458162
volcanoes-b2,XGBoost,9601,1067,5,0.05060698808824333,0.13488091157151558,0.009501763619482517,0.9681349396705627,0.22290569264441729
volcanoes-b5,CatBoost,8990,999,5,0.05569692364541305,0.13597008858774082,0.009396783076226711,0.966966986656189,0.17256164457648993
volcanoes-b5,ExtraTrees,8990,999,5,0.057198634215909844,0.13979866120886109,0.009749320335686207,0.9639639854431152,0.19210101198405027
volcanoes-b5,LightGBM,8990,999,5,0.05672791598830634,0.13968513133583285,0.007767001632601023,0.9649649858474731,0.19383653160184622
volcanoes-b5,LinearModel,8990,999,5,0.0569103584938189,0.14059364831712867,0.011456327512860298,0.9649649858474731,0.17752390261739492
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.057054667073849645,0.13917797672552323,0.010951056145131588,0.9639639854431152,0.17638892028480768
volcanoes-b5,NeuralNetTorch,8990,999,5,0.056760073410346154,0.14077065066073943,0.005245160777121782,0.965965986251831,0.16389217507094145
volcanoes-b5,RandomForest,8990,999,5,0.05757593486484107,0.1414196543036614,0.008956524543464184,0.966966986656189,0.2168767973780632
volcanoes-b5,XGBoost,8990,999,5,0.05507918922409868,0.13831069007623323,0.00927630253136158,0.9679679870605469,0.19030670262873173
volcanoes-b6,CatBoost,9117,1013,5,0.06352163989877732,0.1670587465544835,0.017166264355182648,0.9634748101234436,0.18790054135024548
volcanoes-b6,ExtraTrees,9117,1013,5,0.06329106266258905,0.16862129073402063,0.014630317687988281,0.9644619822502136,0.18363696243613958
volcanoes-b6,LightGBM,9117,1013,5,0.06322707664108047,0.16817677830725447,0.015112189576029778,0.9654491543769836,0.184154543094337
volcanoes-b6,LinearModel,9117,1013,5,0.06378603957432749,0.17166102684458373,0.012386515736579895,0.9654491543769836,0.21241658180952072
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06326029368512122,0.16851675008393688,0.015118006616830826,0.9644619822502136,0.170389948412776
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.0638795938701131,0.1718793053751117,0.01811842992901802,0.9644619822502136,0.1880001574754715
volcanoes-b6,RandomForest,9117,1013,5,0.06460204179479614,0.16862289541654252,0.014064938761293888,0.9634748101234436,0.19711480289697647
volcanoes-b6,XGBoost,9117,1013,5,0.061832523021341804,0.16541675987309098,0.01245275791734457,0.9634748101234436,0.20246466994285583
volcanoes-d1,CatBoost,7877,876,5,0.09974370652548353,0.25018595084491896,0.014558214694261551,0.9440639019012451,0.12518517766147852
volcanoes-d1,ExtraTrees,7877,876,5,0.09963704071139608,0.2551770028867713,0.015247546136379242,0.9440639019012451,0.20099736005067825
volcanoes-d1,LightGBM,7877,876,5,0.10004073582406924,0.25295456197142774,0.010369602590799332,0.9440639019012451,0.15659097116440535
volcanoes-d1,LinearModel,7877,876,5,0.10001952869719691,0.2536945037534204,0.01142275333404541,0.9429223537445068,0.1571476822718978
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.1001093796994177,0.2560337506758744,0.015053479932248592,0.9440639019012451,0.14653424452990294
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09994263150627443,0.2553311233280293,0.01435069553554058,0.9440639019012451,0.1869102930650115
volcanoes-d1,RandomForest,7877,876,5,0.10025859883174537,0.2565851688462719,0.01200995035469532,0.9440639019012451,0.17753234319388866
volcanoes-d1,XGBoost,7877,876,5,0.09958352889059889,0.25002147687085485,0.017448414117097855,0.9440639019012451,0.19170967489480972
volcanoes-d4,CatBoost,7788,866,5,0.09652842034194127,0.2353594735038306,0.01788428984582424,0.943418025970459,0.1561662321910262
volcanoes-d4,ExtraTrees,7788,866,5,0.09743732703593681,0.2383026386255488,0.015768885612487793,0.943418025970459,0.19116463046520948
volcanoes-d4,LightGBM,7788,866,5,0.09735524412407948,0.2378849373761218,0.011002017185091972,0.943418025970459,0.14259292092174292
volcanoes-d4,LinearModel,7788,866,5,0.09635550354185776,0.23539732467374375,0.015379451215267181,0.943418025970459,0.16533394251018763
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09661792543849204,0.2351453772438412,0.013898594304919243,0.943418025970459,0.1397131122648716
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09679875427116807,0.2356689568896935,0.017288580536842346,0.943418025970459,0.11970712803304195
volcanoes-d4,RandomForest,7788,866,5,0.09811771956657449,0.2427064641179173,0.011371404863893986,0.943418025970459,0.19364652410149574
volcanoes-d4,XGBoost,7788,866,5,0.0976179475627288,0.24056514535863766,0.010399075224995613,0.943418025970459,0.15727048367261887
volcanoes-e1,CatBoost,1064,119,5,0.1567744205203268,0.37150823214881706,0.04276847839355469,0.9075630307197571,0.06165590323507786
volcanoes-e1,ExtraTrees,1064,119,5,0.15938565890845297,0.3731124016127804,0.04561673849821091,0.9075630307197571,0.0609674034640193
volcanoes-e1,LightGBM,1064,119,5,0.15916818290325702,0.37654974255923696,0.04496907442808151,0.9075630307197571,0.07464763801544905
volcanoes-e1,LinearModel,1064,119,5,0.16729382925375053,0.3867333508150602,0.05340692028403282,0.8991596698760986,0.05316887516528368
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15714320953875802,0.37208800670700276,0.0676964819431305,0.9075630307197571,0.05945277027785778
volcanoes-e1,NeuralNetTorch,1064,119,5,0.15933757389406833,0.3775495953943753,0.04578251391649246,0.9075630307197571,0.051620593294501305
volcanoes-e1,RandomForest,1064,119,5,0.16241131995828842,0.38676094220038415,0.04540986195206642,0.9075630307197571,0.0705706151202321
volcanoes-e1,XGBoost,1064,119,5,0.15820127519186983,0.37151495285872344,0.03848029673099518,0.9075630307197571,0.05244829133152962
volkert,CatBoost,52479,5831,10,0.390406167987133,0.7924005028024192,0.016688335686922073,0.708797812461853,3.7529277810826898
volkert,ExtraTrees,52479,5831,10,0.41975433711123317,0.8650174338761111,0.013867293484508991,0.6870176792144775,6.028681547380984
volkert,LightGBM,52479,5831,10,0.3588686799059906,0.7273159495906766,0.011579962447285652,0.736923336982727,3.8492606058716774
volkert,LinearModel,52479,5831,10,0.5432465825377225,1.158517730743997,0.01940714195370674,0.5880637764930725,3.4813158083707094
volkert,NeuralNetFastAI,52479,5831,10,0.3596447046564498,0.7271045959460507,0.040856946259737015,0.7393242716789246,3.435386460274458
volkert,NeuralNetTorch,52479,5831,10,0.3843002750377228,0.776465129362611,0.02694823406636715,0.7180586457252502,2.9490077225491405
volkert,RandomForest,52479,5831,10,0.4195512042861809,0.8693157333689031,0.016030477359890938,0.6952495574951172,5.647659097798169
volkert,XGBoost,52479,5831,10,0.37885447562035046,0.7736783152752444,0.01192021369934082,0.72286057472229,3.409470172598958
wall-robot-navigation,CatBoost,4910,546,4,0.0049009579648949956,0.007332727434351087,0.003966441377997398,0.9945054650306702,0.059177753515541553
wall-robot-navigation,ExtraTrees,4910,546,4,0.02464809083282145,0.0446175472867027,0.013883785344660282,0.9853479862213135,0.1129937106743455
wall-robot-navigation,LightGBM,4910,546,4,0.005929146031840399,0.009120401846391388,0.005105749238282442,0.9945054650306702,0.08571006171405315
wall-robot-navigation,LinearModel,4910,546,4,0.3601008527560122,0.6282991550716587,0.03727718070149422,0.721611738204956,0.15807910729199648
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04704946310316446,0.0882435353290662,0.02022934891283512,0.9652014374732971,0.11863401811569929
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05199235530372161,0.09690403520516959,0.01971231773495674,0.9652014374732971,0.1130229253321886
wall-robot-navigation,RandomForest,4910,546,4,0.011578956672342784,0.020744365279196004,0.006411229260265827,0.9926739931106567,0.08697737008333206
wall-robot-navigation,XGBoost,4910,546,4,0.00889446202798871,0.013217174515793342,0.0059860339388251305,0.9926739931106567,0.08321940340101719
waveform-5000,CatBoost,4500,500,3,0.19820210980371986,0.3109155450786945,0.030036702752113342,0.8500000238418579,0.060384429059922695
waveform-5000,ExtraTrees,4500,500,3,0.20884785816244686,0.3179814559137257,0.04810703173279762,0.828000009059906,0.07462670002132654
waveform-5000,LightGBM,4500,500,3,0.20209651438307955,0.3148886256512776,0.04020233824849129,0.8479999899864197,0.07079476397484541
waveform-5000,LinearModel,4500,500,3,0.1895725108339793,0.3026817392842939,0.023749422281980515,0.8640000224113464,0.0567496782168746
waveform-5000,NeuralNetFastAI,4500,500,3,0.18152529042924226,0.27936581640832236,0.029619716107845306,0.8640000224113464,0.07547667063772678
waveform-5000,NeuralNetTorch,4500,500,3,0.18145062198574413,0.27871088195739097,0.03396199271082878,0.8640000224113464,0.06959786172956228
waveform-5000,RandomForest,4500,500,3,0.2258460521487816,0.3462568379282109,0.03106841817498207,0.8320000171661377,0.05591025296598673
waveform-5000,XGBoost,4500,500,3,0.20268573180938448,0.3192270397858713,0.024545816704630852,0.8619999885559082,0.0704808309674263
wine-quality-red,CatBoost,1439,160,6,0.4334031520875576,0.8144618471529824,0.0773109421133995,0.706250011920929,0.08838890120387077
wine-quality-red,ExtraTrees,1439,160,6,0.40544288851914734,0.7612916291877532,0.07145590335130692,0.7124999761581421,0.13770521618425846
wine-quality-red,LightGBM,1439,160,6,0.43277211814272565,0.8310241653225383,0.08129208534955978,0.6937500238418579,0.07407824601978064
wine-quality-red,LinearModel,1439,160,6,0.5562378271677176,0.9949324053954687,0.060749903321266174,0.5375000238418579,0.10803373996168375
wine-quality-red,NeuralNetFastAI,1439,160,6,0.52573140897132,0.9373794657044627,0.12376001477241516,0.574999988079071,0.08976107556372881
wine-quality-red,NeuralNetTorch,1439,160,6,0.4921772140934273,0.9024340147119364,0.07879772782325745,0.625,0.10752937663346529
wine-quality-red,RandomForest,1439,160,6,0.42036821727839246,0.801092856684462,0.0562477745115757,0.706250011920929,0.09382476564496756
wine-quality-red,XGBoost,1439,160,6,0.4331800296219141,0.827099302531218,0.07867786288261414,0.6937500238418579,0.1018722727894783
wine-quality-white,CatBoost,4408,490,7,0.39898482306378824,0.7604990645538715,0.07379571348428726,0.7204081416130066,0.17032047919929028
wine-quality-white,ExtraTrees,4408,490,7,0.37277860386122913,0.7145225200122384,0.054665569216012955,0.7142857313156128,0.26797124464064837
wine-quality-white,LightGBM,4408,490,7,0.38121542792585317,0.7248838789103442,0.06405018270015717,0.7142857313156128,0.18363874685019255
wine-quality-white,LinearModel,4408,490,7,0.5691554063209527,1.0789892016700595,0.048188868910074234,0.5489795804023743,0.20089063420891762
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5150496526262358,0.9383999090136717,0.05204356089234352,0.6163265109062195,0.17388804256916046
wine-quality-white,NeuralNetTorch,4408,490,7,0.5068328244933874,0.9242424404332812,0.06499353051185608,0.6102041006088257,0.20375321060419083
wine-quality-white,RandomForest,4408,490,7,0.38264204250726674,0.7338594559738137,0.054529737681150436,0.7142857313156128,0.292668211273849
wine-quality-white,XGBoost,4408,490,7,0.39168558756087835,0.7432306446697428,0.0819583311676979,0.6959183812141418,0.19125980231910944
