dataset,model,cal_size,test_size,n_classes,XGBoost_brier,XGBoost_logloss,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
soybean,XGBoost,614,69,19,0.1228065937757492,0.3062315583229065,0.1040567085146904,0.8985507488250732,0.2910228557884693
splice,CatBoost,2871,319,3,0.05765794590115547,0.13043834269046783,0.04354098439216614,0.962382435798645,0.052092794328927994
splice,ExtraTrees,2871,319,3,0.08620023727416992,0.18046355247497559,0.04008471965789795,0.9404388666152954,0.05153974890708923
splice,LightGBM,2871,319,3,0.06430346518754959,0.1422872543334961,0.037780895829200745,0.9561128616333008,0.05010006204247475
splice,LinearModel,2871,319,3,0.10230749100446701,0.2119411826133728,0.057186730206012726,0.931034505367279,0.05127374082803726
splice,NeuralNetFastAI,2871,319,3,0.05809921398758888,0.12972788512706757,0.04529016464948654,0.9561128616333008,0.05047272890806198
splice,NeuralNetTorch,2871,319,3,0.07095427811145782,0.15489716827869415,0.04021991416811943,0.9592476487159729,0.051530174911022186
splice,RandomForest,2871,319,3,0.08416870981454849,0.17211589217185974,0.04922175407409668,0.931034505367279,0.05188296362757683
splice,XGBoost,2871,319,3,0.05587690696120262,0.12805595993995667,0.04134783893823624,0.9655172228813171,0.05106697231531143
steel-plates-fault,CatBoost,1746,195,7,0.25451838970184326,0.5101533532142639,0.07762999832630157,0.8051282167434692,0.1176779754459858
steel-plates-fault,ExtraTrees,1746,195,7,0.26339560747146606,0.5046089887619019,0.07328979671001434,0.8102564215660095,0.10580127686262131
steel-plates-fault,LightGBM,1746,195,7,0.26019930839538574,0.5265025496482849,0.060735780745744705,0.8153846263885498,0.11636509373784065
steel-plates-fault,LinearModel,1746,195,7,0.3609272241592407,0.7077176570892334,0.0692165344953537,0.728205144405365,0.1195647232234478
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.31564393639564514,0.6159260272979736,0.09032586216926575,0.7794871926307678,0.11629654094576836
steel-plates-fault,NeuralNetTorch,1746,195,7,0.34727877378463745,0.6703346371650696,0.06840453296899796,0.7230769395828247,0.11588236689567566
steel-plates-fault,RandomForest,1746,195,7,0.2598194181919098,0.5133442282676697,0.07564379274845123,0.8102564215660095,0.11556253954768181
steel-plates-fault,XGBoost,1746,195,7,0.25230637192726135,0.512809693813324,0.10111815482378006,0.7948718070983887,0.11561579257249832
synthetic_control,CatBoost,540,60,6,0.005310846492648125,0.0651620402932167,0.062800832092762,1.0,0.05805948004126549
synthetic_control,ExtraTrees,540,60,6,0.006704750470817089,0.0704064667224884,0.06743301451206207,1.0,0.04880553483963013
synthetic_control,LightGBM,540,60,6,0.004296282771974802,0.06150450557470322,0.05963876470923424,1.0,0.05872834101319313
synthetic_control,LinearModel,540,60,6,0.0049940720200538635,0.06438808143138885,0.06224418804049492,1.0,0.053634777665138245
synthetic_control,NeuralNetFastAI,540,60,6,0.004997387528419495,0.06362905353307724,0.06141273304820061,1.0,0.04733246937394142
synthetic_control,NeuralNetTorch,540,60,6,0.034320227801799774,0.12728966772556305,0.07013427466154099,0.9666666388511658,0.030658166855573654
synthetic_control,RandomForest,540,60,6,0.005749030504375696,0.06729979813098907,0.06477078795433044,1.0,0.04599461704492569
synthetic_control,XGBoost,540,60,6,0.008095321245491505,0.07471304386854172,0.07106335461139679,1.0,0.05813106521964073
texture,CatBoost,4950,550,11,0.017972800880670547,0.08252880722284317,0.055044446140527725,0.9909090995788574,0.23031651228666306
texture,ExtraTrees,4950,550,11,0.027286771684885025,0.09790395200252533,0.06117967888712883,0.9818181991577148,0.2173721082508564
texture,LightGBM,4950,550,11,0.009134449064731598,0.06899655610322952,0.05871999263763428,0.9981818199157715,0.2010292336344719
texture,LinearModel,4950,550,11,0.011151706799864769,0.0733172819018364,0.05841629579663277,0.9945454597473145,0.18805142492055893
texture,NeuralNetFastAI,4950,550,11,0.009888509288430214,0.06874871999025345,0.05578888952732086,0.9945454597473145,0.1833021640777588
texture,NeuralNetTorch,4950,550,11,0.013769908808171749,0.07415987551212311,0.055821456015110016,0.9909090995788574,0.2380928061902523
texture,RandomForest,4950,550,11,0.03215249627828598,0.10891912132501602,0.0622163787484169,0.9818181991577148,0.22059768438339233
texture,XGBoost,4950,550,11,0.019537437707185745,0.08932456374168396,0.060159679502248764,0.9890909194946289,0.28064366802573204
vehicle,CatBoost,761,85,4,0.2761579751968384,0.4819357991218567,0.09032165259122849,0.800000011920929,0.04732871055603027
vehicle,ExtraTrees,761,85,4,0.26847854256629944,0.4796737730503082,0.10261629521846771,0.800000011920929,0.04597901925444603
vehicle,LightGBM,761,85,4,0.27387017011642456,0.4701816737651825,0.12653669714927673,0.8235294222831726,0.0465581975877285
vehicle,LinearModel,761,85,4,0.21178428828716278,0.3808658719062805,0.0950724184513092,0.8235294222831726,0.0483458936214447
vehicle,NeuralNetFastAI,761,85,4,0.21704058349132538,0.39664226770401,0.09735003113746643,0.8235294222831726,0.04614933952689171
vehicle,NeuralNetTorch,761,85,4,0.19602712988853455,0.37901198863983154,0.07141858339309692,0.8588235378265381,0.04623384028673172
vehicle,RandomForest,761,85,4,0.2693769335746765,0.49004700779914856,0.09540355950593948,0.800000011920929,0.046265922486782074
vehicle,XGBoost,761,85,4,0.27686843276023865,0.488061785697937,0.12581130862236023,0.7647058963775635,0.047640446573495865
volcanoes-a2,CatBoost,1460,163,5,0.11715550720691681,0.24528877437114716,0.05076482892036438,0.9202454090118408,0.06262208893895149
volcanoes-a2,ExtraTrees,1460,163,5,0.11122582852840424,0.23975978791713715,0.06137697398662567,0.9141104221343994,0.06301475688815117
volcanoes-a2,LightGBM,1460,163,5,0.09821021556854248,0.21177558600902557,0.05297475308179855,0.9263803958892822,0.06307543814182281
volcanoes-a2,LinearModel,1460,163,5,0.1187836080789566,0.2517377436161041,0.038718096911907196,0.907975435256958,0.06218748912215233
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11457974463701248,0.24525058269500732,0.04199253022670746,0.9202454090118408,0.0611565075814724
volcanoes-a2,NeuralNetTorch,1460,163,5,0.11356031149625778,0.24321302771568298,0.049601662904024124,0.9263803958892822,0.06049896031618118
volcanoes-a2,RandomForest,1460,163,5,0.11695724725723267,0.25918829441070557,0.059954605996608734,0.9202454090118408,0.06378936022520065
volcanoes-a2,XGBoost,1460,163,5,0.1121990904211998,0.24851976335048676,0.04444705694913864,0.907975435256958,0.06341450288891792
volcanoes-a3,CatBoost,1368,153,5,0.14276963472366333,0.3036576807498932,0.04423043504357338,0.9019607901573181,0.06241355091333389
volcanoes-a3,ExtraTrees,1368,153,5,0.14578555524349213,0.32276418805122375,0.04440902918577194,0.8823529481887817,0.06285491585731506
volcanoes-a3,LightGBM,1368,153,5,0.1475704461336136,0.3234889805316925,0.04779115691781044,0.8954248428344727,0.06682221591472626
volcanoes-a3,LinearModel,1368,153,5,0.1439415067434311,0.319172739982605,0.04710085317492485,0.8954248428344727,0.061888646334409714
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14209824800491333,0.31857216358184814,0.05140922963619232,0.8954248428344727,0.061571285128593445
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14208729565143585,0.31280317902565,0.05337720364332199,0.8954248428344727,0.06063532456755638
volcanoes-a3,RandomForest,1368,153,5,0.15238627791404724,0.3280837833881378,0.05111745744943619,0.8954248428344727,0.06761876121163368
volcanoes-a3,XGBoost,1368,153,5,0.14745168387889862,0.31329983472824097,0.04068130999803543,0.8888888955116272,0.06269638612866402
volcanoes-a4,CatBoost,1363,152,5,0.13529019057750702,0.31189367175102234,0.04714291915297508,0.9144737124443054,0.06125589460134506
volcanoes-a4,ExtraTrees,1363,152,5,0.13193334639072418,0.3068235218524933,0.05043495073914528,0.9210526347160339,0.06183069571852684
volcanoes-a4,LightGBM,1363,152,5,0.1305190473794937,0.30134865641593933,0.03907214105129242,0.9078947305679321,0.06159914284944534
volcanoes-a4,LinearModel,1363,152,5,0.1307438611984253,0.3083294928073883,0.036486465483903885,0.9210526347160339,0.06241253763437271
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13080020248889923,0.2969515025615692,0.04019555076956749,0.9144737124443054,0.06182250380516052
volcanoes-a4,NeuralNetTorch,1363,152,5,0.1319345384836197,0.3024173676967621,0.05185045301914215,0.9078947305679321,0.06423177197575569
volcanoes-a4,RandomForest,1363,152,5,0.13352857530117035,0.31153279542922974,0.050076596438884735,0.9013158082962036,0.06434481590986252
volcanoes-a4,XGBoost,1363,152,5,0.13737893104553223,0.3290577530860901,0.03415786102414131,0.9078947305679321,0.062083180993795395
volcanoes-b1,CatBoost,9158,1018,5,0.0547265000641346,0.1418876051902771,0.009857249446213245,0.9675834774971008,0.15962812677025795
volcanoes-b1,ExtraTrees,9158,1018,5,0.05294527858495712,0.13685275614261627,0.008600166998803616,0.9705304503440857,0.16190331056714058
volcanoes-b1,LightGBM,9158,1018,5,0.05574195086956024,0.14503641426563263,0.010844438336789608,0.9646365642547607,0.1572127789258957
volcanoes-b1,LinearModel,9158,1018,5,0.05449098348617554,0.14325179159641266,0.00811387225985527,0.968565821647644,0.1581416055560112
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05459822714328766,0.14290177822113037,0.009564337320625782,0.9675834774971008,0.15854177251458168
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05304122343659401,0.14116981625556946,0.00892191007733345,0.9705304503440857,0.16042788326740265
volcanoes-b1,RandomForest,9158,1018,5,0.05406888946890831,0.13912782073020935,0.00780721940100193,0.9675834774971008,0.15993624180555344
volcanoes-b1,XGBoost,9158,1018,5,0.05389624461531639,0.14120255410671234,0.010473724454641342,0.968565821647644,0.15797516703605652
volcanoes-b2,CatBoost,9601,1067,5,0.05069350823760033,0.13266777992248535,0.007305644452571869,0.9681349396705627,0.16474152356386185
volcanoes-b2,ExtraTrees,9601,1067,5,0.049718137830495834,0.1308530569076538,0.00848858617246151,0.9700093865394592,0.16531405225396156
volcanoes-b2,LightGBM,9601,1067,5,0.0516793355345726,0.1364658623933792,0.010586104355752468,0.9681349396705627,0.16451041400432587
volcanoes-b2,LinearModel,9601,1067,5,0.050369761884212494,0.13347944617271423,0.007032569497823715,0.9681349396705627,0.16212605312466621
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05144944041967392,0.13532282412052155,0.007818097248673439,0.9681349396705627,0.16171588376164436
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.0518241822719574,0.13632626831531525,0.005718917120248079,0.9681349396705627,0.1590578854084015
volcanoes-b2,RandomForest,9601,1067,5,0.04962477087974548,0.13450011610984802,0.007732429075986147,0.9700093865394592,0.16595619171857834
volcanoes-b2,XGBoost,9601,1067,5,0.050256337970495224,0.13564632833003998,0.011272581294178963,0.9681349396705627,0.1654721237719059
volcanoes-b5,CatBoost,8990,999,5,0.056934695690870285,0.139926016330719,0.014647100120782852,0.966966986656189,0.15743470564484596
volcanoes-b5,ExtraTrees,8990,999,5,0.05897060036659241,0.14617018401622772,0.011973422951996326,0.965965986251831,0.1586451679468155
volcanoes-b5,LightGBM,8990,999,5,0.05722944065928459,0.14165997505187988,0.014119535684585571,0.9649649858474731,0.15777523070573807
volcanoes-b5,LinearModel,8990,999,5,0.05778323486447334,0.14284247159957886,0.010013613849878311,0.965965986251831,0.15512656420469284
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05778825655579567,0.14361384510993958,0.013115920126438141,0.965965986251831,0.15429534018039703
volcanoes-b5,NeuralNetTorch,8990,999,5,0.0577651672065258,0.14272789657115936,0.011185500770807266,0.9649649858474731,0.15433938428759575
volcanoes-b5,RandomForest,8990,999,5,0.05782005935907364,0.14513689279556274,0.01675543002784252,0.966966986656189,0.15595557168126106
volcanoes-b5,XGBoost,8990,999,5,0.05626226216554642,0.13918092846870422,0.011035037226974964,0.966966986656189,0.15693768113851547
volcanoes-b6,CatBoost,9117,1013,5,0.06412126123905182,0.16604216396808624,0.01341496966779232,0.9595261812210083,0.15785355493426323
volcanoes-b6,ExtraTrees,9117,1013,5,0.06317627429962158,0.16860492527484894,0.011122657917439938,0.9644619822502136,0.15730175748467445
volcanoes-b6,LightGBM,9117,1013,5,0.06519925594329834,0.17095854878425598,0.012765719555318356,0.9595261812210083,0.15908371284604073
volcanoes-b6,LinearModel,9117,1013,5,0.06384021043777466,0.17107655107975006,0.010342655703425407,0.9634748101234436,0.15497907623648643
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06499429792165756,0.1701221466064453,0.016000855714082718,0.9615004658699036,0.15433787554502487
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06575669348239899,0.17648424208164215,0.015911420807242393,0.9624876379966736,0.1571274697780609
volcanoes-b6,RandomForest,9117,1013,5,0.06496318429708481,0.17147766053676605,0.011434566229581833,0.9624876379966736,0.15922142192721367
volcanoes-b6,XGBoost,9117,1013,5,0.06507298350334167,0.17155541479587555,0.01273314282298088,0.9605133533477783,0.15810319781303406
volcanoes-d1,CatBoost,7877,876,5,0.10020245611667633,0.2564343810081482,0.011049010790884495,0.9440639019012451,0.1446026936173439
volcanoes-d1,ExtraTrees,7877,876,5,0.09999217092990875,0.25986164808273315,0.01185506209731102,0.9440639019012451,0.14729222282767296
volcanoes-d1,LightGBM,7877,876,5,0.10002598166465759,0.25282734632492065,0.013902068138122559,0.9440639019012451,0.14797211438417435
volcanoes-d1,LinearModel,7877,876,5,0.10004430264234543,0.2528674602508545,0.019065456464886665,0.9440639019012451,0.14150527119636536
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.0999712347984314,0.2529636323451996,0.014440108090639114,0.9440639019012451,0.1425023376941681
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10007797181606293,0.25779247283935547,0.019696509465575218,0.9440639019012451,0.14575311169028282
volcanoes-d1,RandomForest,7877,876,5,0.1010340228676796,0.2586432993412018,0.010127375833690166,0.9440639019012451,0.148196741938591
volcanoes-d1,XGBoost,7877,876,5,0.09985803067684174,0.2507891356945038,0.015362007543444633,0.9440639019012451,0.14791258051991463
volcanoes-d4,CatBoost,7788,866,5,0.09652938693761826,0.23328028619289398,0.016157563775777817,0.943418025970459,0.14357728883624077
volcanoes-d4,ExtraTrees,7788,866,5,0.09788115322589874,0.2400854378938675,0.011485008522868156,0.943418025970459,0.14316827803850174
volcanoes-d4,LightGBM,7788,866,5,0.09639044851064682,0.23635557293891907,0.016312994062900543,0.943418025970459,0.1444217674434185
volcanoes-d4,LinearModel,7788,866,5,0.09713900834321976,0.23646493256092072,0.021766945719718933,0.943418025970459,0.14247437566518784
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.0984334722161293,0.23890967667102814,0.013049927540123463,0.943418025970459,0.14475716650485992
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09810129553079605,0.24274738132953644,0.012087649665772915,0.943418025970459,0.14374489709734917
volcanoes-d4,RandomForest,7788,866,5,0.09809337556362152,0.24055266380310059,0.010844631120562553,0.943418025970459,0.14393829181790352
volcanoes-d4,XGBoost,7788,866,5,0.09838499128818512,0.2409205436706543,0.007437212858349085,0.943418025970459,0.14590881019830704
volcanoes-e1,CatBoost,1064,119,5,0.16663438081741333,0.40282848477363586,0.05041562020778656,0.8991596698760986,0.05909096077084541
volcanoes-e1,ExtraTrees,1064,119,5,0.16804012656211853,0.38191843032836914,0.05059914290904999,0.8991596698760986,0.059456538408994675
volcanoes-e1,LightGBM,1064,119,5,0.1661924421787262,0.4137445390224457,0.05225061997771263,0.9075630307197571,0.05831446871161461
volcanoes-e1,LinearModel,1064,119,5,0.16502691805362701,0.38875913619995117,0.07303562015295029,0.9075630307197571,0.058940090239048004
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.16337329149246216,0.38569730520248413,0.056020017713308334,0.9075630307197571,0.05747510492801666
volcanoes-e1,NeuralNetTorch,1064,119,5,0.1626293659210205,0.40195411443710327,0.046097882091999054,0.9075630307197571,0.058728981763124466
volcanoes-e1,RandomForest,1064,119,5,0.17367137968540192,0.428171843290329,0.06156327202916145,0.9075630307197571,0.060043156147003174
volcanoes-e1,XGBoost,1064,119,5,0.16723784804344177,0.41901764273643494,0.045278239995241165,0.8991596698760986,0.0601998046040535
volkert,CatBoost,52479,5831,10,0.39565929770469666,0.8460996150970459,0.04153929278254509,0.7075973153114319,1.5988650918006897
volkert,ExtraTrees,52479,5831,10,0.4268239736557007,0.9188644886016846,0.039313904941082,0.6863316893577576,1.4996283873915672
volkert,LightGBM,52479,5831,10,0.3660734295845032,0.7832479476928711,0.03974006697535515,0.7326359152793884,1.5925522409379482
volkert,LinearModel,52479,5831,10,0.5434290766716003,1.1919934749603271,0.0378703735768795,0.5911507606506348,1.6329536512494087
volkert,NeuralNetFastAI,52479,5831,10,0.3630342483520508,0.7800331115722656,0.0682646781206131,0.741553783416748,1.5531632229685783
volkert,NeuralNetTorch,52479,5831,10,0.39122113585472107,0.8358479142189026,0.06232414394617081,0.7166866660118103,1.5799528807401657
volkert,RandomForest,52479,5831,10,0.4272432029247284,0.9234789609909058,0.03843695670366287,0.6880466341972351,1.6066277399659157
volkert,XGBoost,52479,5831,10,0.3859237730503082,0.829677939414978,0.04256649687886238,0.7172011733055115,1.5856312401592731
wall-robot-navigation,CatBoost,4910,546,4,0.007572900038212538,0.04527914151549339,0.04042249545454979,0.9963369965553284,0.07616692036390305
wall-robot-navigation,ExtraTrees,4910,546,4,0.028267156332731247,0.08182454854249954,0.04164249449968338,0.9853479862213135,0.07487939670681953
wall-robot-navigation,LightGBM,4910,546,4,0.0068974606692790985,0.04486517980694771,0.03946090489625931,0.9963369965553284,0.07495131716132164
wall-robot-navigation,LinearModel,4910,546,4,0.3249460458755493,0.5740021467208862,0.0756598636507988,0.7545787692070007,0.09242282807826996
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.05239349231123924,0.12601375579833984,0.05074024200439453,0.9670329689979553,0.08275369182229042
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05506042391061783,0.13333791494369507,0.046561095863580704,0.9597069621086121,0.08113743737339973
wall-robot-navigation,RandomForest,4910,546,4,0.014908881857991219,0.06033787876367569,0.037131067365407944,0.9926739931106567,0.06475429236888885
wall-robot-navigation,XGBoost,4910,546,4,0.00816010870039463,0.046018652617931366,0.03858674690127373,0.9945054650306702,0.07733332738280296
waveform-5000,CatBoost,4500,500,3,0.19962666928768158,0.3455573618412018,0.04274466633796692,0.8479999899864197,0.06602764502167702
waveform-5000,ExtraTrees,4500,500,3,0.21146580576896667,0.35597532987594604,0.05008267983794212,0.8320000171661377,0.06537411361932755
waveform-5000,LightGBM,4500,500,3,0.20344340801239014,0.34959253668785095,0.05008429288864136,0.8479999899864197,0.06632589176297188
waveform-5000,LinearModel,4500,500,3,0.18895046412944794,0.3323938250541687,0.03336060792207718,0.8659999966621399,0.06542281061410904
waveform-5000,NeuralNetFastAI,4500,500,3,0.1844566911458969,0.3168341815471649,0.04848972707986832,0.8659999966621399,0.06570610404014587
waveform-5000,NeuralNetTorch,4500,500,3,0.1793564110994339,0.31122851371765137,0.03584742546081543,0.8679999709129333,0.06549864634871483
waveform-5000,RandomForest,4500,500,3,0.22776614129543304,0.380838543176651,0.032104749232530594,0.8339999914169312,0.06577075272798538
waveform-5000,XGBoost,4500,500,3,0.20455555617809296,0.35237157344818115,0.04210377112030983,0.8539999723434448,0.06645400077104568
wine-quality-red,CatBoost,1439,160,6,0.4450604021549225,0.8250858187675476,0.04506649449467659,0.6812499761581421,0.08905714750289917
wine-quality-red,ExtraTrees,1439,160,6,0.4031458795070648,0.7592537999153137,0.08363046497106552,0.6937500238418579,0.08025014773011208
wine-quality-red,LightGBM,1439,160,6,0.44725197553634644,0.8443970680236816,0.07174167037010193,0.6812499761581421,0.08989252150058746
wine-quality-red,LinearModel,1439,160,6,0.563473105430603,1.0003509521484375,0.06961503624916077,0.5375000238418579,0.08608220145106316
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5281977653503418,0.9450104832649231,0.05887579917907715,0.5874999761581421,0.08492277190089226
wine-quality-red,NeuralNetTorch,1439,160,6,0.5051802396774292,0.9256965517997742,0.06472282856702805,0.6312500238418579,0.08947443589568138
wine-quality-red,RandomForest,1439,160,6,0.4292110502719879,0.817797839641571,0.0808085948228836,0.7124999761581421,0.0869726873934269
wine-quality-red,XGBoost,1439,160,6,0.4540483355522156,0.8622957468032837,0.05799093469977379,0.6812499761581421,0.09056756645441055
wine-quality-white,CatBoost,4408,490,7,0.4019032418727875,0.7737846970558167,0.06947684288024902,0.7142857313156128,0.16526995971798897
wine-quality-white,ExtraTrees,4408,490,7,0.3705075979232788,0.7041627168655396,0.059087686240673065,0.7122448682785034,0.14665212854743004
wine-quality-white,LightGBM,4408,490,7,0.3808649778366089,0.7348846197128296,0.07955420017242432,0.7306122183799744,0.16448889672756195
wine-quality-white,LinearModel,4408,490,7,0.5588436126708984,1.0382503271102905,0.08682698756456375,0.5714285969734192,0.16077398508787155
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5163446664810181,0.9559702277183533,0.05309950187802315,0.6020408272743225,0.1703886054456234
wine-quality-white,NeuralNetTorch,4408,490,7,0.5161644220352173,0.9472707509994507,0.051006585359573364,0.6142857074737549,0.16051825135946274
wine-quality-white,RandomForest,4408,490,7,0.37902042269706726,0.7205556631088257,0.04302340745925903,0.7142857313156128,0.1480947956442833
wine-quality-white,XGBoost,4408,490,7,0.39237746596336365,0.7560610175132751,0.0909782350063324,0.7204081416130066,0.16593771055340767
