dataset,model,cal_size,test_size,n_classes,ETS_brier,ETS_logloss,ETS_ece-15,ETS_accuracy,ETS_time
volcanoes-a4,RandomForest,1363,152,5,0.1358197697714947,0.3138482477889387,0.047115541994571686,0.9013158082962036,0.005004234611988068
volcanoes-a4,XGBoost,1363,152,5,0.13455475495172645,0.32228526041070277,0.045942388474941254,0.9144737124443054,0.007370371371507645
volcanoes-b1,CatBoost,9158,1018,5,0.054230279258432434,0.13925537740508245,0.010451685637235641,0.968565821647644,0.028307504951953888
volcanoes-b1,ExtraTrees,9158,1018,5,0.056299119553880866,0.14546441051468337,0.012922615744173527,0.9636542201042175,0.01932116597890854
volcanoes-b1,LightGBM,9158,1018,5,0.05652521753205535,0.1476281559217704,0.00973855797201395,0.9656188488006592,0.03536722809076309
volcanoes-b1,LinearModel,9158,1018,5,0.054208273571031834,0.1408979628213721,0.00939145963639021,0.968565821647644,0.01929599791765213
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054222618831943535,0.14140850721065376,0.00932629406452179,0.968565821647644,0.01875174790620804
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05501070625349551,0.1429611488436588,0.010375290177762508,0.9675834774971008,0.025232594460248947
volcanoes-b1,RandomForest,9158,1018,5,0.05532151015083835,0.14418695010930746,0.007508168462663889,0.968565821647644,0.029783349484205246
volcanoes-b1,XGBoost,9158,1018,5,0.05482809825029703,0.14354919327398627,0.012732718139886856,0.968565821647644,0.019223369657993317
volcanoes-b2,CatBoost,9601,1067,5,0.050607749779472064,0.1332861494998805,0.009203889407217503,0.9681349396705627,0.022718537598848343
volcanoes-b2,ExtraTrees,9601,1067,5,0.0526740429315485,0.13716469522581481,0.019419996067881584,0.9643861055374146,0.020151689648628235
volcanoes-b2,LightGBM,9601,1067,5,0.052784194766265245,0.13986173236710012,0.012609558179974556,0.9671977758407593,0.031396545469760895
volcanoes-b2,LinearModel,9601,1067,5,0.05117776353020233,0.13527919993672102,0.009671738371253014,0.9700093865394592,0.02067653462290764
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05082678550662761,0.13489531285794557,0.00885563064366579,0.9700093865394592,0.020042985677719116
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05062525515582353,0.1325682436198675,0.010586321353912354,0.9700093865394592,0.02869107946753502
volcanoes-b2,RandomForest,9601,1067,5,0.052704496486110294,0.13778312403420417,0.015683218836784363,0.9643861055374146,0.02019341289997101
volcanoes-b2,XGBoost,9601,1067,5,0.05069085461032622,0.1349433497110302,0.013594802469015121,0.9700093865394592,0.01982569694519043
volcanoes-b5,CatBoost,8990,999,5,0.05558479970826114,0.1368130485916699,0.014608748257160187,0.966966986656189,0.021825134754180908
volcanoes-b5,ExtraTrees,8990,999,5,0.05922573883042575,0.14426734433252378,0.01893754117190838,0.9609609842300415,0.02148403599858284
volcanoes-b5,LightGBM,8990,999,5,0.0575944144019727,0.1418123103649619,0.011195001192390919,0.9619619846343994,0.018833089619874954
volcanoes-b5,LinearModel,8990,999,5,0.05693856505747079,0.14090187425084336,0.01572331227362156,0.9649649858474731,0.019082095474004745
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05703776208821275,0.13925085142004343,0.010406170040369034,0.9649649858474731,0.01887785643339157
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05685270140337374,0.1409669181624445,0.008190195076167583,0.9639639854431152,0.027236003428697586
volcanoes-b5,RandomForest,8990,999,5,0.057804249789408686,0.14183159486594393,0.00830113422125578,0.966966986656189,0.029530320316553116
volcanoes-b5,XGBoost,8990,999,5,0.05525138532143284,0.1415929567599289,0.012454196810722351,0.9679679870605469,0.027127940207719803
volcanoes-b6,CatBoost,9117,1013,5,0.06355644543133494,0.16588464953855078,0.015057126991450787,0.9634748101234436,0.022082258015871048
volcanoes-b6,ExtraTrees,9117,1013,5,0.06361493251204357,0.16638458894848376,0.00940081849694252,0.9624876379966736,0.02218547835946083
volcanoes-b6,LightGBM,9117,1013,5,0.06296373029486255,0.1685353216168489,0.015270678326487541,0.9654491543769836,0.03297876566648483
volcanoes-b6,LinearModel,9117,1013,5,0.0636709522259706,0.16979288069895704,0.012866928242146969,0.9644619822502136,0.019263524562120438
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06305044905523886,0.167209968024594,0.012924948707222939,0.9644619822502136,0.019255220890045166
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06398963164793166,0.17233389060627743,0.01822349615395069,0.9644619822502136,0.030043721199035645
volcanoes-b6,RandomForest,9117,1013,5,0.06397800574940787,0.16601623433014467,0.008134840056300163,0.9624876379966736,0.01934444159269333
volcanoes-b6,XGBoost,9117,1013,5,0.061873417376184195,0.16693959189265534,0.007572466973215342,0.9644619822502136,0.018820490688085556
volcanoes-d1,CatBoost,7877,876,5,0.09983769703295889,0.24933700785286889,0.016017692163586617,0.9440639019012451,0.017123151570558548
volcanoes-d1,ExtraTrees,7877,876,5,0.09990415840410999,0.25375076730508067,0.013007888570427895,0.9440639019012451,0.017044130712747574
volcanoes-d1,LightGBM,7877,876,5,0.10043658092580025,0.25219294899263883,0.007488909177482128,0.9440639019012451,0.016636494547128677
volcanoes-d1,LinearModel,7877,876,5,0.10031171037097343,0.25351071161023925,0.011419137939810753,0.9429223537445068,0.01707850769162178
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.1001249232105716,0.25524724811372845,0.014621328562498093,0.9440639019012451,0.01699937880039215
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09996774076315822,0.25480732072551215,0.014538726769387722,0.9440639019012451,0.014593999832868576
volcanoes-d1,RandomForest,7877,876,5,0.10067588337535717,0.25588114238856824,0.00968543067574501,0.9440639019012451,0.017028674483299255
volcanoes-d1,XGBoost,7877,876,5,0.09966687034103765,0.24951508944518902,0.012828165665268898,0.9440639019012451,0.01523815467953682
volcanoes-d4,CatBoost,7788,866,5,0.09653145809393064,0.23634480943638767,0.019761964678764343,0.943418025970459,0.016627170145511627
volcanoes-d4,ExtraTrees,7788,866,5,0.09785766437149977,0.24015481298127694,0.015406490303575993,0.943418025970459,0.016888868063688278
volcanoes-d4,LightGBM,7788,866,5,0.09777332507025811,0.23910015107562232,0.011992843821644783,0.943418025970459,0.016782715916633606
volcanoes-d4,LinearModel,7788,866,5,0.09597636131389273,0.2353300066233097,0.019206972792744637,0.943418025970459,0.01878853142261505
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09667361372381818,0.23514307547710395,0.012580136768519878,0.943418025970459,0.01683558151125908
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09664941689775693,0.23539130338572806,0.014963769353926182,0.943418025970459,0.023846175521612167
volcanoes-d4,RandomForest,7788,866,5,0.09843633457040367,0.24525410018189708,0.015212895348668098,0.943418025970459,0.016467217355966568
volcanoes-d4,XGBoost,7788,866,5,0.09754483872653683,0.24276401248427884,0.014176667667925358,0.943418025970459,0.0168781578540802
volcanoes-e1,CatBoost,1064,119,5,0.15623761749059495,0.371339748315245,0.03640260547399521,0.9075630307197571,0.004535835236310959
volcanoes-e1,ExtraTrees,1064,119,5,0.15981613276012313,0.37726574780105737,0.039016857743263245,0.9075630307197571,0.004449464380741119
volcanoes-e1,LightGBM,1064,119,5,0.15985691742210156,0.37922265158742885,0.0403478629887104,0.9075630307197571,0.004420377314090729
volcanoes-e1,LinearModel,1064,119,5,0.16768661732798895,0.38634015298075025,0.03881442919373512,0.8991596698760986,0.004980698227882385
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15691429709109997,0.371611044264977,0.03971025347709656,0.9075630307197571,0.00438486784696579
volcanoes-e1,NeuralNetTorch,1064,119,5,0.15906853548285568,0.37717666966743946,0.03985503315925598,0.9075630307197571,0.004349615424871445
volcanoes-e1,RandomForest,1064,119,5,0.16289271232983632,0.39161524983932744,0.041744619607925415,0.9075630307197571,0.004514370113611221
volcanoes-e1,XGBoost,1064,119,5,0.15887935252227334,0.3807151379423342,0.04561299458146095,0.9075630307197571,0.004501719027757645
volkert,CatBoost,52479,5831,10,0.3936050638684454,0.7974400896602971,0.018508730456233025,0.7060538530349731,0.2658890560269356
volkert,ExtraTrees,52479,5831,10,0.43605571257142606,0.894812061441403,0.018330583348870277,0.6736409068107605,0.3351420387625694
volkert,LightGBM,52479,5831,10,0.37007131835279783,0.753984199920831,0.016594160348176956,0.7276625037193298,0.4828818142414093
volkert,LinearModel,52479,5831,10,0.5436826606274323,1.1624638363934368,0.022687077522277832,0.590293288230896,0.271644726395607
volkert,NeuralNetFastAI,52479,5831,10,0.35680166149165227,0.7288543707456767,0.031086338683962822,0.7408677935600281,0.4917651042342186
volkert,NeuralNetTorch,52479,5831,10,0.3844961813316079,0.778153798718918,0.025167664512991905,0.718916118144989,0.21264898404479027
volkert,RandomForest,52479,5831,10,0.43499210521434134,0.9002263857568946,0.015979742631316185,0.6787858009338379,0.33987609297037125
volkert,XGBoost,52479,5831,10,0.3914977718249603,0.7998759451493168,0.020650729537010193,0.7137712240219116,0.18928596749901772
wall-robot-navigation,CatBoost,4910,546,4,0.004727087518960772,0.007336041548645922,0.001844947342760861,0.9963369965553284,0.016362689435482025
wall-robot-navigation,ExtraTrees,4910,546,4,0.024855370650891086,0.04586527422630851,0.007462053559720516,0.9853479862213135,0.01565389707684517
wall-robot-navigation,LightGBM,4910,546,4,0.0071057798761468855,0.012903144865323332,0.006085910834372044,0.9945054650306702,0.01396552100777626
wall-robot-navigation,LinearModel,4910,546,4,0.3728077470764271,0.6704283133862635,0.04875943064689636,0.7106227278709412,0.012159287929534912
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04849178419336682,0.09029383390618592,0.020732110366225243,0.9670329689979553,0.012719560414552689
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05169779945655489,0.09650587188173033,0.015199733898043633,0.9670329689979553,0.016082249581813812
wall-robot-navigation,RandomForest,4910,546,4,0.011572040071107218,0.020434606407505395,0.006567566655576229,0.9926739931106567,0.03580284118652344
wall-robot-navigation,XGBoost,4910,546,4,0.007978644535128329,0.012758112452792373,0.006115660537034273,0.9926739931106567,0.014101013541221619
waveform-5000,CatBoost,4500,500,3,0.1972949658715551,0.3113546922449596,0.026746099814772606,0.8479999899864197,0.010503482073545456
waveform-5000,ExtraTrees,4500,500,3,0.2077282882379016,0.319744074298263,0.03098299354314804,0.8360000252723694,0.016247574239969254
waveform-5000,LightGBM,4500,500,3,0.20087954345481654,0.31461357360070225,0.029240721836686134,0.8519999980926514,0.012829575687646866
waveform-5000,LinearModel,4500,500,3,0.19027806189600413,0.30464337431606453,0.02464183047413826,0.8659999966621399,0.010402008891105652
waveform-5000,NeuralNetFastAI,4500,500,3,0.18161150354909578,0.2835201198974183,0.04167204350233078,0.8600000143051147,0.010345961898565292
waveform-5000,NeuralNetTorch,4500,500,3,0.1817734840744201,0.27964310721131413,0.022913163527846336,0.8619999885559082,0.02068210393190384
waveform-5000,RandomForest,4500,500,3,0.22460841028804232,0.34682213150037056,0.022003360092639923,0.8360000252723694,0.014093160629272461
waveform-5000,XGBoost,4500,500,3,0.20240075822615228,0.32276512399706225,0.025091255083680153,0.8600000143051147,0.010475289076566696
wine-quality-red,CatBoost,1439,160,6,0.43135704399234986,0.8183461210893446,0.10013878345489502,0.706250011920929,0.006657540798187256
wine-quality-red,ExtraTrees,1439,160,6,0.4008477828943815,0.7598415817926645,0.061977777630090714,0.71875,0.009746354073286057
wine-quality-red,LightGBM,1439,160,6,0.43185706482845043,0.8453168419693678,0.07692205160856247,0.6937500238418579,0.0060738734900951385
wine-quality-red,LinearModel,1439,160,6,0.5600341836900464,0.9994276329241781,0.06090467795729637,0.5375000238418579,0.01592881977558136
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5266299246022118,0.9442022049940849,0.08875692635774612,0.59375,0.008723180741071701
wine-quality-red,NeuralNetTorch,1439,160,6,0.4913548062539374,0.9175354053486892,0.07216078788042068,0.6499999761581421,0.006724674254655838
wine-quality-red,RandomForest,1439,160,6,0.42120585323645604,0.8065417074883598,0.04906155914068222,0.7124999761581421,0.01047719269990921
wine-quality-red,XGBoost,1439,160,6,0.4280827523736255,0.8359718838476227,0.0637543797492981,0.706250011920929,0.005865618586540222
wine-quality-white,CatBoost,4408,490,7,0.4009663853518873,0.7647478713920952,0.08892913907766342,0.722449004650116,0.015910591930150986
wine-quality-white,ExtraTrees,4408,490,7,0.373891580931847,0.7466295761796102,0.06436647474765778,0.7102040648460388,0.017372746020555496
wine-quality-white,LightGBM,4408,490,7,0.39074728769613354,0.7533176658252395,0.08384129405021667,0.7122448682785034,0.014012657105922699
wine-quality-white,LinearModel,4408,490,7,0.5699887843208963,1.0834857362401757,0.04437798634171486,0.5612244606018066,0.018417086452245712
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5115536640721547,0.9347810501519923,0.07183076441287994,0.6061224341392517,0.035266827791929245
wine-quality-white,NeuralNetTorch,4408,490,7,0.5062032824452275,0.926210659371878,0.056129299104213715,0.6102041006088257,0.015592779964208603
wine-quality-white,RandomForest,4408,490,7,0.3817612664410886,0.7586822659920667,0.061960309743881226,0.7061224579811096,0.017488744109869003
wine-quality-white,XGBoost,4408,490,7,0.3965879872171621,0.755479233035523,0.07173220068216324,0.699999988079071,0.013884276151657104
