dataset,model,cal_size,test_size,n_classes,Base-model_brier,Base-model_logloss,Base-model_ece-15,Base-model_accuracy,Base-model_time
texture,CatBoost,4950,550,11,0.010739799588918686,0.021374164149165154,0.0062096803449094296,0.9927272796630859,0
texture,ExtraTrees,4950,550,11,0.04125968739390373,0.11094815284013748,0.07441216707229614,0.9872727394104004,0
texture,LightGBM,4950,550,11,0.0059281266294419765,0.014643695205450058,0.004075004253536463,0.996363639831543,0
texture,LinearModel,4950,550,11,0.0071943760849535465,0.011985721066594124,0.00431482819840312,0.9945454597473145,0
texture,NeuralNetFastAI,4950,550,11,0.005545112304389477,0.009419433772563934,0.0035977032966911793,0.996363639831543,0
texture,NeuralNetTorch,4950,550,11,0.003989472985267639,0.006943936459720135,0.0021322129759937525,0.9981818199157715,0
texture,RandomForest,4950,550,11,0.045117463916540146,0.11075272411108017,0.06666696816682816,0.9818181991577148,0
texture,XGBoost,4950,550,11,0.013630134053528309,0.028004948049783707,0.006258145906031132,0.9909090995788574,0
vehicle,CatBoost,761,85,4,0.2726607024669647,0.46212539076805115,0.10316671431064606,0.7764706015586853,0
vehicle,ExtraTrees,761,85,4,0.27365413308143616,0.48370975255966187,0.0973333790898323,0.7882353067398071,0
vehicle,LightGBM,761,85,4,0.2629249691963196,0.4343847930431366,0.1058318093419075,0.8352941274642944,0
vehicle,LinearModel,761,85,4,0.2130529284477234,0.33483973145484924,0.056532904505729675,0.8352941274642944,0
vehicle,NeuralNetFastAI,761,85,4,0.17283418774604797,0.3082399368286133,0.05927252396941185,0.8941176533699036,0
vehicle,NeuralNetTorch,761,85,4,0.1765599250793457,0.302423357963562,0.06799815595149994,0.8588235378265381,0
vehicle,RandomForest,761,85,4,0.27062511444091797,0.4659219980239868,0.08545103669166565,0.7647058963775635,0
vehicle,XGBoost,761,85,4,0.2658536434173584,0.4670933783054352,0.09484246373176575,0.8117647171020508,0
volcanoes-a2,CatBoost,1460,163,5,0.11187984049320221,0.23845019936561584,0.04382365196943283,0.9018405079841614,0
volcanoes-a2,ExtraTrees,1460,163,5,0.11402454227209091,0.25087395310401917,0.044713281095027924,0.907975435256958,0
volcanoes-a2,LightGBM,1460,163,5,0.1103590875864029,0.23733869194984436,0.062135059386491776,0.9141104221343994,0
volcanoes-a2,LinearModel,1460,163,5,0.10983514785766602,0.23651015758514404,0.05209380388259888,0.9263803958892822,0
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10905540734529495,0.2369878590106964,0.049166206270456314,0.9141104221343994,0
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10962802171707153,0.2349173128604889,0.033217959105968475,0.9202454090118408,0
volcanoes-a2,RandomForest,1460,163,5,0.11388839781284332,0.24302271008491516,0.05629926174879074,0.9202454090118408,0
volcanoes-a2,XGBoost,1460,163,5,0.1099340170621872,0.24661041796207428,0.05174099653959274,0.9263803958892822,0
volcanoes-a3,CatBoost,1368,153,5,0.14161454141139984,0.30122625827789307,0.07494807243347168,0.9084967374801636,0
volcanoes-a3,ExtraTrees,1368,153,5,0.13817767798900604,0.2955144941806793,0.059824518859386444,0.9019607901573181,0
volcanoes-a3,LightGBM,1368,153,5,0.14069238305091858,0.29766353964805603,0.057824213057756424,0.8954248428344727,0
volcanoes-a3,LinearModel,1368,153,5,0.14301343262195587,0.3130474388599396,0.049274057149887085,0.8888888955116272,0
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14290134608745575,0.3137195110321045,0.03728552907705307,0.8954248428344727,0
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14061039686203003,0.3037271499633789,0.045266687870025635,0.9019607901573181,0
volcanoes-a3,RandomForest,1368,153,5,0.13951800763607025,0.3003023564815521,0.05066772922873497,0.8954248428344727,0
volcanoes-a3,XGBoost,1368,153,5,0.1456272006034851,0.3119451701641083,0.062307607382535934,0.8888888955116272,0
volcanoes-a4,CatBoost,1363,152,5,0.13145111501216888,0.308389276266098,0.04217884689569473,0.9078947305679321,0
volcanoes-a4,ExtraTrees,1363,152,5,0.13475263118743896,0.3068455755710602,0.04523403197526932,0.9078947305679321,0
volcanoes-a4,LightGBM,1363,152,5,0.13154661655426025,0.2993946969509125,0.05039322376251221,0.9144737124443054,0
volcanoes-a4,LinearModel,1363,152,5,0.1302136927843094,0.2996542155742645,0.03116476722061634,0.9013158082962036,0
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13105785846710205,0.3007713854312897,0.04255985468626022,0.9013158082962036,0
volcanoes-a4,NeuralNetTorch,1363,152,5,0.1307096630334854,0.29627254605293274,0.04750346392393112,0.9144737124443054,0
volcanoes-a4,RandomForest,1363,152,5,0.1356944441795349,0.31321266293525696,0.046250127255916595,0.9013158082962036,0
volcanoes-a4,XGBoost,1363,152,5,0.13374988734722137,0.31957656145095825,0.044170916080474854,0.9144737124443054,0
volcanoes-b1,CatBoost,9158,1018,5,0.05416524410247803,0.1388363540172577,0.004722091369330883,0.968565821647644,0
volcanoes-b1,ExtraTrees,9158,1018,5,0.05629274994134903,0.14540399610996246,0.012513730674982071,0.9636542201042175,0
volcanoes-b1,LightGBM,9158,1018,5,0.05663182586431503,0.14797431230545044,0.011385752819478512,0.9656188488006592,0
volcanoes-b1,LinearModel,9158,1018,5,0.05414004996418953,0.1406657099723816,0.006547518540173769,0.968565821647644,0
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.05419709160923958,0.14139537513256073,0.00960561353713274,0.968565821647644,0
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05499909818172455,0.1430494487285614,0.010797264985740185,0.9675834774971008,0
volcanoes-b1,RandomForest,9158,1018,5,0.05542990565299988,0.14482398331165314,0.0076222773641347885,0.968565821647644,0
volcanoes-b1,XGBoost,9158,1018,5,0.05480189248919487,0.1434166133403778,0.011708172969520092,0.968565821647644,0
volcanoes-b2,CatBoost,9601,1067,5,0.0505715049803257,0.13294003903865814,0.008269904181361198,0.9681349396705627,0
volcanoes-b2,ExtraTrees,9601,1067,5,0.052629463374614716,0.13660643994808197,0.017277678474783897,0.9643861055374146,0
volcanoes-b2,LightGBM,9601,1067,5,0.052905768156051636,0.14016102254390717,0.012545650824904442,0.9671977758407593,0
volcanoes-b2,LinearModel,9601,1067,5,0.0511687695980072,0.13524304330348969,0.010555259883403778,0.9700093865394592,0
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05079568549990654,0.1348297894001007,0.009291116148233414,0.9700093865394592,0
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.050672948360443115,0.13295525312423706,0.008652761578559875,0.9700093865394592,0
volcanoes-b2,RandomForest,9601,1067,5,0.0526745431125164,0.1373484879732132,0.015122534707188606,0.9643861055374146,0
volcanoes-b2,XGBoost,9601,1067,5,0.050657548010349274,0.1347128301858902,0.013056266121566296,0.9700093865394592,0
volcanoes-b5,CatBoost,8990,999,5,0.05559621378779411,0.13625939190387726,0.011649754829704762,0.966966986656189,0
volcanoes-b5,ExtraTrees,8990,999,5,0.059281446039676666,0.14344239234924316,0.017586098983883858,0.9609609842300415,0
volcanoes-b5,LightGBM,8990,999,5,0.05758461356163025,0.1419777274131775,0.012228363193571568,0.9619619846343994,0
volcanoes-b5,LinearModel,8990,999,5,0.05697944015264511,0.14055897295475006,0.011123615317046642,0.9649649858474731,0
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05701957270503044,0.1394037902355194,0.008781354874372482,0.9649649858474731,0
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05686230957508087,0.1409151405096054,0.0076960171572864056,0.9639639854431152,0
volcanoes-b5,RandomForest,8990,999,5,0.05781851336359978,0.14161698520183563,0.009064892306923866,0.966966986656189,0
volcanoes-b5,XGBoost,8990,999,5,0.05521698296070099,0.14120212197303772,0.011331281624734402,0.9679679870605469,0
volcanoes-b6,CatBoost,9117,1013,5,0.06348638981580734,0.166484996676445,0.017002105712890625,0.9634748101234436,0
volcanoes-b6,ExtraTrees,9117,1013,5,0.06352053582668304,0.16631798446178436,0.0069593871012330055,0.9624876379966736,0
volcanoes-b6,LightGBM,9117,1013,5,0.06318766623735428,0.16827382147312164,0.013555859215557575,0.9654491543769836,0
volcanoes-b6,LinearModel,9117,1013,5,0.06359077244997025,0.17053698003292084,0.012470020912587643,0.9644619822502136,0
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06296296417713165,0.16792292892932892,0.013635065406560898,0.9644619822502136,0
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06417820602655411,0.17257627844810486,0.018348490819334984,0.9644619822502136,0
volcanoes-b6,RandomForest,9117,1013,5,0.06392130255699158,0.1660640388727188,0.007972314953804016,0.9624876379966736,0
volcanoes-b6,XGBoost,9117,1013,5,0.06184478849172592,0.16706573963165283,0.008827950805425644,0.9644619822502136,0
volcanoes-d1,CatBoost,7877,876,5,0.09984403103590012,0.24941442906856537,0.016098380088806152,0.9440639019012451,0
volcanoes-d1,ExtraTrees,7877,876,5,0.09992652386426926,0.2540280818939209,0.013811304233968258,0.9440639019012451,0
volcanoes-d1,LightGBM,7877,876,5,0.10046558082103729,0.2524697482585907,0.012358414009213448,0.9440639019012451,0
volcanoes-d1,LinearModel,7877,876,5,0.10036586970090866,0.25407174229621887,0.010635380633175373,0.9429223537445068,0
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10013505071401596,0.25559499859809875,0.012267456389963627,0.9440639019012451,0
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09996909648180008,0.2548552453517914,0.015093304216861725,0.9440639019012451,0
volcanoes-d1,RandomForest,7877,876,5,0.10071054846048355,0.256218284368515,0.010291079059243202,0.9440639019012451,0
volcanoes-d1,XGBoost,7877,876,5,0.09966309368610382,0.24948185682296753,0.012911012396216393,0.9440639019012451,0
volcanoes-d4,CatBoost,7788,866,5,0.09659845381975174,0.23647360503673553,0.018404357135295868,0.943418025970459,0
volcanoes-d4,ExtraTrees,7788,866,5,0.09794563055038452,0.240274578332901,0.016552042216062546,0.943418025970459,0
volcanoes-d4,LightGBM,7788,866,5,0.09787861257791519,0.23920606076717377,0.01225725095719099,0.943418025970459,0
volcanoes-d4,LinearModel,7788,866,5,0.09616243094205856,0.23555146157741547,0.01641550101339817,0.943418025970459,0
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09677623212337494,0.23540914058685303,0.014315429143607616,0.943418025970459,0
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09656309336423874,0.2351783663034439,0.012549781240522861,0.943418025970459,0
volcanoes-d4,RandomForest,7788,866,5,0.09854822605848312,0.24536168575286865,0.01618444174528122,0.943418025970459,0
volcanoes-d4,XGBoost,7788,866,5,0.09756284952163696,0.242763951420784,0.013527982868254185,0.943418025970459,0
volcanoes-e1,CatBoost,1064,119,5,0.15647706389427185,0.37269094586372375,0.038300592452287674,0.9075630307197571,0
volcanoes-e1,ExtraTrees,1064,119,5,0.16020473837852478,0.3790743947029114,0.031872790306806564,0.9075630307197571,0
volcanoes-e1,LightGBM,1064,119,5,0.16017016768455505,0.38107267022132874,0.04135389253497124,0.9075630307197571,0
volcanoes-e1,LinearModel,1064,119,5,0.16882115602493286,0.39187195897102356,0.04712624102830887,0.8991596698760986,0
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15770231187343597,0.3760569393634796,0.06531284004449844,0.9075630307197571,0
volcanoes-e1,NeuralNetTorch,1064,119,5,0.1583690196275711,0.37382128834724426,0.03764289245009422,0.9075630307197571,0
volcanoes-e1,RandomForest,1064,119,5,0.16308781504631042,0.39292630553245544,0.043651849031448364,0.9075630307197571,0
volcanoes-e1,XGBoost,1064,119,5,0.159083291888237,0.38166606426239014,0.03303806111216545,0.9075630307197571,0
volkert,CatBoost,52479,5831,10,0.3937377333641052,0.7969939708709717,0.018585000187158585,0.7060538530349731,0
volkert,ExtraTrees,52479,5831,10,0.45348384976387024,0.9515268206596375,0.10346833616495132,0.6736409068107605,0
volkert,LightGBM,52479,5831,10,0.37055689096450806,0.7552553415298462,0.018474264070391655,0.7276625037193298,0
volkert,LinearModel,52479,5831,10,0.5437261462211609,1.1620315313339233,0.02343081869184971,0.590293288230896,0
volkert,NeuralNetFastAI,52479,5831,10,0.35562819242477417,0.7199799418449402,0.018280761316418648,0.7408677935600281,0
volkert,NeuralNetTorch,52479,5831,10,0.3838987648487091,0.7749224305152893,0.01431029662489891,0.718916118144989,0
volkert,RandomForest,52479,5831,10,0.4491107165813446,0.9446018934249878,0.09337788075208664,0.6787858009338379,0
volkert,XGBoost,52479,5831,10,0.39550015330314636,0.8101552128791809,0.045731980353593826,0.7137712240219116,0
wall-robot-navigation,CatBoost,4910,546,4,0.004787532612681389,0.007810019887983799,0.004747466649860144,0.9963369965553284,0
wall-robot-navigation,ExtraTrees,4910,546,4,0.029887063428759575,0.06890392303466797,0.03570767119526863,0.9853479862213135,0
wall-robot-navigation,LightGBM,4910,546,4,0.007598300464451313,0.011349381878972054,0.004307393450289965,0.9945054650306702,0
wall-robot-navigation,LinearModel,4910,546,4,0.3727354109287262,0.6715089678764343,0.05111861228942871,0.7106227278709412,0
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04737396910786629,0.08665312081575394,0.01880892924964428,0.9670329689979553,0
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05191392824053764,0.09639453887939453,0.014297286048531532,0.9670329689979553,0
wall-robot-navigation,RandomForest,4910,546,4,0.009901545941829681,0.01678658090531826,0.006837130524218082,0.9926739931106567,0
wall-robot-navigation,XGBoost,4910,546,4,0.008224786259233952,0.01258149929344654,0.006947784218937159,0.9926739931106567,0
waveform-5000,CatBoost,4500,500,3,0.19799579679965973,0.31173887848854065,0.03647828847169876,0.8479999899864197,0
waveform-5000,ExtraTrees,4500,500,3,0.2252400517463684,0.3745970129966736,0.09481998533010483,0.8360000252723694,0
waveform-5000,LightGBM,4500,500,3,0.20135672390460968,0.3151423931121826,0.02901703119277954,0.8519999980926514,0
waveform-5000,LinearModel,4500,500,3,0.1911337971687317,0.3057458698749542,0.0221876073628664,0.8659999966621399,0
waveform-5000,NeuralNetFastAI,4500,500,3,0.18245713412761688,0.28305816650390625,0.0366041362285614,0.8600000143051147,0
waveform-5000,NeuralNetTorch,4500,500,3,0.1813693642616272,0.27973872423171997,0.028662024065852165,0.8619999885559082,0
waveform-5000,RandomForest,4500,500,3,0.23213455080986023,0.37567490339279175,0.06259804219007492,0.8360000252723694,0
waveform-5000,XGBoost,4500,500,3,0.20341390371322632,0.32348015904426575,0.027851607650518417,0.8600000143051147,0
wine-quality-red,CatBoost,1439,160,6,0.43306416273117065,0.8276117444038391,0.09974651038646698,0.706250011920929,0
wine-quality-red,ExtraTrees,1439,160,6,0.4029935896396637,0.75648432970047,0.059958409518003464,0.71875,0
wine-quality-red,LightGBM,1439,160,6,0.43168726563453674,0.8524411916732788,0.07428877800703049,0.6937500238418579,0
wine-quality-red,LinearModel,1439,160,6,0.5617860555648804,1.014269471168518,0.07672340422868729,0.5375000238418579,0
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5261818170547485,0.9421170353889465,0.08321664482355118,0.59375,0
wine-quality-red,NeuralNetTorch,1439,160,6,0.4916275441646576,0.9218921661376953,0.06494889408349991,0.6499999761581421,0
wine-quality-red,RandomForest,1439,160,6,0.42413130402565,0.799859881401062,0.06379164010286331,0.7124999761581421,0
wine-quality-red,XGBoost,1439,160,6,0.42838549613952637,0.8388578295707703,0.08286526799201965,0.706250011920929,0
wine-quality-white,CatBoost,4408,490,7,0.3997022211551666,0.759804904460907,0.04971426725387573,0.722449004650116,0
wine-quality-white,ExtraTrees,4408,490,7,0.38216662406921387,0.7581056356430054,0.07885386049747467,0.7102040648460388,0
wine-quality-white,LightGBM,4408,490,7,0.3893195390701294,0.749079704284668,0.06326223164796829,0.7122448682785034,0
wine-quality-white,LinearModel,4408,490,7,0.5698769688606262,1.0862315893173218,0.045689649879932404,0.5612244606018066,0
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5095685124397278,0.9308988451957703,0.04053863137960434,0.6061224341392517,0
wine-quality-white,NeuralNetTorch,4408,490,7,0.5037646293640137,0.9204909205436707,0.06278376281261444,0.6102041006088257,0
wine-quality-white,RandomForest,4408,490,7,0.38666269183158875,0.7636460661888123,0.06339485198259354,0.7061224579811096,0
wine-quality-white,XGBoost,4408,490,7,0.39508065581321716,0.7485674619674683,0.06795697659254074,0.699999988079071,0
