dataset,model,cal_size,test_size,n_classes,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
artificial-characters,NeuralNetFastAI,9196,1022,10,0.36198686571448696,0.6067813299803424,0.0366806834936142,0.7074363827705383,3.013585701584816
artificial-characters,NeuralNetTorch,9196,1022,10,0.3494018956359642,0.5935148408375895,0.03729666396975517,0.7172211408615112,2.341627884656191
artificial-characters,RandomForest,9196,1022,10,0.07678784395285707,0.18320500793849967,0.021283894777297974,0.9549902081489563,0.270917646586895
artificial-characters,XGBoost,9196,1022,10,0.07624743286804354,0.17611784626602361,0.05740587040781975,0.9618395566940308,3.2131903246045113
autoUniv-au6-750,CatBoost,675,75,8,0.8456134202792513,1.9787793935978277,0.12053447961807251,0.2266666740179062,0.04336529225111008
autoUniv-au6-750,ExtraTrees,675,75,8,0.8376668553043813,1.96745380964811,0.10574605315923691,0.25333333015441895,0.041583143174648285
autoUniv-au6-750,LightGBM,675,75,8,0.8053873311847785,1.8756120245003267,0.1157451793551445,0.3733333349227905,0.04487075284123421
autoUniv-au6-750,LinearModel,675,75,8,0.8502535814674057,1.9941811518386297,0.034545451402664185,0.2266666740179062,0.036487750709056854
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8520262381247444,1.992807247622611,0.020044228062033653,0.2266666740179062,0.041093915700912476
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8559013470091944,2.003178735452798,0.08617972582578659,0.1733333319425583,0.042384978383779526
autoUniv-au6-750,RandomForest,675,75,8,0.7849447160403162,1.8268486735478298,0.06372670084238052,0.3333333432674408,0.04740790277719498
autoUniv-au6-750,XGBoost,675,75,8,0.8166360219568857,1.926555177027771,0.13471724092960358,0.3733333349227905,0.046642135828733444
autoUniv-au7-1100,CatBoost,990,110,5,0.7213881497328696,1.387239504160162,0.10545268654823303,0.41818180680274963,0.054722532629966736
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7448978301662168,1.4411228532454146,0.12837907671928406,0.4272727370262146,0.054413989186286926
autoUniv-au7-1100,LightGBM,990,110,5,0.7110025431920282,1.3799978075569879,0.08981882035732269,0.4363636374473572,0.05110014230012894
autoUniv-au7-1100,LinearModel,990,110,5,0.7743544061222294,1.5400696775151541,0.12255433201789856,0.3545454442501068,0.05091085657477379
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7392142684905596,1.43793243432339,0.09655991196632385,0.3909091055393219,0.05295789614319801
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.7288930888134437,1.425007174194024,0.02762122079730034,0.3636363744735718,0.054719988256692886
autoUniv-au7-1100,RandomForest,990,110,5,0.7149709836502808,1.3953263385619132,0.07281515747308731,0.3909091055393219,0.05257587507367134
autoUniv-au7-1100,XGBoost,990,110,5,0.7021704100380028,1.3531262064613025,0.09182249009609222,0.40909090638160706,0.05307464674115181
autoUniv-au7-700,CatBoost,630,70,3,0.560229535171025,0.9441354977148114,0.15435311198234558,0.5,0.01855599880218506
autoUniv-au7-700,ExtraTrees,630,70,3,0.5523377879193277,0.9257235156381538,0.17005211114883423,0.4285714328289032,0.01878095418214798
autoUniv-au7-700,LightGBM,630,70,3,0.533037025687769,0.8826374244143003,0.09472242742776871,0.4714285731315613,0.01893862709403038
autoUniv-au7-700,LinearModel,630,70,3,0.6730777126932167,1.1094842061449701,0.08732739090919495,0.4000000059604645,0.012738477438688278
autoUniv-au7-700,NeuralNetFastAI,630,70,3,0.6210731472143038,1.0389405306125319,0.09313169866800308,0.5142857432365417,0.016237609088420868
autoUniv-au7-700,NeuralNetTorch,630,70,3,0.6331501588364615,1.0521546758202367,0.09578347206115723,0.4571428596973419,0.017719987779855728
autoUniv-au7-700,RandomForest,630,70,3,0.5390295692732471,0.8861493567757011,0.1397576630115509,0.44285714626312256,0.018681112676858902
autoUniv-au7-700,XGBoost,630,70,3,0.5441461169680748,0.8996322389622577,0.11852289736270905,0.48571428656578064,0.018548548221588135
balance-scale,CatBoost,562,63,3,0.05437527909846812,0.1276732855441808,0.07267991453409195,0.9682539701461792,0.03981354460120201
balance-scale,ExtraTrees,562,63,3,0.13010135429793895,0.2762374619654338,0.13843141496181488,0.8888888955116272,0.032361745834350586
balance-scale,LightGBM,562,63,3,0.06858047747518468,0.13639683987543055,0.06205916777253151,0.9682539701461792,0.02960607409477234
balance-scale,LinearModel,562,63,3,0.08033171063826691,0.16894577970080196,0.05803985148668289,0.9523809552192688,0.03653382137417793
balance-scale,NeuralNetFastAI,562,63,3,0.019060723713219138,0.049796595340469,0.041492968797683716,1.0,0.023575570434331894
balance-scale,NeuralNetTorch,562,63,3,0.0071879557700832005,0.030687462543033547,0.027775123715400696,1.0,0.015247106552124023
balance-scale,RandomForest,562,63,3,0.13229918897029233,0.2800263862754113,0.1302642822265625,0.8888888955116272,0.025996889919042587
balance-scale,XGBoost,562,63,3,0.0434511162995149,0.10826504520523281,0.08753186464309692,1.0,0.030108671635389328
baseball,CatBoost,1206,134,3,0.08201824163479125,0.15448434001754294,0.04590240493416786,0.9328358173370361,0.09963313117623329
baseball,ExtraTrees,1206,134,3,0.07962318460051548,0.1552591868381281,0.05216318741440773,0.9477611780166626,0.017756186425685883
baseball,LightGBM,1206,134,3,0.07498601846664997,0.14895213787373515,0.0389334037899971,0.9477611780166626,0.10542459785938263
baseball,LinearModel,1206,134,3,0.07488136833449235,0.1506814830927862,0.056162748485803604,0.9477611780166626,0.09740161523222923
baseball,NeuralNetFastAI,1206,134,3,0.07686833587557781,0.14368622006392603,0.04679372161626816,0.9477611780166626,0.09247752651572227
baseball,NeuralNetTorch,1206,134,3,0.08772407090244175,0.16374054118936662,0.03989807516336441,0.9402984976768494,0.08307776600122452
baseball,RandomForest,1206,134,3,0.0784600591361504,0.15224087047765908,0.041733138263225555,0.9626865386962891,0.03222140669822693
baseball,XGBoost,1206,134,3,0.07770263749548231,0.14951986095039133,0.051863815635442734,0.9477611780166626,0.06543158739805222
car,CatBoost,1555,173,4,0.004685289754880075,0.021309354201133824,0.019557125866413116,1.0,0.15655798837542534
car,ExtraTrees,1555,173,4,0.01631966066215887,0.04554885098304187,0.024187235161662102,0.9884393215179443,0.029728911817073822
car,LightGBM,1555,173,4,0.0017721286941087264,0.015060156122449597,0.014439347200095654,1.0,0.06469273567199707
car,LinearModel,1555,173,4,0.08091244305477364,0.13654269355772622,0.050018858164548874,0.9248554706573486,0.0785486213862896
car,NeuralNetFastAI,1555,173,4,0.0068501707527774845,0.0247070132175911,0.015830988064408302,0.9942196607589722,0.21843694522976875
car,NeuralNetTorch,1555,173,4,0.02080134302924769,0.04519984553452567,0.03022807091474533,0.9884393215179443,0.027928050607442856
car,RandomForest,1555,173,4,0.03002683311116397,0.06579639794655624,0.02155667170882225,0.9826589822769165,0.01892268657684326
car,XGBoost,1555,173,4,0.0013828873762354544,0.01528449913804264,0.014840563759207726,1.0,0.11457759514451027
cardiotocography,CatBoost,1913,213,10,0.0037372066269247472,0.029154111158306063,0.027056552469730377,1.0,0.6859851516783237
cardiotocography,ExtraTrees,1913,213,10,3.0318810173999178e-05,0.0052346063606296825,0.005222022533416748,1.0,0.004831038415431976
cardiotocography,LightGBM,1913,213,10,0.008115815312035606,0.03835700732716937,0.027196019887924194,0.9953051805496216,0.4956798367202282
cardiotocography,LinearModel,1913,213,10,0.005841717822939721,0.03260453816805994,0.02904585748910904,1.0,0.39501677080988884
cardiotocography,NeuralNetFastAI,1913,213,10,0.0120799708992491,0.027668740223669074,0.007176135201007128,0.98591548204422,0.0038309916853904724
cardiotocography,NeuralNetTorch,1913,213,10,3.0318810173999178e-05,0.0052346063606296825,0.005222022533416748,1.0,0.003843255341053009
cardiotocography,RandomForest,1913,213,10,0.0013408124976291877,0.009258202603050825,0.0084766186773777,1.0,0.006430331617593765
cardiotocography,XGBoost,1913,213,10,0.005189234897524425,0.030837036571589354,0.0278032124042511,1.0,0.7465376295149326
cmc,CatBoost,1325,148,3,0.5028584676661306,0.8470166677323334,0.07701300084590912,0.6013513803482056,0.03579479455947876
cmc,ExtraTrees,1325,148,3,0.5053920283406024,0.8562501100129511,0.07594379037618637,0.5945945978164673,0.0332656055688858
cmc,LightGBM,1325,148,3,0.5240503048573668,0.8814494635077571,0.050170063972473145,0.5472972989082336,0.03600529208779335
cmc,LinearModel,1325,148,3,0.523915700768105,0.8754025138144305,0.08798432350158691,0.6081081032752991,0.0367002859711647
cmc,NeuralNetFastAI,1325,148,3,0.5038487888252521,0.8490282154309011,0.07802475243806839,0.6081081032752991,0.03452307730913162
cmc,NeuralNetTorch,1325,148,3,0.5014510566348258,0.8488705419607621,0.08949238061904907,0.6283783912658691,0.03595392405986786
cmc,RandomForest,1325,148,3,0.5060938600701628,0.851817472519968,0.07917916774749756,0.6148648858070374,0.03611321747303009
cmc,XGBoost,1325,148,3,0.5041707085143278,0.8566584500492442,0.11371149122714996,0.5675675868988037,0.03636132553219795
cnae-9,CatBoost,972,108,9,0.07777160749419305,0.2074743689144415,0.07601167261600494,0.9629629850387573,0.30035175010561943
cnae-9,ExtraTrees,972,108,9,0.07763233200782568,0.20324090267454298,0.09813641756772995,0.9722222089767456,0.1054982841014862
cnae-9,LightGBM,972,108,9,0.0625494656446245,0.17238987125385896,0.07529272884130478,0.9629629850387573,0.3111788332462311
cnae-9,LinearModel,972,108,9,0.07162073103108337,0.175820072394475,0.0728313997387886,0.9629629850387573,0.2870532423257828
cnae-9,NeuralNetFastAI,972,108,9,0.061168761013843005,0.16477048282358087,0.07666386663913727,0.9629629850387573,0.30933213979005814
cnae-9,NeuralNetTorch,972,108,9,0.06699019364083689,0.1731095622864179,0.07641396671533585,0.9629629850387573,0.18248723447322845
cnae-9,RandomForest,972,108,9,0.08527942134111155,0.2234011291645792,0.09758926928043365,0.9537037014961243,0.10819152370095253
cnae-9,XGBoost,972,108,9,0.0865625546201634,0.21867631561658077,0.08135053515434265,0.9351851940155029,0.3069976605474949
collins,CatBoost,900,100,30,0.8130245566496851,2.1748408341921346,0.06011338531970978,0.3100000023841858,0.7284213230013847
collins,ExtraTrees,900,100,30,0.8345722350994916,2.225823882831952,0.06200525909662247,0.25999999046325684,0.5065222941339016
collins,LightGBM,900,100,30,0.8191847720591177,2.193509898954514,0.09060421586036682,0.3199999928474426,0.707724254578352
collins,LinearModel,900,100,30,0.8176839894017988,2.223153393945584,0.07425422966480255,0.3199999928474426,0.6503561325371265
collins,NeuralNetFastAI,900,100,30,0.8131997273138316,2.184652924609164,0.05258436128497124,0.30000001192092896,0.7448340021073818
collins,NeuralNetTorch,900,100,30,0.7930847046278694,2.1157726545323134,0.07532205432653427,0.30000001192092896,0.7502109929919243
collins,RandomForest,900,100,30,0.8419532521653604,2.2829976658784763,0.08506462723016739,0.25999999046325684,0.49207525700330734
collins,XGBoost,900,100,30,0.8484673308129368,2.3210105991675745,0.06806614995002747,0.2199999988079071,0.6659081391990185
connect-4,CatBoost,60801,6756,3,0.17835009274373603,0.32074293256258163,0.016084523871541023,0.8732978105545044,10.34852123633027
connect-4,ExtraTrees,60801,6756,3,0.2510760425115736,0.4537197435806328,0.014993876218795776,0.8228241801261902,2.3236979506909847
connect-4,LightGBM,60801,6756,3,0.17810657339864033,0.3210330297238105,0.017719607800245285,0.8728537559509277,9.4881586804986
connect-4,LinearModel,60801,6756,3,0.3347480739733668,0.5944658593143187,0.013514548540115356,0.7568087577819824,2.5316340774297714
connect-4,NeuralNetFastAI,60801,6756,3,0.16727860159131722,0.3011375978347064,0.020324941724538803,0.8830668926239014,8.544426567852497
connect-4,NeuralNetTorch,60801,6756,3,0.1751583135995687,0.3141559567223468,0.024124475196003914,0.8774423003196716,7.436149932444096
connect-4,RandomForest,60801,6756,3,0.2616297841817757,0.4744794282668301,0.01549158152192831,0.8164594173431396,3.369385827332735
connect-4,XGBoost,60801,6756,3,0.17893988493799026,0.32184350630054476,0.01583920791745186,0.8722617030143738,10.139466218650341
dilbert,CatBoost,9000,1000,5,0.023960907309913335,0.047173490618378264,0.008273736573755741,0.984000027179718,2.086269538849592
dilbert,ExtraTrees,9000,1000,5,0.04001838340879287,0.07958025968306533,0.01705891266465187,0.972000002861023,0.46150581911206245
dilbert,LightGBM,9000,1000,5,0.01127744991151484,0.024705500055208603,0.0049249860458076,0.9940000176429749,0.8166300877928734
dilbert,LinearModel,9000,1000,5,0.09193447591440215,0.16997702475882095,0.02626797743141651,0.9390000104904175,0.3964157924056053
dilbert,NeuralNetFastAI,9000,1000,5,0.021653322747965182,0.04517649469517148,0.019836848601698875,0.9900000095367432,1.2039708979427814
dilbert,NeuralNetTorch,9000,1000,5,0.01506976410622016,0.03735250243283334,0.020671885460615158,0.9900000095367432,1.8863965310156345
dilbert,RandomForest,9000,1000,5,0.06587894930090311,0.12593668700129163,0.018455365672707558,0.9580000042915344,0.38672981783747673
dilbert,XGBoost,9000,1000,5,0.019518970943616792,0.040903786200986704,0.007055859547108412,0.9869999885559082,1.9267880581319332
dna,CatBoost,2867,319,3,0.06353061497946366,0.12082594426775695,0.027063272893428802,0.9561128616333008,0.21450848877429962
dna,ExtraTrees,2867,319,3,0.08208345281707714,0.16129569433326785,0.03392285108566284,0.9529780745506287,0.058966014534235
dna,LightGBM,2867,319,3,0.06776397696029185,0.12910838947085396,0.02794725075364113,0.9561128616333008,0.21277722716331482
dna,LinearModel,2867,319,3,0.12026235323211532,0.2253516333422154,0.041364867240190506,0.931034505367279,0.08259313181042671
dna,NeuralNetFastAI,2867,319,3,0.07972306564288324,0.15559037184182362,0.035994093865156174,0.9467084407806396,0.20225810259580612
dna,NeuralNetTorch,2867,319,3,0.08374269281952869,0.1545606614960795,0.023171620443463326,0.9404388666152954,0.203907061368227
dna,RandomForest,2867,319,3,0.09323794100082872,0.1707770522731421,0.03845418989658356,0.9404388666152954,0.0592544786632061
dna,XGBoost,2867,319,3,0.06252846406930165,0.12155337555068264,0.01845821738243103,0.962382435798645,0.2203461416065693
eucalyptus,CatBoost,662,74,5,0.415048824328423,0.7157929523186403,0.07421712577342987,0.662162184715271,0.08206739276647568
eucalyptus,ExtraTrees,662,74,5,0.37725353134333106,0.6574356219304395,0.09838490933179855,0.7027027010917664,0.035664938390254974
eucalyptus,LightGBM,662,74,5,0.37963376527314424,0.6656470047475872,0.13130906224250793,0.6756756901741028,0.08009873703122139
eucalyptus,LinearModel,662,74,5,0.44253614378247963,0.7651654875588312,0.06910582631826401,0.662162184715271,0.07166281342506409
eucalyptus,NeuralNetFastAI,662,74,5,0.40652919347876676,0.6779970914751404,0.1376323699951172,0.7162162065505981,0.07824655622243881
eucalyptus,NeuralNetTorch,662,74,5,0.4235070776691452,0.6923971556650372,0.045396145433187485,0.6486486196517944,0.0762464590370655
eucalyptus,RandomForest,662,74,5,0.4033733537662801,0.6931089314603682,0.11121926456689835,0.6756756901741028,0.03886500373482704
eucalyptus,XGBoost,662,74,5,0.41747541448933917,0.7288552091613625,0.09624909609556198,0.662162184715271,0.07874500006437302
eye_movements,CatBoost,9842,1094,3,0.35398124093301747,0.5984421999928348,0.031300876289606094,0.7340036630630493,0.33841218426823616
eye_movements,ExtraTrees,9842,1094,3,0.318764168573367,0.5453061809467914,0.04115482419729233,0.7760511636734009,0.09630775824189186
eye_movements,LightGBM,9842,1094,3,0.2792615252703613,0.48369020011872316,0.039701756089925766,0.8089579343795776,0.40428149327635765
eye_movements,LinearModel,9842,1094,3,0.5655132952601881,0.9196144765816929,0.029313500970602036,0.5027422308921814,0.17524638772010803
eye_movements,NeuralNetFastAI,9842,1094,3,0.4337370043029245,0.7208443465085442,0.03891027718782425,0.6709323525428772,0.240987878292799
eye_movements,NeuralNetTorch,9842,1094,3,0.4174485786292039,0.6963352164630531,0.062456898391246796,0.6837294101715088,0.2611410655081272
eye_movements,RandomForest,9842,1094,3,0.37976545248471727,0.6408538957820706,0.02531607821583748,0.7157221436500549,0.07381562516093254
eye_movements,XGBoost,9842,1094,3,0.31900123697136284,0.5457154878339908,0.031666532158851624,0.7678244709968567,0.3719108775258064
fabert,CatBoost,7413,824,7,0.3494438484593264,0.7070965014684005,0.053252194076776505,0.7390776872634888,0.8838676661252975
fabert,ExtraTrees,7413,824,7,0.3699482855104002,0.7304835807545176,0.051561228930950165,0.7026699185371399,0.5162472240626812
fabert,LightGBM,7413,824,7,0.35429915312313376,0.7042592714577324,0.04550767317414284,0.7208737730979919,0.9978556036949158
fabert,LinearModel,7413,824,7,0.4812908350623343,1.0035139024441164,0.08170568943023682,0.6298543810844421,0.3632671535015106
fabert,NeuralNetFastAI,7413,824,7,0.3838003004945116,0.7789613971587301,0.042237572371959686,0.7172330021858215,0.9128936380147934
fabert,NeuralNetTorch,7413,824,7,0.4154691971073958,0.8442740146250138,0.08318944275379181,0.7026699185371399,0.7716442942619324
fabert,RandomForest,7413,824,7,0.37898269094276,0.7522290018046901,0.04639429599046707,0.708737850189209,0.47240909188985825
fabert,XGBoost,7413,824,7,0.3589621743789909,0.7392730920410416,0.0381428562104702,0.7233009934425354,0.8344275951385498
first-order-theorem-proving,CatBoost,5506,612,6,0.5057826954246196,1.042311522511462,0.05817965045571327,0.6225489974021912,0.34601907059550285
