dataset,model,cal_size,test_size,n_classes,Hist-quantile_brier,Hist-quantile_logloss,Hist-quantile_ece-15,Hist-quantile_accuracy,Hist-quantile_time
volcanoes-a4,LinearModel,1363,152,5,0.13654523735548077,0.30520307776611394,0.034570809453725815,0.9013158082962036,0.0032075298950076103
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13342089347826075,0.2992618379632254,0.03122660517692566,0.9013158082962036,0.003059281036257744
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13590304505177273,0.3165605195235543,0.03567033261060715,0.9013158082962036,0.0031510451808571815
volcanoes-a4,RandomForest,1363,152,5,0.13548793699516332,0.31719181868625873,0.02144426852464676,0.9013158082962036,0.003162659704685211
volcanoes-a4,XGBoost,1363,152,5,0.145806486929659,1.1879622356249244,0.04503354802727699,0.9013158082962036,0.003139343112707138
volcanoes-b1,CatBoost,9158,1018,5,0.06642251628413125,0.1611479091570646,0.012736685574054718,0.9626718759536743,0.007543426938354969
volcanoes-b1,ExtraTrees,9158,1018,5,0.06614938674855181,0.22915188797559655,0.006848946213722229,0.9626718759536743,0.007565885782241821
volcanoes-b1,LightGBM,9158,1018,5,0.06699049002903365,0.22813590474083573,0.017033128067851067,0.9626718759536743,0.007397674955427647
volcanoes-b1,LinearModel,9158,1018,5,0.0657159019212845,0.22130606911277453,0.004846914205700159,0.9626718759536743,0.007333533838391304
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.06600417212699389,0.22572898449550102,0.007564399391412735,0.9626718759536743,0.007440718822181225
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.06584734761949665,0.22657645195429776,0.011218400672078133,0.9626718759536743,0.007521786727011204
volcanoes-b1,RandomForest,9158,1018,5,0.06560865575393454,0.22586293346495975,0.0038991617038846016,0.9626718759536743,0.007447109557688236
volcanoes-b1,XGBoost,9158,1018,5,0.06667767258280534,0.16976159682030037,0.0041644275188446045,0.9626718759536743,0.0074881985783576965
volcanoes-b2,CatBoost,9601,1067,5,0.062110316274839254,0.2134622875093985,0.005779416300356388,0.9643861055374146,0.007821495644748211
volcanoes-b2,ExtraTrees,9601,1067,5,0.06161456875143122,0.15116280701668033,0.006294206716120243,0.9643861055374146,0.007760568521916866
volcanoes-b2,LightGBM,9601,1067,5,0.062237911904473794,0.15486815317480496,0.006967942696064711,0.9643861055374146,0.007731427438557148
volcanoes-b2,LinearModel,9601,1067,5,0.06163956102826923,0.21127703361155584,0.0045116618275642395,0.9643861055374146,0.007651337422430515
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.06179495897188855,0.32828265640329646,0.002310854382812977,0.9643861055374146,0.007925506681203842
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.061699403608667,0.26717115520341,0.0013748883502557874,0.9643861055374146,0.007658875547349453
volcanoes-b2,RandomForest,9601,1067,5,0.062142807784961784,0.32973770000332886,0.005187130533158779,0.9643861055374146,0.0077383387833833694
volcanoes-b2,XGBoost,9601,1067,5,0.06207519354949286,0.26928363358300345,0.010155972093343735,0.9643861055374146,0.007732992060482502
volcanoes-b5,CatBoost,8990,999,5,0.06687336939628048,0.15884489465205687,0.013667972758412361,0.9609609842300415,0.007385320961475372
volcanoes-b5,ExtraTrees,8990,999,5,0.0665352682562952,0.15829944270580568,0.00774329574778676,0.9609609842300415,0.007536597549915314
volcanoes-b5,LightGBM,8990,999,5,0.06622005533754166,0.1559393657188949,0.009724942035973072,0.9609609842300415,0.0090461615473032
volcanoes-b5,LinearModel,8990,999,5,0.06554136245472245,0.15285522617365738,0.010327698662877083,0.9609609842300415,0.007475296035408974
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.065925947558302,0.21701958942776325,0.005453126505017281,0.9609609842300415,0.007601538673043251
volcanoes-b5,NeuralNetTorch,8990,999,5,0.06527460156567622,0.28148286910252196,0.009118366986513138,0.9609609842300415,0.00735385250300169
volcanoes-b5,RandomForest,8990,999,5,0.0672488642890088,0.15886645781762226,0.005885421298444271,0.9609609842300415,0.00738936010748148
volcanoes-b5,XGBoost,8990,999,5,0.06717107842425611,0.16649514497861362,0.010770173743367195,0.9609609842300415,0.007454846985638142
volcanoes-b6,CatBoost,9117,1013,5,0.068864470532823,0.23922573929775226,0.013402538374066353,0.9624876379966736,0.007622919976711273
volcanoes-b6,ExtraTrees,9117,1013,5,0.06851439377330562,0.24057007762394828,0.009725560434162617,0.9624876379966736,0.007554628886282444
volcanoes-b6,LightGBM,9117,1013,5,0.06881374610187733,0.4249444190707062,0.011511421762406826,0.9624876379966736,0.007508705370128155
volcanoes-b6,LinearModel,9117,1013,5,0.06909824800819267,0.24104251328090706,0.013305248692631721,0.9624876379966736,0.007481987588107586
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.0691066979897872,0.30151335660027845,0.012460293248295784,0.9624876379966736,0.007663187570869923
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.0690126884115619,0.17921527094631107,0.01315227523446083,0.9624876379966736,0.007491526193916798
volcanoes-b6,RandomForest,9117,1013,5,0.06889971121059593,0.36561533205620195,0.010665671899914742,0.9624876379966736,0.007336892187595367
volcanoes-b6,XGBoost,9117,1013,5,0.06799042543642764,0.2390240458058062,0.006708784494549036,0.9624876379966736,0.007448763586580753
volcanoes-d1,CatBoost,7877,876,5,0.10026845572439082,0.2551301394822229,0.01309896819293499,0.9440639019012451,0.006852330639958382
volcanoes-d1,ExtraTrees,7877,876,5,0.10032750069993361,0.33010549170262976,0.012665696442127228,0.9440639019012451,0.006797219626605511
volcanoes-d1,LightGBM,7877,876,5,0.10038886112582537,0.39875069806004426,0.014263881370425224,0.9440639019012451,0.006924591027200222
volcanoes-d1,LinearModel,7877,876,5,0.09992319266201512,0.3206477927010205,0.009444855153560638,0.9440639019012451,0.006957964040338993
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10005032130463742,0.2550445978443193,0.010058337822556496,0.9440639019012451,0.006959391757845879
volcanoes-d1,NeuralNetTorch,7877,876,5,0.10045120164999874,0.2557477348146792,0.009895523078739643,0.9440639019012451,0.006811712868511677
volcanoes-d1,RandomForest,7877,876,5,0.10067731166887797,0.475705479281836,0.011396747082471848,0.9440639019012451,0.006932181306183338
volcanoes-d1,XGBoost,7877,876,5,0.10014812426013327,0.32825727333083143,0.012563817203044891,0.9440639019012451,0.006812197156250477
volcanoes-d4,CatBoost,7788,866,5,0.09927647894729762,0.24701667923209988,0.006282801739871502,0.943418025970459,0.006811405532062054
volcanoes-d4,ExtraTrees,7788,866,5,0.0984781029468416,0.24564090164259444,0.012258471921086311,0.943418025970459,0.0067658806219697
volcanoes-d4,LightGBM,7788,866,5,0.09820273717127874,0.24232459100990575,0.009859001263976097,0.943418025970459,0.006726463325321674
volcanoes-d4,LinearModel,7788,866,5,0.0991538150411419,0.24427854099518986,0.013241279870271683,0.943418025970459,0.006734040565788746
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09844768300369033,0.2392135393871463,0.011806660331785679,0.943418025970459,0.006946324370801449
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09896425537709605,0.31272093002514223,0.012209316715598106,0.943418025970459,0.006797122769057751
volcanoes-d4,RandomForest,7788,866,5,0.09865799042256135,0.24234698093430654,0.008388137444853783,0.943418025970459,0.00672277994453907
volcanoes-d4,XGBoost,7788,866,5,0.09940808008968068,0.24707022747476387,0.007455627899616957,0.943418025970459,0.006786595098674297
volcanoes-e1,CatBoost,1064,119,5,0.16234226094012877,0.9169398049407491,0.03926561772823334,0.9075630307197571,0.0029938779771327972
volcanoes-e1,ExtraTrees,1064,119,5,0.16461358261651046,1.4589826608199394,0.04231678694486618,0.9075630307197571,0.0028969235718250275
volcanoes-e1,LightGBM,1064,119,5,0.1696978767918629,1.4824800096700739,0.04021703451871872,0.9075630307197571,0.003013046458363533
volcanoes-e1,LinearModel,1064,119,5,0.1645984727128358,0.9129296559948825,0.05725523456931114,0.9075630307197571,0.00306067056953907
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.1613657804998042,1.4619090820011746,0.03416001424193382,0.9075630307197571,0.0029847463592886925
volcanoes-e1,NeuralNetTorch,1064,119,5,0.1657202357413496,2.0042127577311177,0.038520559668540955,0.9075630307197571,0.0029806140810251236
volcanoes-e1,RandomForest,1064,119,5,0.17157301475117595,2.566508724463021,0.051735468208789825,0.9075630307197571,0.002916133962571621
volcanoes-e1,XGBoost,1064,119,5,0.16832289971942982,1.487833999891339,0.03534071519970894,0.9075630307197571,0.0030074063688516617
volkert,CatBoost,52479,5831,10,0.41774759668256317,0.8520474224819158,0.024322420358657837,0.6870176792144775,0.053921669721603394
volkert,ExtraTrees,52479,5831,10,0.45383485160598763,0.9326268133560804,0.01999368518590927,0.6611216068267822,0.05204420443624258
volkert,LightGBM,52479,5831,10,0.3938633826425871,0.8106462422745538,0.0230430755764246,0.7065683603286743,0.05233110301196575
volkert,LinearModel,52479,5831,10,0.5569527512791089,1.1915017363609675,0.015762126073241234,0.5746870040893555,0.05322620738297701
volkert,NeuralNetFastAI,52479,5831,10,0.38276229922601196,0.7796391721916818,0.05741318315267563,0.7266334891319275,0.052472444251179695
volkert,NeuralNetTorch,52479,5831,10,0.4084696817772859,0.8266095329351737,0.042152393609285355,0.7009089589118958,0.05279218126088381
volkert,RandomForest,52479,5831,10,0.45663394224732295,0.9375628718571067,0.020268453285098076,0.6604356169700623,0.05221458710730076
volkert,XGBoost,52479,5831,10,0.4118849508708472,0.841510178950027,0.02301652915775776,0.6928485631942749,0.052554503083229065
wall-robot-navigation,CatBoost,4910,546,4,0.05093693042281948,0.10349261966837603,0.028171705082058907,0.9798534512519836,0.0041661337018013
wall-robot-navigation,ExtraTrees,4910,546,4,0.053660474650986695,0.08896511743227481,0.02968473732471466,0.9780219793319702,0.0037866057828068733
wall-robot-navigation,LightGBM,4910,546,4,0.0459462342875914,0.09125341462666726,0.031798020005226135,0.9816849827766418,0.004094296135008335
wall-robot-navigation,LinearModel,4910,546,4,0.35907696620855034,0.6201849574401234,0.04185822233557701,0.7271062135696411,0.004006925038993359
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.07550135703647073,0.13090104931671231,0.045652590692043304,0.9688644409179688,0.004104170016944408
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.07564946989125286,0.13642201582283106,0.03925939276814461,0.9670329689979553,0.0038867145776748657
wall-robot-navigation,RandomForest,4910,546,4,0.08477731864719773,0.16025610198013915,0.044694431126117706,0.9597069621086121,0.003403153270483017
wall-robot-navigation,XGBoost,4910,546,4,0.04638198137928869,0.08379976699829812,0.03923788294196129,0.9835164546966553,0.003968355245888233
waveform-5000,CatBoost,4500,500,3,0.19272039889638637,0.30495580824495583,0.029083166271448135,0.8560000061988831,0.003015877678990364
waveform-5000,ExtraTrees,4500,500,3,0.20972199697837623,0.32104793187006736,0.04286622256040573,0.8379999995231628,0.002924085594713688
waveform-5000,LightGBM,4500,500,3,0.19628495394858628,0.3109098641185076,0.027782097458839417,0.8659999966621399,0.0031071612611413
waveform-5000,LinearModel,4500,500,3,0.1936366959239586,0.31276208523529875,0.01600624807178974,0.871999979019165,0.0031145429238677025
waveform-5000,NeuralNetFastAI,4500,500,3,0.1869534497588792,0.29511911655414086,0.030367067083716393,0.871999979019165,0.0030956435948610306
waveform-5000,NeuralNetTorch,4500,500,3,0.18707878697180894,0.29200960425684436,0.03486282378435135,0.8759999871253967,0.003043373115360737
waveform-5000,RandomForest,4500,500,3,0.2315785240559302,0.3554518673762037,0.027388447895646095,0.828000009059906,0.0029762322083115578
waveform-5000,XGBoost,4500,500,3,0.20487468272035897,0.32710752638612073,0.03045342117547989,0.8500000238418579,0.003000614233314991
wine-quality-red,CatBoost,1439,160,6,0.44963817360003977,1.245781771184574,0.10332885384559631,0.699999988079071,0.003799295052886009
wine-quality-red,ExtraTrees,1439,160,6,0.40887825745676326,1.1851245937949253,0.059364669024944305,0.7124999761581421,0.003717091865837574
wine-quality-red,LightGBM,1439,160,6,0.4345523046033479,0.8539497260760062,0.0552915520966053,0.6937500238418579,0.0038102716207504272
wine-quality-red,LinearModel,1439,160,6,0.5711472640603961,1.0117123321804933,0.11744704097509384,0.512499988079071,0.00385489035397768
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5373259578129773,1.3646248130903733,0.1134030818939209,0.574999988079071,0.003779054619371891
wine-quality-red,NeuralNetTorch,1439,160,6,0.4918171412800622,1.302370821172694,0.09171266108751297,0.668749988079071,0.0038251494988799095
wine-quality-red,RandomForest,1439,160,6,0.42984400488837304,0.8218961627039919,0.043793074786663055,0.699999988079071,0.0037343520671129227
wine-quality-red,XGBoost,1439,160,6,0.4356527250705781,1.2593188979398529,0.07293905317783356,0.6937500238418579,0.003903496079146862
wine-quality-white,CatBoost,4408,490,7,0.415013597300602,1.050376992481077,0.05359696224331856,0.6918367147445679,0.006607620976865292
wine-quality-white,ExtraTrees,4408,490,7,0.38126675949932604,0.7335568306722974,0.04824927821755409,0.7102040648460388,0.006544502452015877
wine-quality-white,LightGBM,4408,490,7,0.38961921076074396,1.1291989662028792,0.078730508685112,0.704081654548645,0.006741931661963463
wine-quality-white,LinearModel,4408,490,7,0.5688613148504421,1.0708225985070876,0.055734507739543915,0.5673469305038452,0.006897992454469204
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5135614952218034,1.201705068769435,0.05126655846834183,0.6204081773757935,0.006694888696074486
wine-quality-white,NeuralNetTorch,4408,490,7,0.510255848429041,0.9283075572020505,0.054665181785821915,0.6224489808082581,0.006719083525240421
wine-quality-white,RandomForest,4408,490,7,0.3910046550050316,0.7534037613585857,0.05431459844112396,0.699999988079071,0.006443943828344345
wine-quality-white,XGBoost,4408,490,7,0.40362607251645827,1.1539966437213558,0.07638388127088547,0.6877551078796387,0.006682010367512703
