dataset,model,cal_size,test_size,n_classes,SVS_brier,SVS_logloss,SVS_ece-15,SVS_accuracy,SVS_time
page-blocks,XGBoost,4925,548,5,0.04082544520497322,0.08338392525911331,0.005137025844305754,0.974452555179596,0.05800789315253496
pendigits,CatBoost,9892,1100,10,0.005319045856595039,0.010410258546471596,0.005693925078958273,0.9972727298736572,0.14379535149782896
pendigits,ExtraTrees,9892,1100,10,0.009199135936796665,0.017773669213056564,0.0050358581356704235,0.9945454597473145,0.12652557343244553
pendigits,LightGBM,9892,1100,10,0.007509971037507057,0.01507925521582365,0.0049817548133432865,0.996363639831543,0.1300436221063137
pendigits,LinearModel,9892,1100,10,0.07071299850940704,0.14691554009914398,0.02152206376194954,0.9581817984580994,0.17781700659543276
pendigits,NeuralNetFastAI,9892,1100,10,0.004784480202943087,0.010665555484592915,0.003847030457109213,0.9981818199157715,0.13111780490726233
pendigits,NeuralNetTorch,9892,1100,10,0.00399424834176898,0.008508110418915749,0.00528268376365304,0.996363639831543,0.13558812718838453
pendigits,RandomForest,9892,1100,10,0.015759235247969627,0.028548074886202812,0.009586738422513008,0.9900000095367432,0.13041000720113516
pendigits,XGBoost,9892,1100,10,0.010819368995726109,0.02089093066751957,0.004310350399464369,0.9927272796630859,0.13029668666422367
robert,CatBoost,9000,1000,10,0.5926628708839417,1.3047353029251099,0.05240035057067871,0.5509999990463257,0.14119563158601522
robert,ExtraTrees,9000,1000,10,0.6650806069374084,1.5237631797790527,0.05242031067609787,0.46799999475479126,0.1626914357766509
robert,LightGBM,9000,1000,10,0.5695136785507202,1.2500993013381958,0.04130535572767258,0.5569999814033508,0.14003181736916304
robert,LinearModel,9000,1000,10,0.7790573835372925,1.8417690992355347,0.07971232384443283,0.36500000953674316,0.16746667865663767
robert,NeuralNetFastAI,9000,1000,10,0.6580184102058411,1.4794169664382935,0.04342730715870857,0.47699999809265137,0.14905701018869877
robert,NeuralNetTorch,9000,1000,10,0.6480689644813538,1.4671248197555542,0.04548921436071396,0.492000013589859,0.15809101145714521
robert,RandomForest,9000,1000,10,0.6699644923210144,1.540618658065796,0.040115028619766235,0.4729999899864197,0.19746153987944126
robert,XGBoost,9000,1000,10,0.6046357750892639,1.3396333456039429,0.038444098085165024,0.5249999761581421,0.1415376327931881
satimage,CatBoost,5787,643,6,0.11579307913780212,0.20388208329677582,0.0174708254635334,0.917573869228363,0.11841954849660397
satimage,ExtraTrees,5787,643,6,0.11848463863134384,0.21064753830432892,0.018415965139865875,0.9113530516624451,0.09696851205080748
satimage,LightGBM,5787,643,6,0.11866728216409683,0.20928195118904114,0.014803293161094189,0.9160186648368835,0.07109371293336153
satimage,LinearModel,5787,643,6,0.18839995563030243,0.33587178587913513,0.034455571323633194,0.858475923538208,0.0732526034116745
satimage,NeuralNetFastAI,5787,643,6,0.10936613380908966,0.18635119497776031,0.01921272836625576,0.920684278011322,0.08649138174951077
satimage,NeuralNetTorch,5787,643,6,0.11280503869056702,0.19279803335666656,0.022736411541700363,0.9191290736198425,0.07056973315775394
satimage,RandomForest,5787,643,6,0.12207301706075668,0.22034184634685516,0.021002626046538353,0.917573869228363,0.09470356535166502
satimage,XGBoost,5787,643,6,0.1149539053440094,0.21491067111492157,0.021009525284171104,0.9253499507904053,0.086464106105268
segment,CatBoost,2079,231,7,0.030921293422579765,0.07860951870679855,0.01711883768439293,0.9870129823684692,0.03642045706510544
segment,ExtraTrees,2079,231,7,0.028308356180787086,0.08246718347072601,0.01214978750795126,0.9826839566230774,0.037462650798261166
segment,LightGBM,2079,231,7,0.03678322583436966,0.08920794725418091,0.016986582428216934,0.9783549904823303,0.0338497394695878
segment,LinearModel,2079,231,7,0.04625552520155907,0.09833666682243347,0.026782535016536713,0.9783549904823303,0.033149843104183674
segment,NeuralNetFastAI,2079,231,7,0.03246164694428444,0.06773374229669571,0.025400439277291298,0.9870129823684692,0.044205048121511936
segment,NeuralNetTorch,2079,231,7,0.03134653717279434,0.06385699659585953,0.033991739153862,0.9913420081138611,0.031070866622030735
segment,RandomForest,2079,231,7,0.03192250058054924,0.08990348130464554,0.011502648703753948,0.9783549904823303,0.0342545323073864
segment,XGBoost,2079,231,7,0.04039333015680313,0.09518670290708542,0.015388251282274723,0.9783549904823303,0.036199647933244705
semeion,CatBoost,1433,160,10,0.09668378531932831,0.20019745826721191,0.0335378497838974,0.9375,0.026550428941845894
semeion,ExtraTrees,1433,160,10,0.156587153673172,0.38801121711730957,0.0316118560731411,0.887499988079071,0.029610619880259037
semeion,LightGBM,1433,160,10,0.1276131123304367,0.27530065178871155,0.060174569487571716,0.9125000238418579,0.030040421523153782
semeion,LinearModel,1433,160,10,0.1354338377714157,0.2734222114086151,0.055011145770549774,0.9125000238418579,0.03088918700814247
semeion,NeuralNetFastAI,1433,160,10,0.10095299780368805,0.1911909580230713,0.05916820093989372,0.918749988079071,0.029600067995488644
semeion,NeuralNetTorch,1433,160,10,0.1040753722190857,0.20389971137046814,0.05958353355526924,0.925000011920929,0.029523498378694057
semeion,RandomForest,1433,160,10,0.1626463234424591,0.39407777786254883,0.05961450934410095,0.8812500238418579,0.03975082095712423
semeion,XGBoost,1433,160,10,0.13315072655677795,0.2844145894050598,0.049888934940099716,0.90625,0.02970160823315382
soybean,CatBoost,614,69,19,0.09844082593917847,0.17642056941986084,0.06417679786682129,0.95652174949646,0.012792456895112991
soybean,ExtraTrees,614,69,19,0.09842953830957413,0.1608227640390396,0.06096944957971573,0.9420289993286133,0.02086273767054081
soybean,LightGBM,614,69,19,0.0703912302851677,0.1211404949426651,0.030557777732610703,0.95652174949646,0.012841543182730675
soybean,LinearModel,614,69,19,0.12308640778064728,0.24331147968769073,0.053618401288986206,0.9275362491607666,0.014128711074590683
soybean,NeuralNetFastAI,614,69,19,0.10124927759170532,0.16853244602680206,0.047619543969631195,0.9275362491607666,0.010844718664884567
soybean,NeuralNetTorch,614,69,19,0.11434854567050934,0.1886454075574875,0.0692249983549118,0.9420289993286133,0.010738836601376534
soybean,RandomForest,614,69,19,0.11129004508256912,0.18578128516674042,0.054656922817230225,0.9275362491607666,0.014758705161511898
soybean,XGBoost,614,69,19,0.09641759097576141,0.1850762814283371,0.04753783345222473,0.9420289993286133,0.011963379569351673
splice,CatBoost,2871,319,3,0.057342104613780975,0.10889646410942078,0.020585671067237854,0.962382435798645,0.028484269976615906
splice,ExtraTrees,2871,319,3,0.0838395208120346,0.14977319538593292,0.025511056184768677,0.9404388666152954,0.026474383659660816
splice,LightGBM,2871,319,3,0.06218801811337471,0.11864253878593445,0.01983981765806675,0.962382435798645,0.028513584285974503
splice,LinearModel,2871,319,3,0.09306319057941437,0.18508997559547424,0.028232775628566742,0.9435736536979675,0.03301347233355045
splice,NeuralNetFastAI,2871,319,3,0.05581778660416603,0.10840220749378204,0.014623521827161312,0.9592476487159729,0.02851984743028879
splice,NeuralNetTorch,2871,319,3,0.06542885303497314,0.12482134252786636,0.024942368268966675,0.9561128616333008,0.024696514010429382
splice,RandomForest,2871,319,3,0.0832485482096672,0.14493590593338013,0.028954677283763885,0.9373040795326233,0.029842045158147812
splice,XGBoost,2871,319,3,0.05365245044231415,0.1000882238149643,0.016124475747346878,0.9655172228813171,0.028773799538612366
steel-plates-fault,CatBoost,1746,195,7,0.23793800175189972,0.4592509865760803,0.08627167344093323,0.8102564215660095,0.05846693925559521
steel-plates-fault,ExtraTrees,1746,195,7,0.25767573714256287,0.48522448539733887,0.0444449782371521,0.8153846263885498,0.0406523859128356
steel-plates-fault,LightGBM,1746,195,7,0.24252407252788544,0.4792846739292145,0.04059891775250435,0.8256410360336304,0.04418298602104187
steel-plates-fault,LinearModel,1746,195,7,0.3523673117160797,0.6786614060401917,0.05918101221323013,0.7538461685180664,0.03862942103296518
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3054582178592682,0.5782553553581238,0.08183000236749649,0.7846153974533081,0.04279449116438627
steel-plates-fault,NeuralNetTorch,1746,195,7,0.33076047897338867,0.6058646440505981,0.08520816266536713,0.728205144405365,0.04231511149555445
steel-plates-fault,RandomForest,1746,195,7,0.2521487772464752,0.48952150344848633,0.05666597932577133,0.8153846263885498,0.04680861532688141
steel-plates-fault,XGBoost,1746,195,7,0.24101018905639648,0.48015308380126953,0.05941168963909149,0.8307692408561707,0.04838145803660154
synthetic_control,CatBoost,540,60,6,0.0024463431909680367,0.010387257672846317,0.009466579183936119,1.0,0.01373123936355114
synthetic_control,ExtraTrees,540,60,6,0.002323245396837592,0.009652441367506981,0.008958015590906143,1.0,0.013608913868665695
synthetic_control,LightGBM,540,60,6,4.090760194230825e-05,0.002062069019302726,0.002050638198852539,1.0,0.011552451178431511
synthetic_control,LinearModel,540,60,6,0.00044414776493795216,0.007086317520588636,0.006948391906917095,1.0,0.01351388730108738
synthetic_control,NeuralNetFastAI,540,60,6,7.264885789481923e-05,0.0022127688862383366,0.0021904706954956055,1.0,0.011896017007529736
synthetic_control,NeuralNetTorch,540,60,6,0.009534970857203007,0.021592553704977036,0.018524406477808952,1.0,0.01163682620972395
synthetic_control,RandomForest,540,60,6,0.004140838049352169,0.017920156940817833,0.016647078096866608,1.0,0.013548465445637703
synthetic_control,XGBoost,540,60,6,0.013810466974973679,0.029165687039494514,0.020832670852541924,0.9833333492279053,0.01584119349718094
texture,CatBoost,4950,550,11,0.010840659961104393,0.02082188054919243,0.005663987249135971,0.9927272796630859,0.06978475116193295
texture,ExtraTrees,4950,550,11,0.020263828337192535,0.036277007311582565,0.012062610127031803,0.9854545593261719,0.09062880650162697
texture,LightGBM,4950,550,11,0.005941695533692837,0.013815704733133316,0.004229103215038776,0.996363639831543,0.06854849215596914
texture,LinearModel,4950,550,11,0.007314440794289112,0.012491898611187935,0.0035538102965801954,0.9945454597473145,0.06831664219498634
texture,NeuralNetFastAI,4950,550,11,0.006197502836585045,0.015254114754498005,0.0036575421690940857,0.996363639831543,0.06506779789924622
texture,NeuralNetTorch,4950,550,11,0.003635845147073269,0.02053030952811241,0.001689314842224121,0.9981818199157715,0.06616789102554321
texture,RandomForest,4950,550,11,0.027748188003897667,0.04891343042254448,0.011961637996137142,0.9818181991577148,0.0708675542846322
texture,XGBoost,4950,550,11,0.014073866419494152,0.028020408004522324,0.00863309483975172,0.9909090995788574,0.07714563980698586
vehicle,CatBoost,761,85,4,0.26945167779922485,0.4436938464641571,0.08196164667606354,0.7764706015586853,0.02473739441484213
vehicle,ExtraTrees,761,85,4,0.2590567469596863,0.44569629430770874,0.07012978196144104,0.7764706015586853,0.019262704998254776
vehicle,LightGBM,761,85,4,0.2603725790977478,0.42479050159454346,0.07664558291435242,0.8235294222831726,0.023927897214889526
vehicle,LinearModel,761,85,4,0.2123771458864212,0.33835095167160034,0.09851192682981491,0.8352941274642944,0.017412932589650154
vehicle,NeuralNetFastAI,761,85,4,0.17396588623523712,0.3021102547645569,0.06014183163642883,0.8941176533699036,0.018016020767390728
vehicle,NeuralNetTorch,761,85,4,0.17707465589046478,0.3002462387084961,0.08948799967765808,0.8588235378265381,0.02321636490523815
vehicle,RandomForest,761,85,4,0.26566749811172485,0.4458664357662201,0.06133176386356354,0.7764706015586853,0.022400224581360817
vehicle,XGBoost,761,85,4,0.26715490221977234,0.45715704560279846,0.06164894253015518,0.8117647171020508,0.023906652815639973
volcanoes-a2,CatBoost,1460,163,5,0.11128706485033035,0.23561030626296997,0.05341368913650513,0.9018405079841614,0.033224573358893394
volcanoes-a2,ExtraTrees,1460,163,5,0.11246723681688309,0.24406510591506958,0.05456041917204857,0.9263803958892822,0.030094562098383904
volcanoes-a2,LightGBM,1460,163,5,0.10808958858251572,0.23163945972919464,0.0562334880232811,0.9202454090118408,0.03604361694306135
volcanoes-a2,LinearModel,1460,163,5,0.10981769114732742,0.23670291900634766,0.05451913923025131,0.9263803958892822,0.02371882926672697
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.10868663340806961,0.23393216729164124,0.041879575699567795,0.9141104221343994,0.031189972534775734
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10990981012582779,0.23503847420215607,0.03363051638007164,0.9202454090118408,0.026965185068547726
volcanoes-a2,RandomForest,1460,163,5,0.1138419434428215,0.24469485878944397,0.05822731554508209,0.9202454090118408,0.03310847841203213
volcanoes-a2,XGBoost,1460,163,5,0.10877449810504913,0.24196940660476685,0.03686540946364403,0.9263803958892822,0.030654868111014366
volcanoes-a3,CatBoost,1368,153,5,0.1415053755044937,0.30303671956062317,0.06970245391130447,0.9084967374801636,0.025794551707804203
volcanoes-a3,ExtraTrees,1368,153,5,0.13818606734275818,0.29497241973876953,0.0521254725754261,0.8954248428344727,0.028900916688144207
volcanoes-a3,LightGBM,1368,153,5,0.13989463448524475,0.29509517550468445,0.05328064784407616,0.8954248428344727,0.028752618469297886
volcanoes-a3,LinearModel,1368,153,5,0.1428721696138382,0.3126862645149231,0.04684504121541977,0.8888888955116272,0.032184185460209846
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1430601179599762,0.31401756405830383,0.0379670076072216,0.8954248428344727,0.02869831584393978
volcanoes-a3,NeuralNetTorch,1368,153,5,0.13952557742595673,0.3004548251628876,0.046539902687072754,0.8954248428344727,0.02481571026146412
volcanoes-a3,RandomForest,1368,153,5,0.140030175447464,0.3021432161331177,0.05104779824614525,0.8954248428344727,0.02886124886572361
volcanoes-a3,XGBoost,1368,153,5,0.14691118896007538,0.3133109211921692,0.06038365885615349,0.8954248428344727,0.029407144524157047
volcanoes-a4,CatBoost,1363,152,5,0.1310253143310547,0.30767545104026794,0.047487422823905945,0.9144737124443054,0.030594038777053356
volcanoes-a4,ExtraTrees,1363,152,5,0.13191604614257812,0.29966506361961365,0.04708398878574371,0.9144737124443054,0.031009892001748085
volcanoes-a4,LightGBM,1363,152,5,0.12971599400043488,0.29538607597351074,0.04679778590798378,0.9144737124443054,0.030023111030459404
volcanoes-a4,LinearModel,1363,152,5,0.13064952194690704,0.30173665285110474,0.039553504437208176,0.9013158082962036,0.025512002408504486
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13008707761764526,0.29805177450180054,0.05151456966996193,0.9013158082962036,0.024373012594878674
volcanoes-a4,NeuralNetTorch,1363,152,5,0.12968367338180542,0.294297993183136,0.03889411687850952,0.9144737124443054,0.02852844726294279
volcanoes-a4,RandomForest,1363,152,5,0.13476400077342987,0.31062695384025574,0.04243684187531471,0.9144737124443054,0.03700274042785168
volcanoes-a4,XGBoost,1363,152,5,0.13265495002269745,0.3164712190628052,0.04270903766155243,0.9144737124443054,0.02935060765594244
volcanoes-b1,CatBoost,9158,1018,5,0.05413365736603737,0.13880398869514465,0.008382689207792282,0.968565821647644,0.09066149778664112
volcanoes-b1,ExtraTrees,9158,1018,5,0.05460110306739807,0.14335478842258453,0.009738344699144363,0.968565821647644,0.11179212108254433
volcanoes-b1,LightGBM,9158,1018,5,0.055983394384384155,0.14672711491584778,0.011666903272271156,0.9646365642547607,0.1224269475787878
volcanoes-b1,LinearModel,9158,1018,5,0.05434053763747215,0.14153793454170227,0.00840805470943451,0.968565821647644,0.10328793060034513
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054400671273469925,0.14167892932891846,0.0048370868898928165,0.9675834774971008,0.10073044151067734
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.0548904724419117,0.14282764494419098,0.00992747861891985,0.9675834774971008,0.09134538192301989
volcanoes-b1,RandomForest,9158,1018,5,0.05496949702501297,0.14337290823459625,0.007091532461345196,0.9675834774971008,0.12131496891379356
volcanoes-b1,XGBoost,9158,1018,5,0.05457398295402527,0.14210477471351624,0.008952876552939415,0.968565821647644,0.10631801467388868
volcanoes-b2,CatBoost,9601,1067,5,0.05057724192738533,0.13283927738666534,0.007390572223812342,0.9681349396705627,0.101432329043746
volcanoes-b2,ExtraTrees,9601,1067,5,0.05069141462445259,0.1329641044139862,0.009901068173348904,0.9709465503692627,0.1159835234284401
volcanoes-b2,LightGBM,9601,1067,5,0.052492473274469376,0.13915343582630157,0.011591313406825066,0.9671977758407593,0.11215140670537949
volcanoes-b2,LinearModel,9601,1067,5,0.05114972963929176,0.13500936329364777,0.009979200549423695,0.9700093865394592,0.0944954277947545
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.050745606422424316,0.1341426968574524,0.00981637928634882,0.9700093865394592,0.11024534609168768
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05063870921730995,0.1328609734773636,0.00866238959133625,0.9700093865394592,0.09707901161164045
volcanoes-b2,RandomForest,9601,1067,5,0.05105392634868622,0.13446283340454102,0.008558450266718864,0.966260552406311,0.11020845267921686
volcanoes-b2,XGBoost,9601,1067,5,0.05066872015595436,0.13396893441677094,0.015530106611549854,0.9681349396705627,0.10769398417323828
volcanoes-b5,CatBoost,8990,999,5,0.05562351644039154,0.1361054927110672,0.010516580194234848,0.966966986656189,0.09716609213501215
volcanoes-b5,ExtraTrees,8990,999,5,0.05720954015851021,0.1394547075033188,0.010478460229933262,0.9639639854431152,0.11716058850288391
volcanoes-b5,LightGBM,8990,999,5,0.056751322001218796,0.140578955411911,0.008952592499554157,0.9649649858474731,0.10165288206189871
volcanoes-b5,LinearModel,8990,999,5,0.05691491812467575,0.14053262770175934,0.011350584216415882,0.9649649858474731,0.10450723208487034
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.057098388671875,0.13922660052776337,0.010965561494231224,0.9639639854431152,0.08937422279268503
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05677805095911026,0.14091263711452484,0.006126956082880497,0.9649649858474731,0.10205649305135012
volcanoes-b5,RandomForest,8990,999,5,0.05757170170545578,0.14133624732494354,0.009892362169921398,0.966966986656189,0.11236805003136396
volcanoes-b5,XGBoost,8990,999,5,0.055025674402713776,0.139998659491539,0.013650256209075451,0.9679679870605469,0.10226356144994497
volcanoes-b6,CatBoost,9117,1013,5,0.06348813325166702,0.16671308875083923,0.016081620007753372,0.9634748101234436,0.10094879660755396
volcanoes-b6,ExtraTrees,9117,1013,5,0.06312956660985947,0.1689821183681488,0.013327637687325478,0.9644619822502136,0.10598128475248814
volcanoes-b6,LightGBM,9117,1013,5,0.06303326785564423,0.16814188659191132,0.016529511660337448,0.9644619822502136,0.12913377955555916
volcanoes-b6,LinearModel,9117,1013,5,0.06347893178462982,0.17083553969860077,0.01470459159463644,0.9654491543769836,0.10552913043648005
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06299026310443878,0.16785752773284912,0.012537461705505848,0.9644619822502136,0.10074830427765846
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06387985497713089,0.1722067892551422,0.01969520002603531,0.9644619822502136,0.08992424700409174
volcanoes-b6,RandomForest,9117,1013,5,0.06440670043230057,0.16864562034606934,0.013874353840947151,0.9634748101234436,0.11827426217496395
volcanoes-b6,XGBoost,9117,1013,5,0.06175636872649193,0.16604986786842346,0.012234623543918133,0.9634748101234436,0.10298603028059006
volcanoes-d1,CatBoost,7877,876,5,0.09984926879405975,0.24979868531227112,0.013587383553385735,0.9440639019012451,0.09206160064786673
volcanoes-d1,ExtraTrees,7877,876,5,0.09983634948730469,0.25437891483306885,0.016822922974824905,0.9440639019012451,0.09169278666377068
volcanoes-d1,LightGBM,7877,876,5,0.10038716346025467,0.25318777561187744,0.011114868335425854,0.9440639019012451,0.10263164062052965
volcanoes-d1,LinearModel,7877,876,5,0.10005003958940506,0.25345441699028015,0.009471802972257137,0.9429223537445068,0.09711963031440973
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10011584311723709,0.255811870098114,0.011133125983178616,0.9440639019012451,0.08092203363776207
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09994924813508987,0.25494879484176636,0.01504426822066307,0.9440639019012451,0.09508928097784519
volcanoes-d1,RandomForest,7877,876,5,0.10066139698028564,0.25718048214912415,0.009282678365707397,0.9440639019012451,0.09216097183525562
volcanoes-d1,XGBoost,7877,876,5,0.09962175786495209,0.2495376169681549,0.01338728703558445,0.9440639019012451,0.09678071551024914
volcanoes-d4,CatBoost,7788,866,5,0.09671241044998169,0.23648788034915924,0.01609320193529129,0.943418025970459,0.08892735932022333
volcanoes-d4,ExtraTrees,7788,866,5,0.0977097600698471,0.23975341022014618,0.014169873669743538,0.943418025970459,0.1026347866281867
volcanoes-d4,LightGBM,7788,866,5,0.09748417139053345,0.2384004145860672,0.009916231967508793,0.943418025970459,0.09109891392290592
volcanoes-d4,LinearModel,7788,866,5,0.09643223136663437,0.2358858734369278,0.017892956733703613,0.943418025970459,0.11319440044462681
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09667986631393433,0.23524317145347595,0.014689769595861435,0.943418025970459,0.10459710471332073
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09677386283874512,0.2356141358613968,0.01712852530181408,0.943418025970459,0.07732171099632978
volcanoes-d4,RandomForest,7788,866,5,0.09825492650270462,0.24475011229515076,0.01295863650739193,0.943418025970459,0.10476090759038925
volcanoes-d4,XGBoost,7788,866,5,0.09765185415744781,0.24208222329616547,0.01509377546608448,0.943418025970459,0.08014581073075533
volcanoes-e1,CatBoost,1064,119,5,0.15689899027347565,0.374225378036499,0.04133114218711853,0.9075630307197571,0.021428109146654606
volcanoes-e1,ExtraTrees,1064,119,5,0.16018186509609222,0.3814181983470917,0.03773733973503113,0.9075630307197571,0.021587603725492954
volcanoes-e1,LightGBM,1064,119,5,0.1600974202156067,0.3826904892921448,0.04786812514066696,0.9075630307197571,0.022068933583796024
volcanoes-e1,LinearModel,1064,119,5,0.16778071224689484,0.38952991366386414,0.052110061049461365,0.8991596698760986,0.02296286355704069
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.1576012223958969,0.37500321865081787,0.0646526888012886,0.9075630307197571,0.022149458527565002
volcanoes-e1,NeuralNetTorch,1064,119,5,0.15965184569358826,0.3791346848011017,0.04284994304180145,0.9075630307197571,0.02386766579002142
volcanoes-e1,RandomForest,1064,119,5,0.16315464675426483,0.3935084939002991,0.043757278472185135,0.9075630307197571,0.029979605227708817
volcanoes-e1,XGBoost,1064,119,5,0.15943986177444458,0.3796864449977875,0.03601325675845146,0.9075630307197571,0.0247185081243515
volkert,CatBoost,52479,5831,10,0.39162248373031616,0.7945179343223572,0.018079692497849464,0.7069113254547119,1.1084986422210932
volkert,ExtraTrees,52479,5831,10,0.42517393827438354,0.8756802678108215,0.01618414744734764,0.6853026747703552,1.3116051265969872
volkert,LightGBM,52479,5831,10,0.3630813956260681,0.7360717058181763,0.021972671151161194,0.7326359152793884,1.0746233677491546
volkert,LinearModel,52479,5831,10,0.5435349345207214,1.1600730419158936,0.01686565950512886,0.5892642736434937,1.0181432915851474
volkert,NeuralNetFastAI,52479,5831,10,0.3590376675128937,0.7264247536659241,0.04337543994188309,0.7410392761230469,1.0134175149723887
volkert,NeuralNetTorch,52479,5831,10,0.38463106751441956,0.77740079164505,0.025033554062247276,0.7180586457252502,0.9920581951737404
volkert,RandomForest,52479,5831,10,0.4252312481403351,0.8812443017959595,0.013916266150772572,0.6889041066169739,1.2889716243371367
volkert,XGBoost,52479,5831,10,0.3833933472633362,0.7839524149894714,0.012977426871657372,0.7192591428756714,1.3055689558386803
wall-robot-navigation,CatBoost,4910,546,4,0.0046816435642540455,0.007180621847510338,0.00500917062163353,0.9963369965553284,0.03737710136920214
wall-robot-navigation,ExtraTrees,4910,546,4,0.025128569453954697,0.04533320292830467,0.008001149632036686,0.9853479862213135,0.04430934600532055
wall-robot-navigation,LightGBM,4910,546,4,0.007012058515101671,0.010415755212306976,0.005554823204874992,0.9945054650306702,0.04107347968965769
wall-robot-navigation,LinearModel,4910,546,4,0.3681914806365967,0.6449880003929138,0.04239974543452263,0.7197802066802979,0.05264452379196882
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.047661177814006805,0.08918072283267975,0.016801858320832253,0.9670329689979553,0.044098928570747375
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05156606435775757,0.09585794061422348,0.017419077455997467,0.9652014374732971,0.047309936955571175
wall-robot-navigation,RandomForest,4910,546,4,0.01172309648245573,0.02100289613008499,0.0067411563359200954,0.9926739931106567,0.03752833418548107
wall-robot-navigation,XGBoost,4910,546,4,0.00893938634544611,0.013498968444764614,0.005565492436289787,0.9926739931106567,0.03725671861320734
waveform-5000,CatBoost,4500,500,3,0.19836050271987915,0.31140807271003723,0.0393291711807251,0.843999981880188,0.04640445113182068
waveform-5000,ExtraTrees,4500,500,3,0.20799435675144196,0.3173322379589081,0.05367386341094971,0.828000009059906,0.036173189990222454
waveform-5000,LightGBM,4500,500,3,0.20208212733268738,0.3154841363430023,0.0465061292052269,0.8460000157356262,0.03702998999506235
waveform-5000,LinearModel,4500,500,3,0.19030490517616272,0.3046705722808838,0.026484372094273567,0.8619999885559082,0.03059578873217106
waveform-5000,NeuralNetFastAI,4500,500,3,0.18240295350551605,0.28116023540496826,0.032135095447301865,0.8640000224113464,0.04986131936311722
waveform-5000,NeuralNetTorch,4500,500,3,0.1820729374885559,0.27910521626472473,0.022451404482126236,0.8600000143051147,0.043093398213386536
waveform-5000,RandomForest,4500,500,3,0.22485998272895813,0.3456689119338989,0.0301804356276989,0.8320000171661377,0.032524511218070984
waveform-5000,XGBoost,4500,500,3,0.20368808507919312,0.3221363425254822,0.026202794164419174,0.8560000061988831,0.032392535358667374
wine-quality-red,CatBoost,1439,160,6,0.43146809935569763,0.8165515661239624,0.09724465757608414,0.706250011920929,0.036637443117797375
wine-quality-red,ExtraTrees,1439,160,6,0.39959415793418884,0.7523388862609863,0.064952552318573,0.7124999761581421,0.04323660768568516
wine-quality-red,LightGBM,1439,160,6,0.4291934370994568,0.8331698179244995,0.05002884194254875,0.706250011920929,0.03668718785047531
wine-quality-red,LinearModel,1439,160,6,0.5577651262283325,1.0014960765838623,0.06985016912221909,0.53125,0.03687806334346533
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5266639590263367,0.9407387971878052,0.14120757579803467,0.5687500238418579,0.035344285890460014
wine-quality-red,NeuralNetTorch,1439,160,6,0.49070486426353455,0.9047292470932007,0.052107345312833786,0.65625,0.042219203896820545
wine-quality-red,RandomForest,1439,160,6,0.42119860649108887,0.801914393901825,0.03882161155343056,0.7124999761581421,0.033145517110824585
wine-quality-red,XGBoost,1439,160,6,0.42780542373657227,0.8285754919052124,0.07137232273817062,0.699999988079071,0.034595475532114506
wine-quality-white,CatBoost,4408,490,7,0.39789921045303345,0.7595516443252563,0.07326685637235641,0.7163265347480774,0.08146112971007824
wine-quality-white,ExtraTrees,4408,490,7,0.37317952513694763,0.718817412853241,0.058606673032045364,0.7122448682785034,0.09397691953927279
wine-quality-white,LightGBM,4408,490,7,0.38137972354888916,0.7285466194152832,0.08270267397165298,0.722449004650116,0.10529856663197279
wine-quality-white,LinearModel,4408,490,7,0.5710016489028931,1.0851682424545288,0.05494173243641853,0.5489795804023743,0.10171633027493954
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5127980709075928,0.9329977035522461,0.06881113350391388,0.6040816307067871,0.09228252898901701
wine-quality-white,NeuralNetTorch,4408,490,7,0.5063174962997437,0.9229600429534912,0.06434416770935059,0.6102041006088257,0.0864229341968894
wine-quality-white,RandomForest,4408,490,7,0.38201990723609924,0.7351140379905701,0.05561143904924393,0.7081632614135742,0.09771039430052042
wine-quality-white,XGBoost,4408,490,7,0.39044439792633057,0.7438915371894836,0.07875026017427444,0.7020407915115356,0.08023200836032629
