dataset,model,cal_size,test_size,n_classes,LightGBM_brier,LightGBM_logloss,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
UMIST_Faces_Cropped,LinearModel,517,58,20,0.03995516837221668,0.14471174415063198,0.028068413957953453,0.982758641242981,0.6925989761948586
UMIST_Faces_Cropped,NeuralNetFastAI,517,58,20,0.059533112776055885,0.21792970765178443,0.04225411266088486,0.9655172228813171,0.32873460277915
UMIST_Faces_Cropped,NeuralNetTorch,517,58,20,0.43145619687062203,1.3589305499332427,0.08313226699829102,0.6551724076271057,0.2649812512099743
UMIST_Faces_Cropped,RandomForest,517,58,20,0.025877920278241342,0.05773727099066324,0.013096120208501816,0.982758641242981,0.8469318002462387
UMIST_Faces_Cropped,XGBoost,517,58,20,0.08864054793259896,0.2766793449741504,0.07251454889774323,0.931034505367279,1.0705332793295383
analcatdata_authorship,CatBoost,756,85,4,0.05562421877509654,0.13410282055962136,0.023008495569229126,0.9647058844566345,0.17224765568971634
analcatdata_authorship,ExtraTrees,756,85,4,0.03467372114903555,0.07347275976430961,0.019846200942993164,0.9764705896377563,0.20003045722842216
analcatdata_authorship,LightGBM,756,85,4,0.03433963794983766,0.1733650481808928,0.01973581314086914,0.9764705896377563,0.1952310875058174
analcatdata_authorship,LinearModel,756,85,4,0.023653369761195232,0.061420102101113226,0.011610198765993118,0.9882352948188782,0.14482839778065681
analcatdata_authorship,NeuralNetFastAI,756,85,4,0.062065726658953456,0.08811538278997282,0.03546780347824097,0.929411768913269,0.10515305027365685
analcatdata_authorship,NeuralNetTorch,756,85,4,0.062249325187653595,0.08760420912746922,0.024489058181643486,0.9529411792755127,0.11490476503968239
analcatdata_authorship,RandomForest,756,85,4,0.03982221649062159,0.08121143660821473,0.03702636435627937,0.9764705896377563,0.15980147570371628
analcatdata_authorship,XGBoost,756,85,4,0.03235467144763634,0.05002094916044529,0.02206462062895298,0.9764705896377563,0.18231472000479698
analcatdata_dmft,CatBoost,717,80,6,0.8234903662199132,1.7622216489618168,0.03821621835231781,0.22499999403953552,0.19101963564753532
analcatdata_dmft,ExtraTrees,717,80,6,0.8354309713304998,1.7907810039815686,0.1245192140340805,0.30000001192092896,0.28084733337163925
analcatdata_dmft,LightGBM,717,80,6,0.8226072649159158,1.758488372297002,0.01789657026529312,0.20000000298023224,0.19667759165167809
analcatdata_dmft,LinearModel,717,80,6,0.8276937582259919,1.7740728964201395,0.06985800713300705,0.23749999701976776,0.1851368062198162
analcatdata_dmft,NeuralNetFastAI,717,80,6,0.8237072967824408,1.7607011137902688,0.024965036660432816,0.23749999701976776,0.19118518009781837
analcatdata_dmft,NeuralNetTorch,717,80,6,0.819306977636969,1.7499152007429188,0.06454721093177795,0.22499999403953552,0.18185891583561897
analcatdata_dmft,RandomForest,717,80,6,0.8361110176622855,1.7966760634086973,0.0587233267724514,0.26249998807907104,0.2940423861145973
analcatdata_dmft,XGBoost,717,80,6,0.8182078899370661,1.747410745385934,0.06528570502996445,0.22499999403953552,0.183297298848629
artificial-characters,CatBoost,9196,1022,10,0.07901899481079004,0.17355325947646588,0.03250611200928688,0.9540117383003235,3.0955572836101055
artificial-characters,ExtraTrees,9196,1022,10,0.0811059381253569,0.1936619112074616,0.017741477116942406,0.9549902081489563,2.301494847983122
artificial-characters,LightGBM,9196,1022,10,0.06672568820378873,0.1399157030563201,0.02479895018041134,0.9598825573921204,3.1286335438489914
artificial-characters,LinearModel,9196,1022,10,0.48339319826553967,0.9263975188075075,0.09113837033510208,0.6311154365539551,3.3299229815602303
artificial-characters,NeuralNetFastAI,9196,1022,10,0.3636666563910075,0.6041700706689486,0.04544695466756821,0.7260273694992065,3.1086185313761234
artificial-characters,NeuralNetTorch,9196,1022,10,0.3503367987517731,0.5930357216263658,0.022119855508208275,0.7142857313156128,3.1205365359783173
artificial-characters,RandomForest,9196,1022,10,0.07801606056917335,0.1864626178252698,0.01155939418822527,0.9549902081489563,2.361676648259163
artificial-characters,XGBoost,9196,1022,10,0.07647292492646399,0.17446882806934874,0.03310036659240723,0.9559686779975891,3.1566132977604866
autoUniv-au6-750,CatBoost,675,75,8,0.8382633380609164,1.94492403585758,0.07663250714540482,0.23999999463558197,0.3004325404763222
autoUniv-au6-750,ExtraTrees,675,75,8,0.8433333926699059,1.9841405708389994,0.0668451115489006,0.2266666740179062,0.2815041244029999
autoUniv-au6-750,LightGBM,675,75,8,0.8182405194277006,1.9030886172746053,0.1251949667930603,0.3733333349227905,0.28436213731765747
autoUniv-au6-750,LinearModel,675,75,8,0.8489418505847122,1.9797074193203537,0.01661791279911995,0.20000000298023224,0.2636980302631855
autoUniv-au6-750,NeuralNetFastAI,675,75,8,0.8531789374068792,2.001139390134196,0.009067192673683167,0.2266666740179062,0.2597823813557625
autoUniv-au6-750,NeuralNetTorch,675,75,8,0.8535188515371958,2.0001116396823986,0.01099945604801178,0.2266666740179062,0.25176816806197166
autoUniv-au6-750,RandomForest,675,75,8,0.7967481537335843,1.857174123698625,0.10997793823480606,0.3733333349227905,0.2949739620089531
autoUniv-au6-750,XGBoost,675,75,8,0.8303330231728417,1.9527432836460183,0.07848919183015823,0.3199999928474426,0.28347496688365936
autoUniv-au7-1100,CatBoost,990,110,5,0.7258441394609997,1.3852519546346698,0.12224528938531876,0.3272727131843567,0.26193317025899887
autoUniv-au7-1100,ExtraTrees,990,110,5,0.7361086801954552,1.4252493379960103,0.08889419585466385,0.3909091055393219,0.25303328037261963
autoUniv-au7-1100,LightGBM,990,110,5,0.7241241892802729,1.4022242500024056,0.09810702502727509,0.37272727489471436,0.2745750918984413
autoUniv-au7-1100,LinearModel,990,110,5,0.7586931850816626,1.503089333085455,0.09625531733036041,0.38181817531585693,0.24965661019086838
autoUniv-au7-1100,NeuralNetFastAI,990,110,5,0.7391664989638891,1.449907257904773,0.08063318580389023,0.37272727489471436,0.24068177863955498
autoUniv-au7-1100,NeuralNetTorch,990,110,5,0.732622213815481,1.4355331971652299,0.09836133569478989,0.38181817531585693,0.26022597029805183
