dataset,model,cal_size,test_size,CB_brier,CB_logloss,CB_kuiper,CB_ece-15,CB_accuracy,CB_time
hill-valley,NeuralNetFastAI,1090,122,0.1773868498941532,0.3044925794269719,0.08449849486351013,0.14695309102535248,0.9016393423080444,0.05781966866925359
hill-valley,NeuralNetTorch,1090,122,0.13737521527014754,0.22848881206152905,0.05099622905254364,0.08001263439655304,0.9098360538482666,0.0573122501373291
hill-valley,RandomForest,1090,122,0.48418420658022004,0.6768921729333855,0.03300425410270691,0.04584989696741104,0.5655737519264221,0.05615006573498249
hill-valley,XGBoost,1090,122,0.4763143286989565,0.6690232289347458,0.055375464260578156,0.07596917450428009,0.5901639461517334,0.05646002199500799
hiva_agnostic,CatBoost,3806,423,0.06758656776166427,0.14195849732407465,0.01719800755381584,0.023693405091762543,0.957446813583374,0.08251937618479133
hiva_agnostic,ExtraTrees,3806,423,0.06852219767289296,0.14532524843461206,0.013818828389048576,0.017691461369395256,0.9598108530044556,0.08171932911500335
hiva_agnostic,LightGBM,3806,423,0.06716161667834267,0.1442803080228454,0.012693731114268303,0.021870657801628113,0.9645389914512634,0.08452388783916831
hiva_agnostic,LinearModel,3806,423,0.06019049965877839,0.1338564401114713,0.014340890571475029,0.0039520468562841415,0.9645389914512634,0.08150937408208847
hiva_agnostic,NeuralNetFastAI,3806,423,0.06570193239844321,0.14105525759507298,0.011757925152778625,0.021153315901756287,0.9669030904769897,0.08338652504608035
hiva_agnostic,NeuralNetTorch,3806,423,0.0630311863384876,0.14625626574731002,0.013106821104884148,0.011741838417947292,0.9669030904769897,0.0841922527179122
hiva_agnostic,RandomForest,3806,423,0.06856750106328839,0.14295518326129317,0.016777224838733673,0.020214693620800972,0.9550827145576477,0.08747939579188824
hiva_agnostic,XGBoost,3806,423,0.061035663076713695,0.13577234180592104,0.010704394429922104,0.018355850130319595,0.9692671298980713,0.08248989703133702
houses,CatBoost,18576,2064,0.01740300260209852,0.03163738759638433,0.004162145778536797,0.006077781785279512,0.9893410801887512,0.2174945897422731
houses,ExtraTrees,18576,2064,0.016224827119347193,0.029279973312914362,0.003211226314306259,0.007028819061815739,0.9903100728988647,0.21360977599397302
houses,LightGBM,18576,2064,0.01873356022404705,0.033522727370253226,0.00506035890430212,0.006510816048830748,0.9864341020584106,0.215879550203681
houses,LinearModel,18576,2064,0.04241511715898668,0.0714453222161014,0.004229303449392319,0.0065346453338861465,0.9675387740135193,0.21591051761060953
houses,NeuralNetFastAI,18576,2064,0.018074465852932653,0.032572960226962364,0.004756264388561249,0.006970591843128204,0.9869186282157898,0.21402901411056519
houses,NeuralNetTorch,18576,2064,0.019985056859100812,0.034686792926181535,0.004461968783289194,0.0071141161024570465,0.9859496355056763,0.21750233136117458
houses,RandomForest,18576,2064,0.019151970966105023,0.0330841526723763,0.004230039194226265,0.006864354945719242,0.9878876209259033,0.21630585612729192
houses,XGBoost,18576,2064,0.01912968470465351,0.03445445172373979,0.004364796914160252,0.008335051126778126,0.9888566136360168,0.2113966392353177
ilpd,CatBoost,524,59,0.36826842469922944,0.5357282099379223,0.05790720880031586,0.08932757377624512,0.7118644118309021,0.05071022314950824
ilpd,ExtraTrees,524,59,0.359494749535466,0.5171759722621024,0.04492196440696716,0.09651564806699753,0.7288135886192322,0.051656745839864016
ilpd,LightGBM,524,59,0.3484932950536667,0.5134875568228557,0.055492423474788666,0.16426900029182434,0.7627118825912476,0.05079293577000499
ilpd,LinearModel,524,59,0.38575154677659595,0.5462103828982651,0.07553348690271378,0.13360069692134857,0.6610169410705566,0.04943926492705941
ilpd,NeuralNetFastAI,524,59,0.3693675241361865,0.5179721478071767,0.08297723531723022,0.16013093292713165,0.6440678238868713,0.049612187780439854
ilpd,NeuralNetTorch,524,59,0.3763930028144095,0.544095120045579,0.09727942943572998,0.17977416515350342,0.6271186470985413,0.05083895707502961
ilpd,RandomForest,524,59,0.40411977625661216,0.5722204889961847,0.08221741020679474,0.1569540947675705,0.6610169410705566,0.05050192307680845
