dataset,model,cal_size,test_size,Scaling-Binning_brier,Scaling-Binning_logloss,Scaling-Binning_kuiper,Scaling-Binning_ece-15,Scaling-Binning_accuracy,Scaling-Binning_time
eeg-eye-state,NeuralNetTorch,13482,1498,0.0719279069556868,0.104287640349686,0.03632756322622299,0.00581438047811389,0.9265687465667725,0.01723550632596016
eeg-eye-state,RandomForest,13482,1498,0.1002904733507501,0.1672311222316851,0.02280745841562748,0.007622102741152048,0.9232309460639954,0.01880643516778946
eeg-eye-state,XGBoost,13482,1498,0.08044172940897872,0.1314563585618758,0.027312563732266426,0.004406188614666462,0.9339118599891663,0.017336122691631317
electricity,CatBoost,40780,4532,0.08650357257210944,0.14761411020782966,0.006334326229989529,0.008291377685964108,0.9435127973556519,0.049370599910616875
electricity,ExtraTrees,40780,4532,0.140041553887226,0.2312958310713755,0.01430811733007431,0.007197030354291201,0.906222403049469,0.047769115306437016
electricity,LightGBM,40780,4532,0.08549414146371252,0.14889552541877976,0.008983452804386616,0.01274826005101204,0.946601927280426,0.04807318840175867
electricity,LinearModel,40780,4532,0.33054675278141077,0.4980775325395634,0.023972485214471817,0.009856962598860264,0.7550750374794006,0.04714279901236296
electricity,NeuralNetFastAI,40780,4532,0.22157388624466956,0.34753556015447246,0.012923112139105797,0.014831263571977615,0.8448808193206787,0.046963407658040524
electricity,NeuralNetTorch,40780,4532,0.18971092172148368,0.30586165320884545,0.020914779976010323,0.030490994453430176,0.8720211982727051,0.05068225972354412
electricity,RandomForest,40780,4532,0.11072794291646673,0.1949435685344979,0.006470989901572466,0.008994225412607193,0.9269638061523438,0.047120959497988224
electricity,XGBoost,40780,4532,0.0846403956973019,0.14661002777987178,0.005777894519269466,0.006553140003234148,0.9446160793304443,0.04706287290900946
fri_c0_1000_5,CatBoost,900,100,0.11779632123021376,0.18805751866038278,0.07201247662305832,0.06558365374803543,0.9100000262260437,0.0029172319918870926
fri_c0_1000_5,ExtraTrees,900,100,0.151112267565489,0.23051186799767362,0.06303271651268005,0.062326136976480484,0.8799999952316284,0.0028124023228883743
