dataset,model,cal_size,test_size,CIR_brier,CIR_logloss,CIR_kuiper,CIR_ece-15,CIR_accuracy,CIR_time
hiva_agnostic,NeuralNetTorch,3806,423,0.061926756001690404,0.14451383279883787,0.014984721317887306,0.01724371127784252,0.9669030904769897,0.002921747975051403
hiva_agnostic,RandomForest,3806,423,0.06948541633534168,0.14298031146878076,0.015309454873204231,0.02004317007958889,0.9598108530044556,0.002667510067112744
hiva_agnostic,XGBoost,3806,423,0.06209803423094776,0.1355921870878256,0.011808143928647041,0.02198292315006256,0.9692671298980713,0.0029077549697831273
houses,CatBoost,18576,2064,0.016923046699180818,0.06908397978773016,0.004103527404367924,0.00613788329064846,0.9888566136360168,0.006964224041439593
houses,ExtraTrees,18576,2064,0.015271427542468236,0.06656858319580963,0.00377064966596663,0.004779232200235128,0.9903100728988647,0.005366379977203906
houses,LightGBM,18576,2064,0.018409024954144208,0.032404967058554286,0.005488040391355753,0.006790651008486748,0.9874030947685242,0.006683562998659909
houses,LinearModel,18576,2064,0.043964458089357304,0.11203688730668683,0.004560808651149273,0.007617439143359661,0.9680232405662537,0.006767856073565781
houses,NeuralNetFastAI,18576,2064,0.018154906493564413,0.0703940409947771,0.004618469625711441,0.006728705018758774,0.9864341020584106,0.005963824922218919
houses,NeuralNetTorch,18576,2064,0.01936272890157765,0.07207464886270516,0.004641195759177208,0.008989374153316021,0.9864341020584106,0.005361342919059098
houses,RandomForest,18576,2064,0.01903311961573373,0.03265620777407741,0.004062194377183914,0.005064952187240124,0.9883720874786377,0.0056221060222014785
houses,XGBoost,18576,2064,0.018687978841838777,0.03239760879081492,0.004926230292767286,0.008069624193012714,0.9864341020584106,0.006121321930550039
ilpd,CatBoost,524,59,0.3645333606002924,0.5314411442395522,0.048880450427532196,0.11277836561203003,0.694915235042572,0.002045725006610155
ilpd,ExtraTrees,524,59,0.3599405718319758,0.5097956136582658,0.05203203111886978,0.11820334941148758,0.7288135886192322,0.00188228499609977
ilpd,LightGBM,524,59,0.3566024899428234,0.5126488617925833,0.07060004770755768,0.1507418155670166,0.7288135886192322,0.0020658329594880342
ilpd,LinearModel,524,59,0.3915592372847094,0.5472172742496196,0.08750726282596588,0.14278200268745422,0.6440678238868713,0.00202480296138674
ilpd,NeuralNetFastAI,524,59,0.3596546033831947,0.5007167621198131,0.07097691297531128,0.11381372809410095,0.694915235042572,0.0020073610357940197
ilpd,NeuralNetTorch,524,59,0.38156687466229133,0.5498791464028323,0.07896506786346436,0.1571115106344223,0.6440678238868713,0.0020346250385046005
ilpd,RandomForest,524,59,0.37978344433254707,0.5452767847371367,0.04560668021440506,0.11785754561424255,0.7118644118309021,0.001966231968253851
ilpd,XGBoost,524,59,0.366483256751501,0.5193216780331098,0.06063944473862648,0.1042809933423996,0.6779661178588867,0.0018293290631845593
jasmine,CatBoost,2685,299,0.2655175686956816,0.40675538024024177,0.030822142958641052,0.06702003628015518,0.8060200810432434,0.002784362994134426
jasmine,ExtraTrees,2685,299,0.27351942196143475,0.4111973238865038,0.022575927898287773,0.03801366686820984,0.8193979859352112,0.002604987006634474
jasmine,LightGBM,2685,299,0.2618905994812947,0.3991288831336788,0.023939622566103935,0.05582301318645477,0.8193979859352112,0.0025532989529892802
jasmine,LinearModel,2685,299,0.28835040387221983,0.4396544126999837,0.025055350735783577,0.048615824431180954,0.7993311285972595,0.0026244979817420244
jasmine,NeuralNetFastAI,2685,299,0.28227795040614406,0.4271611858495608,0.028546318411827087,0.04954301938414574,0.8093645572662354,0.0027779119554907084
jasmine,NeuralNetTorch,2685,299,0.2849719177924495,0.43141623803252127,0.03540664538741112,0.062196921557188034,0.8060200810432434,0.0028505229856818914
jasmine,RandomForest,2685,299,0.2660384451221082,0.40254573982490205,0.03686942160129547,0.08598063886165619,0.8026756048202515,0.002817873959429562
jasmine,XGBoost,2685,299,0.2575086436444183,0.3959853085174032,0.025294367223978043,0.04007575660943985,0.829431414604187,0.002854051999747753
