dataset,model,cal_size,test_size,XGBoost_brier,XGBoost_logloss,XGBoost_kuiper,XGBoost_ece-15,XGBoost_accuracy,XGBoost_time
bank8FM,RandomForest,7372,820,0.08053215593099594,0.14549192786216736,0.018291480839252472,0.03645513579249382,0.9463414549827576,0.04537592828273773
bank8FM,XGBoost,7372,820,0.07677440345287323,0.13894912600517273,0.015387177467346191,0.03618163987994194,0.9439024329185486,0.047034768387675285
blood-transfusion-service-center,CatBoost,673,75,0.3396633565425873,0.5161064863204956,0.07368874549865723,0.0955667793750763,0.7599999904632568,0.023265842348337173
blood-transfusion-service-center,ExtraTrees,673,75,0.34786421060562134,0.5219621658325195,0.060806795954704285,0.08634906262159348,0.7599999904632568,0.02355948183685541
blood-transfusion-service-center,LightGBM,673,75,0.347220778465271,0.521595299243927,0.05272688716650009,0.12143463641405106,0.746666669845581,0.023999503813683987
blood-transfusion-service-center,LinearModel,673,75,0.33285775780677795,0.4942167103290558,0.057582348585128784,0.09838221967220306,0.7333333492279053,0.023790419101715088
blood-transfusion-service-center,NeuralNetFastAI,673,75,0.34126153588294983,0.5093898773193359,0.06897460669279099,0.1586320698261261,0.746666669845581,0.023798590525984764
blood-transfusion-service-center,NeuralNetTorch,673,75,0.3133815824985504,0.46559932827949524,0.04777740314602852,0.08328092843294144,0.7733333110809326,0.023928843438625336
blood-transfusion-service-center,RandomForest,673,75,0.3448658883571625,0.525597333908081,0.07751704007387161,0.08186477422714233,0.7599999904632568,0.023866791278123856
blood-transfusion-service-center,XGBoost,673,75,0.34750857949256897,0.5285247564315796,0.044422898441553116,0.10313864052295685,0.746666669845581,0.024487415328621864
boston_corrected,CatBoost,455,51,0.16834039986133575,0.28371521830558777,0.07968850433826447,0.12410423904657364,0.9019607901573181,0.02494017779827118
boston_corrected,ExtraTrees,455,51,0.1676131784915924,0.27511337399482727,0.08612748980522156,0.11514385044574738,0.9019607901573181,0.02294747903943062
boston_corrected,LightGBM,455,51,0.16023285686969757,0.2732330560684204,0.10310417413711548,0.13605235517024994,0.9411764740943909,0.02299177087843418
boston_corrected,LinearModel,455,51,0.18034057319164276,0.28804612159729004,0.08666088432073593,0.12847788631916046,0.8627451062202454,0.023017258383333683
boston_corrected,NeuralNetFastAI,455,51,0.15595313906669617,0.26549142599105835,0.13721592724323273,0.16517388820648193,0.8627451062202454,0.023010296747088432
boston_corrected,NeuralNetTorch,455,51,0.23423945903778076,0.34944581985473633,0.11633795499801636,0.15450090169906616,0.8039215803146362,0.022846052423119545
boston_corrected,RandomForest,455,51,0.19861114025115967,0.3145361840724945,0.08583465963602066,0.1336473971605301,0.843137264251709,0.02329728752374649
boston_corrected,XGBoost,455,51,0.20352472364902496,0.32023486495018005,0.09033083915710449,0.11601652204990387,0.843137264251709,0.022987045347690582
churn,CatBoost,4500,500,0.08365237712860107,0.17124928534030914,0.012499679811298847,0.01710437424480915,0.949999988079071,0.03578628785908222
churn,ExtraTrees,4500,500,0.08329995721578598,0.1702522337436676,0.013042699545621872,0.019925370812416077,0.9520000219345093,0.035399315878748894
churn,LightGBM,4500,500,0.08928614854812622,0.1828811913728714,0.012042772956192493,0.023352717980742455,0.9480000138282776,0.036437541246414185
churn,LinearModel,4500,500,0.18338583409786224,0.300837904214859,0.022898659110069275,0.027251331135630608,0.8600000143051147,0.037732032127678394
churn,NeuralNetFastAI,4500,500,0.07749985158443451,0.1630212962627411,0.009194344282150269,0.01444368064403534,0.9559999704360962,0.03588505368679762
churn,NeuralNetTorch,4500,500,0.08563465625047684,0.17694538831710815,0.020005088299512863,0.027848832309246063,0.9520000219345093,0.036592951975762844
churn,RandomForest,4500,500,0.099335215985775,0.19169430434703827,0.013960009440779686,0.018314644694328308,0.9340000152587891,0.03608118835836649
churn,XGBoost,4500,500,0.08679146319627762,0.17496466636657715,0.013031939044594765,0.026342472061514854,0.949999988079071,0.03628815058618784
climate-model-simulation-crashes,CatBoost,486,54,0.10161729902029037,0.19543735682964325,0.0556965246796608,0.06845241039991379,0.9259259104728699,0.022596989758312702
climate-model-simulation-crashes,ExtraTrees,486,54,0.09595798701047897,0.19078654050827026,0.0469001866877079,0.048863910138607025,0.9444444179534912,0.021428437903523445
climate-model-simulation-crashes,LightGBM,486,54,0.08856315910816193,0.1787351369857788,0.04800347611308098,0.05165550485253334,0.9444444179534912,0.021701611578464508
climate-model-simulation-crashes,LinearModel,486,54,0.10581608861684799,0.21352797746658325,0.057786792516708374,0.059105224907398224,0.9259259104728699,0.022184894420206547
climate-model-simulation-crashes,NeuralNetFastAI,486,54,0.08616204559803009,0.18244697153568268,0.044056884944438934,0.052559271454811096,0.9444444179534912,0.021965796127915382
climate-model-simulation-crashes,NeuralNetTorch,486,54,0.10337089747190475,0.20354993641376495,0.0531095415353775,0.07278330624103546,0.9259259104728699,0.02184559591114521
climate-model-simulation-crashes,RandomForest,486,54,0.09955654293298721,0.21299417316913605,0.07016237825155258,0.08332251012325287,0.9259259104728699,0.022094604559242725
climate-model-simulation-crashes,XGBoost,486,54,0.08537956327199936,0.18532127141952515,0.054828714579343796,0.08423954993486404,0.9629629850387573,0.021442336961627007
colleges_usnews,CatBoost,1171,131,0.37051963806152344,0.5380961894989014,0.05970819666981697,0.1066451370716095,0.7099236845970154,0.0251749400049448
colleges_usnews,ExtraTrees,1171,131,0.36511218547821045,0.5335522294044495,0.07285228371620178,0.09411691129207611,0.6793892979621887,0.02477165311574936
colleges_usnews,LightGBM,1171,131,0.3905528485774994,0.5697256922721863,0.06544286757707596,0.12905597686767578,0.6793892979621887,0.024451907724142075
colleges_usnews,LinearModel,1171,131,0.4018707573413849,0.5916107296943665,0.057681381702423096,0.12462559342384338,0.6641221642494202,0.02544037625193596
colleges_usnews,NeuralNetFastAI,1171,131,0.39466774463653564,0.5684230327606201,0.07622605562210083,0.10111679136753082,0.694656491279602,0.024959487840533257
colleges_usnews,NeuralNetTorch,1171,131,0.3829258382320404,0.5536415576934814,0.07834618538618088,0.16004833579063416,0.7251908183097839,0.024760904721915722
colleges_usnews,RandomForest,1171,131,0.3710295855998993,0.5551421046257019,0.05992719158530235,0.1005244255065918,0.732824444770813,0.02486632764339447
colleges_usnews,XGBoost,1171,131,0.3822225034236908,0.5517393946647644,0.06764556467533112,0.14108943939208984,0.694656491279602,0.024743578396737576
cpu_act,CatBoost,7372,820,0.06824860721826553,0.12799163162708282,0.02320031449198723,0.0436435304582119,0.959756076335907,0.04403424263000488
cpu_act,ExtraTrees,7372,820,0.07786282896995544,0.14093203842639923,0.02227550745010376,0.04377598688006401,0.9512194991111755,0.04428182356059551
cpu_act,LightGBM,7372,820,0.07065802812576294,0.12950006127357483,0.023288190364837646,0.03969944268465042,0.954878032207489,0.04569496959447861
cpu_act,LinearModel,7372,820,0.0869934931397438,0.1570698320865631,0.023164894431829453,0.04380524158477783,0.9439024329185486,0.046120356768369675
cpu_act,NeuralNetFastAI,7372,820,0.07453447580337524,0.13691972196102142,0.026255453005433083,0.04620559513568878,0.9475609660148621,0.0457829600200057
cpu_act,NeuralNetTorch,7372,820,0.08017217367887497,0.14608004689216614,0.02719302661716938,0.03842134773731232,0.9426829218864441,0.044154112227261066
cpu_act,RandomForest,7372,820,0.07664015889167786,0.14112317562103271,0.021772025153040886,0.040304094552993774,0.95243901014328,0.04427416995167732
cpu_act,XGBoost,7372,820,0.06848354637622833,0.12760698795318604,0.023659687489271164,0.041069936007261276,0.9536585211753845,0.04509107209742069
cpu_small,CatBoost,7372,820,0.09854690730571747,0.16750767827033997,0.02117065340280533,0.03498384356498718,0.9365853667259216,0.04505016654729843
cpu_small,ExtraTrees,7372,820,0.10521519929170609,0.17778465151786804,0.017732523381710052,0.0430951863527298,0.9329268336296082,0.04448528215289116
cpu_small,LightGBM,7372,820,0.0995805412530899,0.16902054846286774,0.0190901942551136,0.040824808180332184,0.9378048777580261,0.045439125038683414
cpu_small,LinearModel,7372,820,0.12614719569683075,0.20923829078674316,0.018365832045674324,0.03914995491504669,0.9085366129875183,0.04708557203412056
cpu_small,NeuralNetFastAI,7372,820,0.11105723679065704,0.18375720083713531,0.016214702278375626,0.036440737545490265,0.9170731902122498,0.04677054286003113
cpu_small,NeuralNetTorch,7372,820,0.10417792946100235,0.17715254426002502,0.02026134356856346,0.03849750757217407,0.9256097674369812,0.04672077018767595
cpu_small,RandomForest,7372,820,0.10259141027927399,0.17474231123924255,0.020092137157917023,0.04042137414216995,0.9304878115653992,0.04564795084297657
cpu_small,XGBoost,7372,820,0.10064476728439331,0.1705855280160904,0.02110907807946205,0.04610632732510567,0.9256097674369812,0.04617684241384268
credit-g,CatBoost,900,100,0.27471545338630676,0.4287869930267334,0.054173827171325684,0.07676143199205399,0.800000011920929,0.025071035139262676
credit-g,ExtraTrees,900,100,0.2897847890853882,0.45245277881622314,0.05665203183889389,0.11251512169837952,0.800000011920929,0.024349404498934746
credit-g,LightGBM,900,100,0.2897416055202484,0.4496491551399231,0.041053783148527145,0.0975712388753891,0.7900000214576721,0.02481808979064226
credit-g,LinearModel,900,100,0.3237137496471405,0.49404671788215637,0.05983823537826538,0.1326901763677597,0.75,0.024449648335576057
credit-g,NeuralNetFastAI,900,100,0.31027817726135254,0.4703054130077362,0.03752882033586502,0.08292058110237122,0.75,0.02428255882114172
credit-g,NeuralNetTorch,900,100,0.29602721333503723,0.4556324779987335,0.045435093343257904,0.09612234681844711,0.7799999713897705,0.024958951398730278
credit-g,RandomForest,900,100,0.28211840987205505,0.43771421909332275,0.058184556663036346,0.1030866950750351,0.7799999713897705,0.024494411423802376
credit-g,XGBoost,900,100,0.2908599376678467,0.4453656077384949,0.051672354340553284,0.09429101645946503,0.7699999809265137,0.02517557330429554
cylinder-bands,CatBoost,486,54,0.19455863535404205,0.3259866237640381,0.03665737062692642,0.11523346602916718,0.8518518805503845,0.023099878802895546
cylinder-bands,ExtraTrees,486,54,0.20037882030010223,0.3279944956302643,0.05093693360686302,0.10799011588096619,0.8518518805503845,0.023163571022450924
cylinder-bands,LightGBM,486,54,0.2084374576807022,0.34442010521888733,0.047039713710546494,0.10587209463119507,0.8703703880310059,0.026435134932398796
cylinder-bands,LinearModel,486,54,0.2765558063983917,0.43743473291397095,0.055027205497026443,0.138273224234581,0.8333333134651184,0.023448959924280643
cylinder-bands,NeuralNetFastAI,486,54,0.24556903541088104,0.4040364921092987,0.0699123740196228,0.17767201364040375,0.8148148059844971,0.02446214947849512
cylinder-bands,NeuralNetTorch,486,54,0.2276948094367981,0.37071195244789124,0.07322710752487183,0.12985409796237946,0.8518518805503845,0.02475128974765539
cylinder-bands,RandomForest,486,54,0.17565631866455078,0.2971799075603485,0.05566205829381943,0.11774395406246185,0.9074074029922485,0.023000427521765232
cylinder-bands,XGBoost,486,54,0.17256015539169312,0.30442798137664795,0.06405271589756012,0.11100876331329346,0.8518518805503845,0.022712276317179203
delta_ailerons,CatBoost,6416,713,0.09091494977474213,0.18175169825553894,0.014305479824543,0.02642844058573246,0.948106586933136,0.04408375360071659
delta_ailerons,ExtraTrees,6416,713,0.09305639564990997,0.1822720319032669,0.016543390229344368,0.024412067607045174,0.946704089641571,0.04260860849171877
delta_ailerons,LightGBM,6416,713,0.09159495681524277,0.18227005004882812,0.017253626137971878,0.028098400682210922,0.9424964785575867,0.04434347432106733
delta_ailerons,LinearModel,6416,713,0.1110185906291008,0.21848899126052856,0.0131749352440238,0.02571786567568779,0.9410939812660217,0.044473813846707344
delta_ailerons,NeuralNetFastAI,6416,713,0.1023009866476059,0.2014334350824356,0.01354304887354374,0.019443748518824577,0.9438990354537964,0.042155089788138866
delta_ailerons,NeuralNetTorch,6416,713,0.10153107345104218,0.19842278957366943,0.014204969629645348,0.02729397639632225,0.9453015327453613,0.04139377549290657
delta_ailerons,RandomForest,6416,713,0.0943317711353302,0.18367420136928558,0.016683341935276985,0.03384587913751602,0.9438990354537964,0.041662681847810745
delta_ailerons,XGBoost,6416,713,0.09246466308832169,0.1834874451160431,0.014561712741851807,0.029163531959056854,0.9453015327453613,0.04205673839896917
delta_elevators,CatBoost,8565,952,0.1785399168729782,0.3005978763103485,0.015246160328388214,0.02886129915714264,0.8844537734985352,0.04934343229979277
delta_elevators,ExtraTrees,8565,952,0.1804167926311493,0.30348464846611023,0.012274726293981075,0.03320884704589844,0.8802521228790283,0.05174353811889887
delta_elevators,LightGBM,8565,952,0.17783135175704956,0.2995271682739258,0.014519449323415756,0.04116842895746231,0.8886554837226868,0.05131521075963974
delta_elevators,LinearModel,8565,952,0.18058931827545166,0.307551771402359,0.015223030932247639,0.02774438075721264,0.8823529481887817,0.050846852362155914
delta_elevators,NeuralNetFastAI,8565,952,0.17844530940055847,0.3020423948764801,0.013523243367671967,0.0239796731621027,0.881302535533905,0.05111030675470829
delta_elevators,NeuralNetTorch,8565,952,0.1772303581237793,0.2997681200504303,0.013425067067146301,0.02802176959812641,0.8855041861534119,0.0508764274418354
delta_elevators,RandomForest,8565,952,0.1830439269542694,0.30534103512763977,0.010946080088615417,0.030635371804237366,0.8728991746902466,0.051142530515789986
delta_elevators,XGBoost,8565,952,0.1773120015859604,0.29973354935646057,0.012223826721310616,0.028554143384099007,0.8823529481887817,0.05141698755323887
diabetes,CatBoost,691,77,0.2531132698059082,0.4033408761024475,0.05773567780852318,0.10297028720378876,0.8181818127632141,0.024118032306432724
diabetes,ExtraTrees,691,77,0.2434043437242508,0.3867780566215515,0.03701176866889,0.09749997407197952,0.8311688303947449,0.024035748094320297
diabetes,LightGBM,691,77,0.2497924268245697,0.39499977231025696,0.047393132001161575,0.11744002252817154,0.8051947951316833,0.02448202855885029
