dataset,model,cal_size,test_size,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_kuiper,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
fri_c1_1000_50,CatBoost,900,100,0.11585383633563894,0.20585344416508333,0.024489687755703926,0.04818655177950859,0.9300000071525574,0.022618904011324048
fri_c1_1000_50,ExtraTrees,900,100,0.11092365264282758,0.1892973351067664,0.025230364874005318,0.03973784297704697,0.9300000071525574,0.01999569998588413
fri_c1_1000_50,LightGBM,900,100,0.14548625170216684,0.22944045415624786,0.033504918217659,0.08790809661149979,0.8700000047683716,0.021824882016517222
fri_c1_1000_50,LinearModel,900,100,0.4137550159502203,0.5998779736706077,0.06050361692905426,0.057430945336818695,0.6800000071525574,0.007332129054702818
fri_c1_1000_50,NeuralNetFastAI,900,100,0.1409005233913055,0.25093741520021723,0.05560217425227165,0.09263668954372406,0.8899999856948853,0.015159831964410841
fri_c1_1000_50,NeuralNetTorch,900,100,0.23560089206477045,0.37493346803027783,0.05207359045743942,0.09820716828107834,0.8500000238418579,0.01510419009719044
fri_c1_1000_50,RandomForest,900,100,0.1569772170437529,0.2677967917390711,0.033182159066200256,0.061822980642318726,0.8999999761581421,0.017850415082648396
fri_c1_1000_50,XGBoost,900,100,0.12119890653966095,0.20267619003917242,0.026235736906528473,0.08163183182477951,0.9100000262260437,0.020350811071693897
fri_c2_1000_25,CatBoost,900,100,0.130957725871865,0.22560495999937788,0.038684945553541183,0.063822902739048,0.9100000262260437,0.021944788983091712
fri_c2_1000_25,ExtraTrees,900,100,0.14190681230579794,0.25015641590160065,0.02388307824730873,0.0707782506942749,0.8799999952316284,0.016797325923107564
fri_c2_1000_25,LightGBM,900,100,0.14647159477574545,0.24669432528525778,0.03609595447778702,0.05251180753111839,0.8899999856948853,0.021012280019931495
fri_c2_1000_25,LinearModel,900,100,0.3595747416783588,0.5286796036746123,0.07125648856163025,0.09422694891691208,0.7400000095367432,0.00930946203880012
fri_c2_1000_25,NeuralNetFastAI,900,100,0.12462607303821006,0.2087204052414617,0.02829604782164097,0.06466930359601974,0.9300000071525574,0.020178996957838535
fri_c2_1000_25,NeuralNetTorch,900,100,0.13691437822963187,0.22642528847809804,0.028571180999279022,0.07035550475120544,0.8899999856948853,0.020583151024766266
fri_c2_1000_25,RandomForest,900,100,0.1595876683961226,0.2777831936773802,0.03652142360806465,0.069737009704113,0.8999999761581421,0.017950106994248927
fri_c2_1000_25,XGBoost,900,100,0.14064402674928186,0.24415356432051596,0.03639479726552963,0.055573150515556335,0.8899999856948853,0.021418357035145164
fri_c2_500_50,CatBoost,450,50,0.18433556433979498,0.29036172639848895,0.04857143014669418,0.10865408927202225,0.8399999737739563,0.009494042955338955
fri_c2_500_50,ExtraTrees,450,50,0.2278177962989907,0.3391206270311018,0.06125122308731079,0.11401394754648209,0.8199999928474426,0.008496324066072702
fri_c2_500_50,LightGBM,450,50,0.1912040603899645,0.2973331699942092,0.04579321667551994,0.0997140184044838,0.8799999952316284,0.010166260995902121
fri_c2_500_50,LinearModel,450,50,0.3834330695412842,0.5591450925155007,0.06729921698570251,0.12510253489017487,0.7400000095367432,0.004376302007585764
fri_c2_500_50,NeuralNetFastAI,450,50,0.19262861661518013,0.3347291291656441,0.06538325548171997,0.14170965552330017,0.9200000166893005,0.007090336992405355
