dataset,model,cal_size,test_size,CB-monotone_brier,CB-monotone_logloss,CB-monotone_kuiper,CB-monotone_ece-15,CB-monotone_accuracy,CB-monotone_time
OVA_Prostate,NeuralNetFastAI,1390,155,0.025444218769829614,0.06688950862529097,0.02850373089313507,0.028451774269342422,0.9870967864990234,0.18604760244488716
OVA_Prostate,NeuralNetTorch,1390,155,0.013069959074726448,0.042760998224253687,0.01840134710073471,0.018138960003852844,0.9935483932495117,0.18935519456863403
OVA_Prostate,RandomForest,1390,155,0.022360957918263542,0.05247276374718203,0.017718473449349403,0.017498455941677094,0.9870967864990234,0.18857771717011929
OVA_Prostate,XGBoost,1390,155,0.02169162037510545,0.05658966734867902,0.017797578126192093,0.027774862945079803,0.9870967864990234,0.18683586828410625
PhishingWebsites,CatBoost,9949,1106,0.047937065685102066,0.08575155150088072,0.009362980723381042,0.016919508576393127,0.9683544039726257,0.29837916791439056
PhishingWebsites,ExtraTrees,9949,1106,0.057513469679281955,0.09927412485324735,0.010839871130883694,0.012707775458693504,0.9638336300849915,0.2997884340584278
PhishingWebsites,LightGBM,9949,1106,0.04732789363155066,0.08155883690261481,0.009247252717614174,0.012895905412733555,0.9647377729415894,0.2972276657819748
PhishingWebsites,LinearModel,9949,1106,0.09491202984148944,0.15274070012003274,0.006084205582737923,0.017896709963679314,0.9358047246932983,0.30639539286494255
PhishingWebsites,NeuralNetFastAI,9949,1106,0.04930293348870352,0.08166855934449407,0.007811523973941803,0.012990347109735012,0.965641975402832,0.3015064373612404
PhishingWebsites,NeuralNetTorch,9949,1106,0.04826045724188007,0.08099961371554264,0.010446766391396523,0.016316698864102364,0.9665461182594299,0.2980282884091139
PhishingWebsites,RandomForest,9949,1106,0.056010884230803214,0.09921710443098809,0.01105471607297659,0.01514000166207552,0.9638336300849915,0.30109827779233456
PhishingWebsites,XGBoost,9949,1106,0.04789480721578109,0.08567309847964434,0.008994423784315586,0.013835463672876358,0.9692586064338684,0.3029958065599203
Run_or_walk_information,CatBoost,79729,8859,0.00947662767136737,0.01747486548715168,0.002386269625276327,0.002510152757167816,0.9935658574104309,0.9115310665220022
Run_or_walk_information,ExtraTrees,79729,8859,0.011875735888144825,0.022242065984361365,0.0021068137139081955,0.0026038470678031445,0.991985559463501,0.9354343228042126
