dataset,model,cal_size,test_size,LightGBM_brier,LightGBM_logloss,LightGBM_kuiper,LightGBM_ece-15,LightGBM_accuracy,LightGBM_time
GAMETES_Epistasis_3-Way_20atts_0_2H_EDM-1_1,XGBoost,1440,160,0.5003267296162894,0.6936234295703525,0.0720602422952652,0.09818770736455917,0.5375000238418579,0.043756093829870224
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,CatBoost,1440,160,0.41249059234445384,0.5799327446779473,0.06635641306638718,0.12376362830400467,0.6499999761581421,0.05873464420437813
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,ExtraTrees,1440,160,0.4874636662223164,0.6836603985036677,0.04713812470436096,0.09958516061306,0.6187499761581421,0.05037995148450136
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LightGBM,1440,160,0.4586366775195841,0.64919405905794,0.065775066614151,0.0862651914358139,0.6312500238418579,0.0585676459595561
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,LinearModel,1440,160,0.5015410390533533,0.6946567717853205,0.08525735139846802,0.04030655324459076,0.4749999940395355,0.03955314960330725
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetFastAI,1440,160,0.4392595612257583,0.6186532750281407,0.06816694140434265,0.12260165810585022,0.606249988079071,0.05415613390505314
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,NeuralNetTorch,1440,160,0.4496758585160122,0.6319252584015066,0.08228274434804916,0.14857500791549683,0.625,0.06025474239140749
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,RandomForest,1440,160,0.49349862597588956,0.690644650771949,0.0547122061252594,0.11949286609888077,0.6000000238418579,0.06090192124247551
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_50_EDM-2_001,XGBoost,1440,160,0.46453210760736924,0.6592075196212734,0.0539388433098793,0.08127761632204056,0.612500011920929,0.055231557227671146
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,CatBoost,1440,160,0.38048905448079895,0.5555219530563495,0.039787426590919495,0.08613427728414536,0.699999988079071,0.05962062906473875
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,ExtraTrees,1440,160,0.4091911811121808,0.597823355145542,0.03793764114379883,0.060488197952508926,0.699999988079071,0.05100566428154707
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LightGBM,1440,160,0.3928161052392392,0.5802073641298163,0.03997519612312317,0.0603829026222229,0.699999988079071,0.05666098929941654
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,LinearModel,1440,160,0.4977278585643893,0.6908740161287923,0.05471453070640564,0.05444012209773064,0.5687500238418579,0.040923651307821274
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetFastAI,1440,160,0.38239669885140526,0.5644464058704888,0.041919589042663574,0.08124109357595444,0.6812499761581421,0.05563788674771786
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,NeuralNetTorch,1440,160,0.36698952221831865,0.5496039951658434,0.06575241684913635,0.07351158559322357,0.706250011920929,0.05243228282779455
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,RandomForest,1440,160,0.40616358704571287,0.5931896500905566,0.031567275524139404,0.07868146896362305,0.6937500238418579,0.0563926612958312
GAMETES_Heterogeneity_20atts_1600_Het_0_4_0_2_75_EDM-2_001,XGBoost,1440,160,0.40252950152889644,0.587717214786014,0.04371025413274765,0.0898175835609436,0.6812499761581421,0.060100420378148556
Internet-Advertisements,CatBoost,2951,328,0.043224636400568825,0.09186267257931185,0.0142325758934021,0.015419885516166687,0.9756097793579102,0.09421961009502411
Internet-Advertisements,ExtraTrees,2951,328,0.03005782250159795,0.07221158107944818,0.010018476285040379,0.014217394404113293,0.9817073345184326,0.09331484884023666
Internet-Advertisements,LightGBM,2951,328,0.043599610049541035,0.08450175427483125,0.01287020742893219,0.01367184054106474,0.9756097793579102,0.09343354310840368
Internet-Advertisements,LinearModel,2951,328,0.06343840062028319,0.13437608158868988,0.012682557106018066,0.0281965509057045,0.9603658318519592,0.09108987916260958
