dataset,model,cal_size,test_size,CB-tiny_brier,CB-tiny_logloss,CB-tiny_kuiper,CB-tiny_ece-15,CB-tiny_accuracy,CB-tiny_time
dresses-sales,LightGBM,450,50,0.4970303092258216,0.6969200808484618,0.07403849065303802,0.1422617882490158,0.5799999833106995,0.02536070393398404
dresses-sales,LinearModel,450,50,0.47058530452270747,0.6649774062884393,0.09100210666656494,0.1740015745162964,0.6200000047683716,0.025845914147794247
dresses-sales,NeuralNetFastAI,450,50,0.5041507627964815,0.7073883699116382,0.08353473246097565,0.182444766163826,0.6000000238418579,0.025203509721904993
dresses-sales,NeuralNetTorch,450,50,0.49624432592634193,0.6961110997849473,0.09932205080986023,0.1677335649728775,0.6399999856948853,0.024182296823710203
dresses-sales,RandomForest,450,50,0.5185985058013338,0.7173035083663944,0.09118714928627014,0.1550503522157669,0.5799999833106995,0.024937191046774387
dresses-sales,XGBoost,450,50,0.49039770503124186,0.6842188860671986,0.06253387033939362,0.10591122508049011,0.6000000238418579,0.027641549240797758
eeg-eye-state,CatBoost,13482,1498,0.06203959901596688,0.10831859762997396,0.008441808633506298,0.011680275201797485,0.9592790603637695,0.12753912387415767
eeg-eye-state,ExtraTrees,13482,1498,0.08206536605006806,0.13518134212807345,0.010743187740445137,0.016495753079652786,0.9405874609947205,0.13194778887555003
eeg-eye-state,LightGBM,13482,1498,0.06870759840845722,0.11529927166504045,0.009027048945426941,0.012757301330566406,0.9559412598609924,0.12818558374419808
eeg-eye-state,LinearModel,13482,1498,0.44605490215630866,0.6350115153727829,0.012966945767402649,0.04233642295002937,0.6335113644599915,0.13041162816807628
eeg-eye-state,NeuralNetFastAI,13482,1498,0.2552847224801555,0.40202235032141787,0.0457945317029953,0.0776393860578537,0.8217623233795166,0.12812730530276895
eeg-eye-state,NeuralNetTorch,13482,1498,0.027473520106698467,0.04892478203298819,0.003847513347864151,0.008892402052879333,0.9819759726524353,0.12398312892764807
eeg-eye-state,RandomForest,13482,1498,0.09462747921569926,0.1587908219743314,0.010734636336565018,0.015549886040389538,0.9359145760536194,0.13231351599097252
eeg-eye-state,XGBoost,13482,1498,0.07094514423744691,0.11981790326829769,0.008850619196891785,0.01223027240484953,0.951935887336731,0.12949831318110228
electricity,CatBoost,40780,4532,0.08111705396201363,0.1405254260487915,0.004641268867999315,0.011807913891971111,0.947925865650177,0.28670088667422533
electricity,ExtraTrees,40780,4532,0.13766388040981595,0.22756969582859793,0.005502600222826004,0.008711397647857666,0.9060017466545105,0.29237210331484675
electricity,LightGBM,40780,4532,0.08217040290545123,0.14409004050392363,0.007091386243700981,0.014698212966322899,0.9477052092552185,0.28652320289984345
electricity,LinearModel,40780,4532,0.32984127962968846,0.4964810135145205,0.005654670298099518,0.01283390074968338,0.7559576630592346,0.28737881500273943
electricity,NeuralNetFastAI,40780,4532,0.21980502704927593,0.34520252567806786,0.00876446533948183,0.01617727242410183,0.8448808193206787,0.288892419077456
electricity,NeuralNetTorch,40780,4532,0.18576037469599618,0.2988713386394019,0.015513557009398937,0.025518566370010376,0.8711385726928711,0.289296911098063
electricity,RandomForest,40780,4532,0.10619468249709234,0.18090521510357965,0.0043371194042265415,0.009394773282110691,0.9298322796821594,0.28902725083753467
electricity,XGBoost,40780,4532,0.0797888625752349,0.14012079888588574,0.0063982438296079636,0.01406210195273161,0.9477052092552185,0.28369596507400274
fri_c0_1000_5,CatBoost,900,100,0.12000009041358989,0.18648724527668087,0.058194033801555634,0.09095544368028641,0.8899999856948853,0.029019266832619905
fri_c0_1000_5,ExtraTrees,900,100,0.15800246925305836,0.23445189961229443,0.048568978905677795,0.08141332864761353,0.8899999856948853,0.030759546905755997
fri_c0_1000_5,LightGBM,900,100,0.11789136978367004,0.1816400528213262,0.03689377009868622,0.0632544606924057,0.8999999761581421,0.029205046128481627
fri_c0_1000_5,LinearModel,900,100,0.21864651748920694,0.36252632457350026,0.06837885081768036,0.09518842399120331,0.8399999737739563,0.029896006919443607
fri_c0_1000_5,NeuralNetFastAI,900,100,0.09914920073059953,0.16187748693464493,0.04367660731077194,0.07239148765802383,0.9399999976158142,0.028436857741326094
