dataset,model,cal_size,test_size,CDF-Spline_brier,CDF-Spline_logloss,CDF-Spline_kuiper,CDF-Spline_ece-15,CDF-Spline_accuracy,CDF-Spline_time
Bioresponse,RealMLP_GPU,2500,1251,0.2781095103112971,0.4367201214965913,0.02281142771244049,0.04077477753162384,0.8025579452514648,0.015432022046297789
Diabetes130US,RealMLP_GPU,47678,23840,0.15329138282391291,0.27917095762620203,0.005597494542598724,0.007503898814320564,0.911912739276886,0.277800380717963
E-CommereShippingData,RealMLP_GPU,7332,3667,0.35763003284552247,,0.0173347070813179,0.029627380892634392,0.6831197142601013,0.04286300390958786
Fitness_Club,RealMLP_GPU,1000,500,0.31776290502334603,0.48598245641473786,0.027026642113924026,0.04346993938088417,0.7699999809265137,0.0067445323802530766
GiveMeSomeCredit,RealMLP_GPU,100000,50000,0.0973035736920454,0.17580534731102643,0.0012166853994131088,0.0026386629324406385,0.9381200075149536,0.5885612168349326
HR_Analytics_Job_Change_of_Data_Scientists,RealMLP_GPU,12772,6386,0.27148579882309076,0.426413885480464,0.00919591635465622,0.013098395429551601,0.801910400390625,0.07545211585238576
Is-this-a-good-customer,RealMLP_GPU,1148,575,0.1868981868510452,0.3185941685459724,0.015002332627773285,0.02248237654566765,0.8834782838821411,0.007661845069378614
Marketing_Campaign,RealMLP_GPU,1493,747,0.14761704471452386,,0.010204877704381943,0.03366818279027939,0.8995984196662903,0.009622649755328894
NATICUSdroid,RealMLP_GPU,4994,2497,0.08319390769926865,,0.0049927495419979095,0.013574380427598953,0.9423307776451111,0.02972646476700902
bank-marketing,RealMLP_GPU,30140,15071,0.1713795801421671,0.29917975523877494,0.0045084273442626,0.006258063949644566,0.8943003416061401,0.17840708512812853
blood-transfusion-service-center,RealMLP_GPU,498,250,0.3022059647254138,0.488253439017907,0.03589969500899315,0.07669787853956223,0.8080000281333923,0.003522320184856653
churn,RealMLP_GPU,3333,1667,0.06763743122874381,,0.02402488887310028,0.027169276028871536,0.9616076946258545,0.020060726907104254
coil2000_insurance_policies,RealMLP_GPU,6548,3274,0.10573735435605572,0.2021386165714403,0.006135308183729649,0.00821181945502758,0.9404398202896118,0.03912666393443942
credit-g,RealMLP_GPU,666,334,0.320782791005833,0.49060493466684163,0.04164993390440941,0.04902635142207146,0.7544910311698914,0.004742358811199665
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26367831115177226,,0.007646472193300724,0.01122246216982603,0.8226000070571899,0.11635761708021164
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.05336550894083899,,0.0012440960854291916,0.0035865213721990585,0.9620270729064941,0.5126268486492336
diabetes,RealMLP_GPU,512,256,0.30427366248617876,,0.021237749606370926,0.032654326409101486,0.7890625,0.0037236358039081097
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08597447641471118,,0.0117906853556633,0.033180419355630875,0.949999988079071,0.00982161471620202
heloc,RealMLP_GPU,6972,3487,0.36230071991600293,0.542116579213274,0.010498926043510437,0.020223071798682213,0.7350157499313354,0.041394824627786875
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3042223667010438,0.46841041594288635,0.018713437020778656,0.027701377868652344,0.7826395630836487,0.04989802557975054
jm1,RealMLP_GPU,7256,3629,0.26721420207367147,0.42327491413958807,0.009325414896011353,0.015436352230608463,0.8142738938331604,0.042021892964839935
kddcup09_appetency,RealMLP_GPU,33333,16667,0.03349567556843847,,0.0018549537053331733,0.0017303862841799855,0.9821803569793701,0.1949425949715078
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14412368170869813,,0.006114749703556299,0.014086971059441566,0.9004865884780884,0.04746054299175739
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.043965846617552935,,0.006701619364321232,0.007683366537094116,0.9736040830612183,0.023901638109236956
qsar-biodeg,RealMLP_GPU,702,352,0.17836609771014214,0.31952662344792576,0.037438083440065384,0.06010814756155014,0.8863636255264282,0.004869718104600906
seismic-bumps,RealMLP_GPU,1722,862,0.109062037801525,0.2054052610263911,0.009841766208410263,0.010614403523504734,0.9338747262954712,0.010267144069075584
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.04513592461755004,,0.007199164014309645,0.010213001631200314,0.968323826789856,0.02697579190135002
APSFailure,BetaTabPFN_GPU,50666,25334,0.009362695019716654,,0.0006970707909204066,0.0014403166715055704,0.9938817620277405,0.2998774233274162
Amazon_employee_access,BetaTabPFN_GPU,21846,10923,0.08833268110435817,0.16699035107705443,0.005014113150537014,0.008630247786641121,0.9446122646331787,0.12644763896241784
Bank_Customer_Churn,BetaTabPFN_GPU,6666,3334,0.19626286303045842,,0.008006748743355274,0.015609165653586388,0.8683263063430786,0.037601688876748085
Bioresponse,BetaTabPFN_GPU,2500,1251,0.31016773338280906,0.47376400638631666,0.027226001024246216,0.04449257254600525,0.7753797173500061,0.015514651779085398
Diabetes130US,BetaTabPFN_GPU,47678,23840,0.15515788434923689,0.2834442966607841,0.005791578441858292,0.007332760374993086,0.9119966626167297,0.28229945013299584
E-CommereShippingData,BetaTabPFN_GPU,7332,3667,0.35463939000374184,,0.014932278543710709,0.018742017447948456,0.6880283355712891,0.04285979690030217
Fitness_Club,BetaTabPFN_GPU,1000,500,0.31335374943060007,0.4776899020599199,0.019290344789624214,0.03838484361767769,0.7799999713897705,0.006723253987729549
GiveMeSomeCredit,BetaTabPFN_GPU,100000,50000,0.09729792018864053,0.17599336488112022,0.001728234812617302,0.0031079656910151243,0.9380199909210205,0.5876979571767151
HR_Analytics_Job_Change_of_Data_Scientists,BetaTabPFN_GPU,12772,6386,0.27175122124094864,0.42711337267301097,0.009144853800535202,0.01662316359579563,0.8033197522163391,0.07570729684084654
Is-this-a-good-customer,BetaTabPFN_GPU,1148,575,0.18959384744509603,0.3234232501216256,0.017690163105726242,0.03366707265377045,0.886956512928009,0.007646667305380106
Marketing_Campaign,BetaTabPFN_GPU,1493,747,0.135648872875935,0.2191984910268194,0.016584906727075577,0.028875885531306267,0.9009370803833008,0.009379696100950241
NATICUSdroid,BetaTabPFN_GPU,4994,2497,0.08532405350601135,,0.00429040752351284,0.01283042412251234,0.9423307776451111,0.029449465684592724
bank-marketing,BetaTabPFN_GPU,30140,15071,0.1723952936597232,0.30034568982953397,0.004137959331274033,0.0069970423355698586,0.892906904220581,0.17445228900760412
blood-transfusion-service-center,BetaTabPFN_GPU,498,250,0.31392883672256383,0.5255451273687234,0.056228503584861755,0.11498547345399857,0.8119999766349792,0.0037299869582057
churn,BetaTabPFN_GPU,3333,1667,0.058805779452918046,0.1263707450689887,0.014266891404986382,0.018479470163583755,0.9634073376655579,0.019691600929945707
coil2000_insurance_policies,BetaTabPFN_GPU,6548,3274,0.10564389075856499,,0.005788846872746944,0.003526693908497691,0.9404398202896118,0.03875397797673941
credit-g,BetaTabPFN_GPU,666,334,0.3406849215579447,,0.0469641238451004,0.06369761377573013,0.742514967918396,0.0047105709090828896
credit_card_clients_default,BetaTabPFN_GPU,20000,10000,0.2638037472604825,0.42119269202962606,0.006197384558618069,0.009595604613423347,0.8224999904632568,0.11690574698150158
customer_satisfaction_in_airline,BetaTabPFN_GPU,86586,43294,0.07080452899547983,,0.0020630292128771544,0.004003035835921764,0.9493694305419922,0.5177038060501218
diabetes,BetaTabPFN_GPU,512,256,0.3141540918982747,0.4745881617236447,0.022123727947473526,0.05908416211605072,0.765625,0.003827880136668682
hazelnut-spread-contaminant-detection,BetaTabPFN_GPU,1600,800,0.12487079799600691,,0.015089294873178005,0.033442385494709015,0.9200000166893005,0.01010402012616396
heloc,BetaTabPFN_GPU,6972,3487,0.3639165623048056,0.5435139575566497,0.013130217790603638,0.02257853001356125,0.7287065982818604,0.04053761390969157
in_vehicle_coupon_recommendation,BetaTabPFN_GPU,8456,4228,0.3198832416929776,0.4883890133280835,0.010843724012374878,0.022067004814743996,0.7691580057144165,0.04839819483458996
jm1,BetaTabPFN_GPU,7256,3629,0.2685236158818633,0.42536632017574383,0.0060897450894117355,0.01631254516541958,0.8115183115005493,0.04235569015145302
kddcup09_appetency,BetaTabPFN_GPU,33333,16667,0.03384174682721652,0.07818385390583098,0.0024315272457897663,0.001561650075018406,0.9821803569793701,0.1920178378932178
online_shoppers_intention,BetaTabPFN_GPU,8220,4110,0.14178151839719,,0.00609201192855835,0.008369631133973598,0.9007299542427063,0.04896188294515014
polish_companies_bankruptcy,BetaTabPFN_GPU,3940,1970,0.04501874115461985,,0.007734667509794235,0.011447783559560776,0.9730964303016663,0.023090671747922897
qsar-biodeg,BetaTabPFN_GPU,702,352,0.19800648357444575,0.33696453820659367,0.03249676153063774,0.0485231876373291,0.8721590638160706,0.004908750765025616
seismic-bumps,BetaTabPFN_GPU,1722,862,0.10873366388422043,0.1997036183135953,0.007112750317901373,0.009921734221279621,0.9338747262954712,0.01077743200585246
taiwanese_bankruptcy_prediction,BetaTabPFN_GPU,4546,2273,0.04360248536754567,,0.004272380843758583,0.009511730633676052,0.9727232456207275,0.027018862776458263
APSFailure,ModernNCA_GPU,50666,25334,0.009174610548963522,,0.0018319492228329182,0.0033765826374292374,0.9940791130065918,0.2950347368605435
Amazon_employee_access,ModernNCA_GPU,21846,10923,0.08395742200664426,0.16426995456574567,0.016458148136734962,0.016486525535583496,0.9495559930801392,0.12471558433026075
Bank_Customer_Churn,ModernNCA_GPU,6666,3334,0.19830977900511296,,0.006738648749887943,0.015762539580464363,0.8689262270927429,0.039048719219863415
Bioresponse,ModernNCA_GPU,2500,1251,0.2898178820931282,0.45459753542310427,0.02289525419473648,0.04490775987505913,0.7969624400138855,0.015155900735408068
Diabetes130US,ModernNCA_GPU,47678,23840,0.1544888959480908,0.2820296797756941,0.003332932014018297,0.004734798334538937,0.9119966626167297,0.2778216162696481
E-CommereShippingData,ModernNCA_GPU,7332,3667,0.3603175783223813,,0.023789651691913605,0.035742539912462234,0.6793018579483032,0.042849100194871426
Fitness_Club,ModernNCA_GPU,1000,500,0.32137684519824994,,0.02373504638671875,0.061390433460474014,0.7559999823570251,0.006537351757287979
GiveMeSomeCredit,ModernNCA_GPU,100000,50000,0.09691320431677615,0.17526508392741114,0.0015233163721859455,0.0028969240374863148,0.9385799765586853,0.5823916620574892
HR_Analytics_Job_Change_of_Data_Scientists,ModernNCA_GPU,12772,6386,0.26900369283907766,0.4235165978355928,0.008739419281482697,0.014621072448790073,0.8039461374282837,0.07448765356093645
Is-this-a-good-customer,ModernNCA_GPU,1148,575,0.19135336060204727,0.32639624224533664,0.021029623225331306,0.030279086902737617,0.8852173686027527,0.007840776816010475
Marketing_Campaign,ModernNCA_GPU,1493,747,0.1377935826953045,,0.02223980985581875,0.041293371468782425,0.9036144614219666,0.009428667835891247
NATICUSdroid,ModernNCA_GPU,4994,2497,0.08659765521885321,0.14727267867415034,0.009158842265605927,0.014816164039075375,0.9399279356002808,0.02901063859462738
bank-marketing,ModernNCA_GPU,30140,15071,0.17162066695764597,0.29895384211685055,0.003826618194580078,0.004413710907101631,0.8940349221229553,0.17687631072476506
blood-transfusion-service-center,ModernNCA_GPU,498,250,0.31625222768884087,0.5178577032946704,0.04358188062906265,0.0831909328699112,0.7960000038146973,0.003791671246290207
churn,ModernNCA_GPU,3333,1667,0.06336361217181184,,0.01199442520737648,0.01772119849920273,0.9610077738761902,0.020157660357654095
coil2000_insurance_policies,ModernNCA_GPU,6548,3274,0.10637245981453532,,0.007907846942543983,0.009141039103269577,0.9404398202896118,0.03768732491880655
credit-g,ModernNCA_GPU,666,334,0.34140621585645115,0.5158948307381833,0.041511550545692444,0.047865062952041626,0.742514967918396,0.004372903611510992
credit_card_clients_default,ModernNCA_GPU,20000,10000,0.26334203683744584,0.4207860711393907,0.006830012425780296,0.012761811725795269,0.8234999775886536,0.11644383380189538
customer_satisfaction_in_airline,ModernNCA_GPU,86586,43294,0.0550386198568902,,0.0019774455577135086,0.005845272913575172,0.9611031413078308,0.49696979904547334
diabetes,ModernNCA_GPU,512,256,0.323787964030253,0.48837153713449055,0.03200163319706917,0.09035076200962067,0.7578125,0.0038605867885053158
hazelnut-spread-contaminant-detection,ModernNCA_GPU,1600,800,0.08457126314694013,,0.012557562440633774,0.03237205371260643,0.9449999928474426,0.009863219689577818
heloc,ModernNCA_GPU,6972,3487,0.36257133224341453,0.5420427436243519,0.012419924139976501,0.01930965855717659,0.7327215075492859,0.040261439979076385
in_vehicle_coupon_recommendation,ModernNCA_GPU,8456,4228,0.31512000479284813,0.4844951964679561,0.026304446160793304,0.05204176902770996,0.7736518383026123,0.04980055522173643
jm1,ModernNCA_GPU,7256,3629,0.2639531483952743,0.4178842839801344,0.007946789264678955,0.015257987193763256,0.8142738938331604,0.04238217696547508
kddcup09_appetency,ModernNCA_GPU,33333,16667,0.03388504795238109,0.07800452180375073,0.0018140776082873344,0.0015551551477983594,0.9821803569793701,0.18761188397184014
online_shoppers_intention,ModernNCA_GPU,8220,4110,0.14014056371629102,,0.006206760182976723,0.012932122685015202,0.9007299542427063,0.046396415680646896
polish_companies_bankruptcy,ModernNCA_GPU,3940,1970,0.038835568606628415,,0.009304963052272797,0.0149146169424057,0.9766497611999512,0.02228759229183197
qsar-biodeg,ModernNCA_GPU,702,352,0.19074904328190403,,0.02626301348209381,0.0632692277431488,0.8551136255264282,0.00458480091765523
seismic-bumps,ModernNCA_GPU,1722,862,0.11080986314854996,0.206035237604083,0.01290648989379406,0.008981128223240376,0.9338747262954712,0.01051332801580429
taiwanese_bankruptcy_prediction,ModernNCA_GPU,4546,2273,0.043746480043749605,0.08147692548461609,0.005672742612659931,0.010092348791658878,0.9727232456207275,0.026561918668448925
Bank_Customer_Churn,Mitra_GPU,6666,3334,0.19596884308206355,,0.007793127559125423,0.018112652003765106,0.8689262270927429,0.0370465531013906
E-CommereShippingData,Mitra_GPU,7332,3667,0.35489696584473973,,0.014277413487434387,0.01489308476448059,0.6844832301139832,0.04119430109858513
Fitness_Club,Mitra_GPU,1000,500,0.3124592366178906,0.47626352473476846,0.019882801920175552,0.04142330214381218,0.777999997138977,0.005959666799753904
Is-this-a-good-customer,Mitra_GPU,1148,575,0.1916129026811106,0.32741288711600697,0.01265028864145279,0.02259259670972824,0.8852173686027527,0.006897747050970793
Marketing_Campaign,Mitra_GPU,1493,747,0.13509033994601846,,0.015134923160076141,0.03545302152633667,0.8969210386276245,0.009263457264751196
NATICUSdroid,Mitra_GPU,4994,2497,0.08421464780286918,,0.0060730138793587685,0.009110459126532078,0.9407289028167725,0.028830778785049915
blood-transfusion-service-center,Mitra_GPU,498,250,0.3097322336036756,0.4991256949741368,0.05240340530872345,0.10592816025018692,0.8119999766349792,0.003364529926329851
churn,Mitra_GPU,3333,1667,0.04157310148708336,0.09815423456057132,0.01231589075177908,0.01681397669017315,0.9772045612335205,0.018431284930557013
coil2000_insurance_policies,Mitra_GPU,6548,3274,0.10610282862126275,,0.005640649236738682,0.005317934323102236,0.9404398202896118,0.03810684196650982
credit-g,Mitra_GPU,666,334,0.3314768161762985,,0.04325220361351967,0.07134980708360672,0.7604790329933167,0.004260710906237364
diabetes,Mitra_GPU,512,256,0.3091746191118727,0.46531602705380715,0.02140013501048088,0.0508856400847435,0.7578125,0.0034392629750072956
hazelnut-spread-contaminant-detection,Mitra_GPU,1600,800,0.08358663167334016,,0.011936887167394161,0.023311665281653404,0.9412500262260437,0.009271994698792696
heloc,Mitra_GPU,6972,3487,0.36229082871742696,0.5424050534907274,0.017909929156303406,0.022791577503085136,0.7361629009246826,0.04007253609597683
in_vehicle_coupon_recommendation,Mitra_GPU,8456,4228,0.3217903605566525,,0.017344482243061066,0.031278036534786224,0.7689214944839478,0.04796375008299947
jm1,Mitra_GPU,7256,3629,0.2663222703663498,0.4225681268607775,0.0070599764585494995,0.014682471752166748,0.8184072971343994,0.0399273787625134
online_shoppers_intention,Mitra_GPU,8220,4110,0.1404789001209782,,0.006629523355513811,0.014002057723701,0.899756669998169,0.04710492771118879
polish_companies_bankruptcy,Mitra_GPU,3940,1970,0.039915757103861554,,0.009180868975818157,0.01669377088546753,0.9746192693710327,0.022309205029159784
qsar-biodeg,Mitra_GPU,702,352,0.18847638915733597,,0.03427630662918091,0.04977843910455704,0.8607954382896423,0.004714531358331442
seismic-bumps,Mitra_GPU,1722,862,0.10793958447066511,,0.010934211313724518,0.014507506042718887,0.9338747262954712,0.010352656245231628
taiwanese_bankruptcy_prediction,Mitra_GPU,4546,2273,0.04328045670488682,,0.004312191624194384,0.0066328453831374645,0.9705235362052917,0.02542838826775551
APSFailure,TabDPT_GPU,50666,25334,0.011328524024039163,,0.0008498893585056067,0.001642115181311965,0.9921844005584717,0.28859647596254945
Amazon_employee_access,TabDPT_GPU,21846,10923,0.08155648430404415,,0.0035360120236873627,0.005336107220500708,0.9485489130020142,0.12152037816122174
Bank_Customer_Churn,TabDPT_GPU,6666,3334,0.20018832007400802,0.32778864877332314,0.008120513521134853,0.014124767854809761,0.86652672290802,0.03822930436581373
Bioresponse,TabDPT_GPU,2500,1251,0.2786950829523753,0.43527171314324126,0.022749587893486023,0.03519893437623978,0.8009592294692993,0.014233314897865057
Diabetes130US,TabDPT_GPU,47678,23840,0.15572474833837116,0.2848519854290467,0.00430813804268837,0.003421405330300331,0.9119966626167297,0.2682133070193231
E-CommereShippingData,TabDPT_GPU,7332,3667,0.3571537630063597,,0.021270930767059326,0.01356581225991249,0.6877556443214417,0.04153619799762964
Fitness_Club,TabDPT_GPU,1000,500,0.32225066469325603,0.4885548886810676,0.03464552015066147,0.06715831160545349,0.7680000066757202,0.006468877196311951
GiveMeSomeCredit,TabDPT_GPU,100000,50000,0.09796048863549466,0.17700414346617513,0.0011615827679634094,0.002413890091702342,0.9374200105667114,0.5681640841066837
HR_Analytics_Job_Change_of_Data_Scientists,TabDPT_GPU,12772,6386,0.2695696622412886,0.42495802443658925,0.008741065859794617,0.015600145794451237,0.8028500080108643,0.07176206959411502
Is-this-a-good-customer,TabDPT_GPU,1148,575,0.19135538594884782,0.3224914071595234,0.013924717903137207,0.0249932911247015,0.8765217661857605,0.007540616672486067
Marketing_Campaign,TabDPT_GPU,1493,747,0.143839027915158,,0.01392386108636856,0.03598510101437569,0.9009370803833008,0.009324983693659306
NATICUSdroid,TabDPT_GPU,4994,2497,0.08594718277047518,,0.010507947765290737,0.015946121886372566,0.9471365809440613,0.028605239000171423
bank-marketing,TabDPT_GPU,30140,15071,0.1719251289085909,0.30015934335759786,0.0038401156198233366,0.0054997666738927364,0.8935704231262207,0.17261524824425578
blood-transfusion-service-center,TabDPT_GPU,498,250,0.29955275923420666,,0.04137684404850006,0.07589993625879288,0.800000011920929,0.0035154912620782852
churn,TabDPT_GPU,3333,1667,0.06941092955402799,,0.01790756918489933,0.019917484372854233,0.9604079127311707,0.018940029200166464
coil2000_insurance_policies,TabDPT_GPU,6548,3274,0.10728486287583659,0.20731175623987913,0.007898514159023762,0.011205115355551243,0.9404398202896118,0.0367433512583375
credit-g,TabDPT_GPU,666,334,0.34483613035150185,,0.03947612643241882,0.06124215945601463,0.71856290102005,0.00446165818721056
credit_card_clients_default,TabDPT_GPU,20000,10000,0.2645985229554361,,0.0055735185742378235,0.013913623057305813,0.8210999965667725,0.11267900560051203
customer_satisfaction_in_airline,TabDPT_GPU,86586,43294,0.05454329753613884,,0.0024897120893001556,0.004141875542700291,0.9614034295082092,0.48251036228612065
diabetes,TabDPT_GPU,512,256,0.3076631242826406,0.46526485808011864,0.022745300084352493,0.060812462121248245,0.76171875,0.003693627193570137
hazelnut-spread-contaminant-detection,TabDPT_GPU,1600,800,0.0666425507037907,,0.010849451646208763,0.026066699996590614,0.956250011920929,0.009801011998206377
heloc,TabDPT_GPU,6972,3487,0.3657895830136994,0.546372972598271,0.010265618562698364,0.021576950326561928,0.7321479916572571,0.0396930705755949
in_vehicle_coupon_recommendation,TabDPT_GPU,8456,4228,0.33304077355997685,,0.009682681411504745,0.024046819657087326,0.7511826157569885,0.04755168501287699
jm1,TabDPT_GPU,7256,3629,0.25760306996030075,,0.013389930129051208,0.021405469626188278,0.8244695663452148,0.040244277101010084
kddcup09_appetency,TabDPT_GPU,33333,16667,0.034265357393768445,0.08118294607751021,0.001783604035153985,0.0016591090243309736,0.9821803569793701,0.18690543808043003
online_shoppers_intention,TabDPT_GPU,8220,4110,0.1421459410431458,0.23005369764012157,0.006613276898860931,0.012136186473071575,0.8992700576782227,0.04765414400026202
polish_companies_bankruptcy,TabDPT_GPU,3940,1970,0.0307749727205243,,0.004766246769577265,0.010068176314234734,0.9796954393386841,0.022140128072351217
qsar-biodeg,TabDPT_GPU,702,352,0.19341927922337582,,0.0249863862991333,0.05242709070444107,0.8835227489471436,0.004834717605262995
seismic-bumps,TabDPT_GPU,1722,862,0.10771098345471417,0.20041521238575025,0.010079829022288322,0.014942566864192486,0.9338747262954712,0.01068294933065772
taiwanese_bankruptcy_prediction,TabDPT_GPU,4546,2273,0.04334517189488299,,0.005323794204741716,0.009338065050542355,0.9727232456207275,0.02631295472383499
