dataset,model,cal_size,test_size,Affine_brier,Affine_logloss,Affine_kuiper,Affine_ece-15,Affine_accuracy,Affine_time
credit_card_clients_default,RealMLP_GPU,20000,10000,0.26379248533778976,0.4218773914855847,0.007574539631605148,0.011210889555513859,0.8228999972343445,0.011495827697217464
customer_satisfaction_in_airline,RealMLP_GPU,86586,43294,0.053378335666192885,0.08519086042840876,0.001344724907539785,0.004088088870048523,0.9621425867080688,0.03560216259211302
diabetes,RealMLP_GPU,512,256,0.3073967698835963,0.46930620247840904,0.02384837344288826,0.058584876358509064,0.78125,0.0026190998032689095
hazelnut-spread-contaminant-detection,RealMLP_GPU,1600,800,0.08562157664575426,0.15540346855912618,0.010309610515832901,0.026084527373313904,0.9512500166893005,0.002871978096663952
heloc,RealMLP_GPU,6972,3487,0.3621026906130989,0.5417963478470176,0.010339722037315369,0.020229965448379517,0.7344422340393066,0.0042825061827898026
in_vehicle_coupon_recommendation,RealMLP_GPU,8456,4228,0.3064758896739251,0.47035560601831894,0.025353260338306427,0.043701477348804474,0.7840586304664612,0.006114053539931774
jm1,RealMLP_GPU,7256,3629,0.26819423681459775,0.4248176876438074,0.013905744068324566,0.027185050770640373,0.8142738938331604,0.006630196236073971
kddcup09_appetency,RealMLP_GPU,33333,16667,0.033375112157008134,0.0752238871997712,0.001235277159139514,0.0010913134319707751,0.9821803569793701,0.018932629376649857
online_shoppers_intention,RealMLP_GPU,8220,4110,0.14422490286435627,0.2331355918096966,0.006890216842293739,0.014140252023935318,0.8990267515182495,0.0057318201288580894
polish_companies_bankruptcy,RealMLP_GPU,3940,1970,0.04386019916403518,0.08631493818854406,0.005037772934883833,0.009587118402123451,0.972588837146759,0.003988761454820633
qsar-biodeg,RealMLP_GPU,702,352,0.18124573234884583,0.3110274212983151,0.034242287278175354,0.04793085530400276,0.8892045617103577,0.0024038078263401985
seismic-bumps,RealMLP_GPU,1722,862,0.11131154389399919,0.20807889456011827,0.013254135847091675,0.019572850316762924,0.9338747262954712,0.0029856404289603233
taiwanese_bankruptcy_prediction,RealMLP_GPU,4546,2273,0.0437607727479815,0.07969369865095348,0.00701622199267149,0.009580902755260468,0.9709634780883789,0.004150344990193844
